comparison	panel	n_tests	n_skipped	n_q_lt_05	n_q_lt_10	min_q	max_abs_effect
late-early	CM	90	0	17	23	0.00001758367558535312	0.825858181818182
late-early	CVD2	87	0	16	27	0.000030199197443359083	0.8304945454545454
late-early	CVD3	87	0	26	30	0.00001758367558535312	1.5570427272727274
late-early	IR	87	0	29	32	0.00001758367558535312	1.7057799999999999
late-early	In	85	0	19	25	0.00001758367558535312	2.340056363636363
