panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
Oncology_II	OID31177	MAPRE3	Q9UPY8	PR2-PR1	8	-0.21082499999999998	-0.7776874999999999	0.5668625	12.069671144607575	7	0.0000061159552633416325	0.017968676563697716	
Oncology	OID21192	FEN1	P39748	PR2-PR1	7	-0.10205714285714292	-0.46501428571428577	0.36295714285714287	10.69706883563516	6	0.00003939263060837028	0.057867774363695945	
Oncology	OID21407	KLK14	Q9P0G3	PR2-PR1	9	0.6686222222222221	0.1716111111111111	0.49701111111111107	7.646553421075757	8	0.000060364391658351835	0.05911686089741256	
Oncology_II	OID31490	NCR3LG1	Q68D85	PR2-PR1	9	0.4589444444444445	0.10968888888888889	0.34925555555555554	6.98454999835226	8	0.00011439047212169484	0.08401980177338486	
Neurology	OID21096	CA6	P23280	PR2-PR1	9	1.3763666666666667	0.8743333333333333	0.5020333333333333	6.5237182284665085	8	0.000183466341395766	0.1078048222041521	
Inflammation	OID20712	DNER	Q8NFT8	PR2-PR1	9	0.11377777777777778	-0.3681888888888889	0.48196666666666665	6.0468427766141515	8	0.0003069869387994917	0.1288468037418438	
Cardiometabolic_II	OID30235	RNF149	Q8NC42	PR2-PR1	8	0.010825000000000008	-0.16598749999999998	0.1768125	6.7342773786872545	7	0.0002688501089598283	0.1288468037418438	
Cardiometabolic	OID20087	MMP7	P09237	PR2-PR1	8	3.6688249999999996	3.1627875000000003	0.5060374999999999	6.14610501864903	7	0.0004693267914013255	0.1723602641421368	
Oncology	OID21171	CEACAM5	P06731	PR2-PR1	7	0.40640000000000004	-0.3417857142857143	0.7481857142857143	6.062826514544963	6	0.0009131677825806594	0.25957422372681954	
Neurology_II	OID31096	PALM2	Q8IXS6	PR2-PR1	9	-0.28882222222222226	-0.7525	0.46367777777777774	5.0642953535612465	8	0.0009718572025170236	0.25957422372681954	
Neurology	OID21055	NCAN	O14594	PR2-PR1	9	0.6259333333333333	0.8108777777777778	-0.18494444444444444	-5.145064704357421	8	0.0008796396315788879	0.25957422372681954	
