panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
In	OID_gisby_00323	CXCL10	P02778	late-early	22	11.01375	12.867120454545459	-1.8533704545454541	-8.100479388580407	21	0.00000006737846858229091	0.000009792337433959611	
IR	OID_gisby_00432	LAG3	P18627	late-early	22	3.7282790909090906	4.40680090909091	-0.6785218181818182	-8.306425912783398	21	0.00000004484357551959306	0.000009792337433959611	
CVD3	OID_gisby_00204	TNFRSF10C	O14798	late-early	22	4.9769404545454545	4.438595454545456	0.538345	8.15234288639929	21	0.0000000607802146390668	0.000009792337433959611	
CM	OID_gisby_00054	TCN2	P20062	late-early	22	5.014840909090909	5.8404940909090906	-0.825653181818182	-7.667485267197712	21	0.00000016154262905132555	0.000017608146566594485	
CVD2	OID_gisby_00096	BOC	Q9BWV1	late-early	22	4.359691363636364	3.945909090909091	0.41378227272727286	7.395745163208676	21	0.00000028326972856262955	0.000024701120330661298	
CVD3	OID_gisby_00190	GRN	P28799	late-early	22	5.778714090909092	6.392374545454547	-0.6136604545454545	-7.281858605177629	21	0.0000003595051605298494	0.000026124041665169056	
In	OID_gisby_00337	MCP-2	P80075	late-early	22	9.444504090909092	10.977707727272728	-1.5332036363636363	-7.051699317075726	21	0.0000005850398978601845	0.00003643962792386292	
CVD3	OID_gisby_00202	CCL24	O00175	late-early	22	5.796167727272728	4.2052404545454545	1.5909272727272727	6.75544289187456	21	0.0000011063584843817864	0.00006029653739880736	
IR	OID_gisby_00427	DDX58	O95786	late-early	22	3.2916340909090915	4.963954545454545	-1.6723204545454549	-6.360331936714479	21	0.0000026342226613351727	0.00011485210803421352	
CVD2	OID_gisby_00143	PTX3	P26022	late-early	22	3.691571818181818	4.379601363636365	-0.6880295454545454	-6.4032536131505795	21	0.0000023950075895839973	0.00011485210803421352	
CM	OID_gisby_00040	NID1	P14543	late-early	22	4.502153181818182	5.1198500000000005	-0.617696818181818	-6.215500002204327	21	0.000003638309147291352	0.00014420934438354814	
CVD3	OID_gisby_00263	CCL16	O15467	late-early	22	7.422908636363636	6.158679999999999	1.2642286363636366	5.73980225807779	21	0.000010694789379428471	0.0003586867822639087	
IR	OID_gisby_00376	TRIM21	P19474	late-early	22	3.185818181818182	4.203235	-1.0174168181818182	-5.741667018484282	21	0.000010649147109242918	0.0003586867822639087	
