rule	precision_at_K	recall_at_K	f1_at_K	rep	n	frac_tp	effect	hetero	fragile
S	0.7066666666666667	0.7066666666666667	0.7066666666666667	23	8	0.3	mixed	False	0.5
q	0.41333333333333333	0.41333333333333333	0.41333333333333333	24	8	0.3	mixed	False	0.5
abs_d	0.7	0.7	0.7	24	8	0.3	mixed	False	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	24	8	0.3	mixed	False	0.5
q	0.44	0.44	0.44	25	8	0.3	mixed	False	0.5
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	25	8	0.3	mixed	False	0.5
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	25	8	0.3	mixed	False	0.5
q	0.41333333333333333	0.41333333333333333	0.41333333333333333	26	8	0.3	mixed	False	0.5
abs_d	0.72	0.72	0.72	26	8	0.3	mixed	False	0.5
S	0.56	0.56	0.56	26	8	0.3	mixed	False	0.5
q	0.3933333333333333	0.3933333333333333	0.3933333333333333	27	8	0.3	mixed	False	0.5
abs_d	0.72	0.72	0.72	27	8	0.3	mixed	False	0.5
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	27	8	0.3	mixed	False	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	28	8	0.3	mixed	False	0.5
abs_d	0.7733333333333333	0.7733333333333333	0.7733333333333333	28	8	0.3	mixed	False	0.5
S	0.7	0.7	0.7	28	8	0.3	mixed	False	0.5
q	0.41333333333333333	0.41333333333333333	0.41333333333333333	29	8	0.3	mixed	False	0.5
abs_d	0.7	0.7	0.7	29	8	0.3	mixed	False	0.5
S	0.64	0.64	0.64	29	8	0.3	mixed	False	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	30	8	0.3	mixed	False	0.5
abs_d	0.76	0.76	0.76	30	8	0.3	mixed	False	0.5
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	30	8	0.3	mixed	False	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	31	8	0.3	mixed	False	0.5
abs_d	0.7533333333333333	0.7533333333333333	0.7533333333333333	31	8	0.3	mixed	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	31	8	0.3	mixed	False	0.5
q	0.48	0.48	0.48	32	8	0.3	mixed	False	0.5
abs_d	0.74	0.74	0.74	32	8	0.3	mixed	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	32	8	0.3	mixed	False	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	33	8	0.3	mixed	False	0.5
abs_d	0.7466666666666667	0.7466666666666667	0.7466666666666667	33	8	0.3	mixed	False	0.5
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	33	8	0.3	mixed	False	0.5
q	0.44666666666666666	0.44666666666666666	0.44666666666666666	34	8	0.3	mixed	False	0.5
abs_d	0.7133333333333334	0.7133333333333334	0.7133333333333335	34	8	0.3	mixed	False	0.5
S	0.6	0.6	0.6	34	8	0.3	mixed	False	0.5
q	0.4533333333333333	0.4533333333333333	0.4533333333333333	35	8	0.3	mixed	False	0.5
abs_d	0.7333333333333333	0.7333333333333333	0.7333333333333333	35	8	0.3	mixed	False	0.5
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	35	8	0.3	mixed	False	0.5
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	36	8	0.3	mixed	False	0.5
abs_d	0.74	0.74	0.74	36	8	0.3	mixed	False	0.5
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	36	8	0.3	mixed	False	0.5
q	0.44	0.44	0.44	37	8	0.3	mixed	False	0.5
abs_d	0.72	0.72	0.72	37	8	0.3	mixed	False	0.5
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	37	8	0.3	mixed	False	0.5
q	0.38666666666666666	0.38666666666666666	0.38666666666666666	38	8	0.3	mixed	False	0.5
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	38	8	0.3	mixed	False	0.5
S	0.6	0.6	0.6	38	8	0.3	mixed	False	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	39	8	0.3	mixed	False	0.5
abs_d	0.74	0.74	0.74	39	8	0.3	mixed	False	0.5
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	39	8	0.3	mixed	False	0.5
q	0.37333333333333335	0.37333333333333335	0.37333333333333335	40	8	0.3	mixed	False	0.5
abs_d	0.7	0.7	0.7	40	8	0.3	mixed	False	0.5
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	40	8	0.3	mixed	False	0.5
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	41	8	0.3	mixed	False	0.5
abs_d	0.78	0.78	0.78	41	8	0.3	mixed	False	0.5
S	0.68	0.68	0.68	41	8	0.3	mixed	False	0.5
q	0.46	0.46	0.46	42	8	0.3	mixed	False	0.5
abs_d	0.7466666666666667	0.7466666666666667	0.7466666666666667	42	8	0.3	mixed	False	0.5
S	0.7066666666666667	0.7066666666666667	0.7066666666666667	42	8	0.3	mixed	False	0.5
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	43	8	0.3	mixed	False	0.5
abs_d	0.76	0.76	0.76	43	8	0.3	mixed	False	0.5
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	43	8	0.3	mixed	False	0.5
q	0.44666666666666666	0.44666666666666666	0.44666666666666666	44	8	0.3	mixed	False	0.5
abs_d	0.76	0.76	0.76	44	8	0.3	mixed	False	0.5
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	44	8	0.3	mixed	False	0.5
q	0.44666666666666666	0.44666666666666666	0.44666666666666666	45	8	0.3	mixed	False	0.5
abs_d	0.7533333333333333	0.7533333333333333	0.7533333333333333	45	8	0.3	mixed	False	0.5
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	45	8	0.3	mixed	False	0.5
q	0.42	0.42	0.41999999999999993	46	8	0.3	mixed	False	0.5
abs_d	0.74	0.74	0.74	46	8	0.3	mixed	False	0.5
S	0.6	0.6	0.6	46	8	0.3	mixed	False	0.5
q	0.4066666666666667	0.4066666666666667	0.4066666666666667	47	8	0.3	mixed	False	0.5
abs_d	0.72	0.72	0.72	47	8	0.3	mixed	False	0.5
S	0.64	0.64	0.64	47	8	0.3	mixed	False	0.5
q	0.44	0.44	0.44	48	8	0.3	mixed	False	0.5
abs_d	0.7266666666666667	0.7266666666666667	0.7266666666666666	48	8	0.3	mixed	False	0.5
S	0.62	0.62	0.62	48	8	0.3	mixed	False	0.5
q	0.4266666666666667	0.4266666666666667	0.42666666666666675	49	8	0.3	mixed	False	0.5
abs_d	0.7333333333333333	0.7333333333333333	0.7333333333333333	49	8	0.3	mixed	False	0.5
S	0.62	0.62	0.62	49	8	0.3	mixed	False	0.5
q	0.62	0.62	0.62	0	8	0.3	mixed	True	0.0
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	0	8	0.3	mixed	True	0.0
S	0.6	0.6	0.6	0	8	0.3	mixed	True	0.0
q	0.6266666666666667	0.6266666666666667	0.6266666666666667	1	8	0.3	mixed	True	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	1	8	0.3	mixed	True	0.0
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	1	8	0.3	mixed	True	0.0
q	0.64	0.64	0.64	2	8	0.3	mixed	True	0.0
abs_d	0.6866666666666666	0.6866666666666666	0.6866666666666666	2	8	0.3	mixed	True	0.0
S	0.68	0.68	0.68	2	8	0.3	mixed	True	0.0
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	3	8	0.3	mixed	True	0.0
abs_d	0.6	0.6	0.6	3	8	0.3	mixed	True	0.0
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	3	8	0.3	mixed	True	0.0
q	0.62	0.62	0.62	4	8	0.3	mixed	True	0.0
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	4	8	0.3	mixed	True	0.0
S	0.64	0.64	0.64	4	8	0.3	mixed	True	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	5	8	0.3	mixed	True	0.0
abs_d	0.62	0.62	0.62	5	8	0.3	mixed	True	0.0
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	5	8	0.3	mixed	True	0.0
q	0.6066666666666667	0.6066666666666667	0.6066666666666667	6	8	0.3	mixed	True	0.0
abs_d	0.62	0.62	0.62	6	8	0.3	mixed	True	0.0
S	0.62	0.62	0.62	6	8	0.3	mixed	True	0.0
q	0.6	0.6	0.6	7	8	0.3	mixed	True	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	7	8	0.3	mixed	True	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	7	8	0.3	mixed	True	0.0
q	0.64	0.64	0.64	8	8	0.3	mixed	True	0.0
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	8	8	0.3	mixed	True	0.0
S	0.66	0.66	0.66	8	8	0.3	mixed	True	0.0
q	0.6	0.6	0.6	9	8	0.3	mixed	True	0.0
abs_d	0.64	0.64	0.64	9	8	0.3	mixed	True	0.0
S	0.64	0.64	0.64	9	8	0.3	mixed	True	0.0
q	0.6866666666666666	0.6866666666666666	0.6866666666666666	10	8	0.3	mixed	True	0.0
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	10	8	0.3	mixed	True	0.0
S	0.6933333333333334	0.6933333333333334	0.6933333333333334	10	8	0.3	mixed	True	0.0
q	0.6	0.6	0.6	11	8	0.3	mixed	True	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	11	8	0.3	mixed	True	0.0
S	0.6	0.6	0.6	11	8	0.3	mixed	True	0.0
q	0.6333333333333333	0.6333333333333333	0.6333333333333333	12	8	0.3	mixed	True	0.0
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	12	8	0.3	mixed	True	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	12	8	0.3	mixed	True	0.0
q	0.62	0.62	0.62	13	8	0.3	mixed	True	0.0
abs_d	0.64	0.64	0.64	13	8	0.3	mixed	True	0.0
S	0.62	0.62	0.62	13	8	0.3	mixed	True	0.0
q	0.52	0.52	0.52	14	8	0.3	mixed	True	0.0
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	14	8	0.3	mixed	True	0.0
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	14	8	0.3	mixed	True	0.0
q	0.62	0.62	0.62	15	8	0.3	mixed	True	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	15	8	0.3	mixed	True	0.0
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	15	8	0.3	mixed	True	0.0
q	0.6666666666666666	0.6666666666666666	0.6666666666666666	16	8	0.3	mixed	True	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	16	8	0.3	mixed	True	0.0
S	0.64	0.64	0.64	16	8	0.3	mixed	True	0.0
q	0.6666666666666666	0.6666666666666666	0.6666666666666666	17	8	0.3	mixed	True	0.0
abs_d	0.7	0.7	0.7	17	8	0.3	mixed	True	0.0
S	0.68	0.68	0.68	17	8	0.3	mixed	True	0.0
q	0.6266666666666667	0.6266666666666667	0.6266666666666667	18	8	0.3	mixed	True	0.0
abs_d	0.64	0.64	0.64	18	8	0.3	mixed	True	0.0
S	0.66	0.66	0.66	18	8	0.3	mixed	True	0.0
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	19	8	0.3	mixed	True	0.0
abs_d	0.6	0.6	0.6	19	8	0.3	mixed	True	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	19	8	0.3	mixed	True	0.0
q	0.64	0.64	0.64	20	8	0.3	mixed	True	0.0
abs_d	0.7	0.7	0.7	20	8	0.3	mixed	True	0.0
S	0.6933333333333334	0.6933333333333334	0.6933333333333334	20	8	0.3	mixed	True	0.0
q	0.68	0.68	0.68	21	8	0.3	mixed	True	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	21	8	0.3	mixed	True	0.0
S	0.66	0.66	0.66	21	8	0.3	mixed	True	0.0
q	0.5466666666666666	0.5466666666666666	0.5466666666666666	22	8	0.3	mixed	True	0.0
abs_d	0.5733333333333334	0.5733333333333334	0.5733333333333334	22	8	0.3	mixed	True	0.0
S	0.58	0.58	0.58	22	8	0.3	mixed	True	0.0
q	0.6	0.6	0.6	23	8	0.3	mixed	True	0.0
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	23	8	0.3	mixed	True	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	23	8	0.3	mixed	True	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	24	8	0.3	mixed	True	0.0
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	24	8	0.3	mixed	True	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	24	8	0.3	mixed	True	0.0
q	0.66	0.66	0.66	25	8	0.3	mixed	True	0.0
abs_d	0.66	0.66	0.66	25	8	0.3	mixed	True	0.0
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	25	8	0.3	mixed	True	0.0
q	0.62	0.62	0.62	26	8	0.3	mixed	True	0.0
abs_d	0.64	0.64	0.64	26	8	0.3	mixed	True	0.0
S	0.64	0.64	0.64	26	8	0.3	mixed	True	0.0
q	0.58	0.58	0.58	27	8	0.3	mixed	True	0.0
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	27	8	0.3	mixed	True	0.0
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	27	8	0.3	mixed	True	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	28	8	0.3	mixed	True	0.0
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	28	8	0.3	mixed	True	0.0
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	28	8	0.3	mixed	True	0.0
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	29	8	0.3	mixed	True	0.0
abs_d	0.62	0.62	0.62	29	8	0.3	mixed	True	0.0
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	29	8	0.3	mixed	True	0.0
q	0.58	0.58	0.58	30	8	0.3	mixed	True	0.0
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	30	8	0.3	mixed	True	0.0
S	0.62	0.62	0.62	30	8	0.3	mixed	True	0.0
q	0.6	0.6	0.6	31	8	0.3	mixed	True	0.0
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	31	8	0.3	mixed	True	0.0
S	0.6	0.6	0.6	31	8	0.3	mixed	True	0.0
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	32	8	0.3	mixed	True	0.0
abs_d	0.5866666666666667	0.5866666666666667	0.5866666666666667	32	8	0.3	mixed	True	0.0
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	32	8	0.3	mixed	True	0.0
q	0.5933333333333334	0.5933333333333334	0.5933333333333334	33	8	0.3	mixed	True	0.0
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	33	8	0.3	mixed	True	0.0
S	0.6133333333333333	0.6133333333333333	0.6133333333333333	33	8	0.3	mixed	True	0.0
q	0.62	0.62	0.62	34	8	0.3	mixed	True	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	34	8	0.3	mixed	True	0.0
S	0.64	0.64	0.64	34	8	0.3	mixed	True	0.0
q	0.6066666666666667	0.6066666666666667	0.6066666666666667	35	8	0.3	mixed	True	0.0
abs_d	0.62	0.62	0.62	35	8	0.3	mixed	True	0.0
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	35	8	0.3	mixed	True	0.0
q	0.62	0.62	0.62	36	8	0.3	mixed	True	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	36	8	0.3	mixed	True	0.0
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	36	8	0.3	mixed	True	0.0
q	0.6466666666666666	0.6466666666666666	0.6466666666666666	37	8	0.3	mixed	True	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	37	8	0.3	mixed	True	0.0
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	37	8	0.3	mixed	True	0.0
q	0.6733333333333333	0.6733333333333333	0.6733333333333333	38	8	0.3	mixed	True	0.0
abs_d	0.7	0.7	0.7	38	8	0.3	mixed	True	0.0
S	0.6933333333333334	0.6933333333333334	0.6933333333333334	38	8	0.3	mixed	True	0.0
q	0.64	0.64	0.64	39	8	0.3	mixed	True	0.0
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	39	8	0.3	mixed	True	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	39	8	0.3	mixed	True	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	40	8	0.3	mixed	True	0.0
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	40	8	0.3	mixed	True	0.0
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	40	8	0.3	mixed	True	0.0
q	0.56	0.56	0.56	41	8	0.3	mixed	True	0.0
abs_d	0.5733333333333334	0.5733333333333334	0.5733333333333334	41	8	0.3	mixed	True	0.0
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	41	8	0.3	mixed	True	0.0
q	0.56	0.56	0.56	42	8	0.3	mixed	True	0.0
abs_d	0.56	0.56	0.56	42	8	0.3	mixed	True	0.0
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	42	8	0.3	mixed	True	0.0
q	0.64	0.64	0.64	43	8	0.3	mixed	True	0.0
abs_d	0.64	0.64	0.64	43	8	0.3	mixed	True	0.0
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	43	8	0.3	mixed	True	0.0
q	0.6133333333333333	0.6133333333333333	0.6133333333333333	44	8	0.3	mixed	True	0.0
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	44	8	0.3	mixed	True	0.0
S	0.6466666666666666	0.6466666666666666	0.6466666666666666	44	8	0.3	mixed	True	0.0
q	0.5733333333333334	0.5733333333333334	0.5733333333333334	45	8	0.3	mixed	True	0.0
abs_d	0.6	0.6	0.6	45	8	0.3	mixed	True	0.0
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	45	8	0.3	mixed	True	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	46	8	0.3	mixed	True	0.0
abs_d	0.6	0.6	0.6	46	8	0.3	mixed	True	0.0
S	0.5466666666666666	0.5466666666666666	0.5466666666666666	46	8	0.3	mixed	True	0.0
q	0.6533333333333333	0.6533333333333333	0.6533333333333333	47	8	0.3	mixed	True	0.0
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	47	8	0.3	mixed	True	0.0
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	47	8	0.3	mixed	True	0.0
q	0.6733333333333333	0.6733333333333333	0.6733333333333333	48	8	0.3	mixed	True	0.0
abs_d	0.68	0.68	0.68	48	8	0.3	mixed	True	0.0
S	0.68	0.68	0.68	48	8	0.3	mixed	True	0.0
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	49	8	0.3	mixed	True	0.0
abs_d	0.5666666666666667	0.5666666666666667	0.5666666666666667	49	8	0.3	mixed	True	0.0
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	49	8	0.3	mixed	True	0.0
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	0	8	0.3	mixed	True	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	0	8	0.3	mixed	True	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	0	8	0.3	mixed	True	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	1	8	0.3	mixed	True	0.25
abs_d	0.7666666666666667	0.7666666666666667	0.7666666666666667	1	8	0.3	mixed	True	0.25
S	0.7133333333333334	0.7133333333333334	0.7133333333333335	1	8	0.3	mixed	True	0.25
q	0.5	0.5	0.5	2	8	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	2	8	0.3	mixed	True	0.25
S	0.56	0.56	0.56	2	8	0.3	mixed	True	0.25
q	0.47333333333333333	0.47333333333333333	0.47333333333333333	3	8	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	3	8	0.3	mixed	True	0.25
S	0.58	0.58	0.58	3	8	0.3	mixed	True	0.25
q	0.5	0.5	0.5	4	8	0.3	mixed	True	0.25
abs_d	0.6533333333333333	0.6533333333333333	0.6533333333333333	4	8	0.3	mixed	True	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	4	8	0.3	mixed	True	0.25
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	5	8	0.3	mixed	True	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	5	8	0.3	mixed	True	0.25
S	0.5666666666666667	0.5666666666666667	0.5666666666666667	5	8	0.3	mixed	True	0.25
q	0.4666666666666667	0.4666666666666667	0.4666666666666667	6	8	0.3	mixed	True	0.25
abs_d	0.6066666666666667	0.6066666666666667	0.6066666666666667	6	8	0.3	mixed	True	0.25
S	0.5266666666666666	0.5266666666666666	0.5266666666666666	6	8	0.3	mixed	True	0.25
q	0.52	0.52	0.52	7	8	0.3	mixed	True	0.25
abs_d	0.62	0.62	0.62	7	8	0.3	mixed	True	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	7	8	0.3	mixed	True	0.25
q	0.56	0.56	0.56	8	8	0.3	mixed	True	0.25
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	8	8	0.3	mixed	True	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	8	8	0.3	mixed	True	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	9	8	0.3	mixed	True	0.25
abs_d	0.7333333333333333	0.7333333333333333	0.7333333333333333	9	8	0.3	mixed	True	0.25
S	0.6733333333333333	0.6733333333333333	0.6733333333333333	9	8	0.3	mixed	True	0.25
q	0.54	0.54	0.54	10	8	0.3	mixed	True	0.25
abs_d	0.6333333333333333	0.6333333333333333	0.6333333333333333	10	8	0.3	mixed	True	0.25
S	0.5733333333333334	0.5733333333333334	0.5733333333333334	10	8	0.3	mixed	True	0.25
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	11	8	0.3	mixed	True	0.25
abs_d	0.5933333333333334	0.5933333333333334	0.5933333333333334	11	8	0.3	mixed	True	0.25
S	0.5533333333333333	0.5533333333333333	0.5533333333333333	11	8	0.3	mixed	True	0.25
q	0.54	0.54	0.54	12	8	0.3	mixed	True	0.25
abs_d	0.66	0.66	0.66	12	8	0.3	mixed	True	0.25
S	0.6	0.6	0.6	12	8	0.3	mixed	True	0.25
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	13	8	0.3	mixed	True	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	13	8	0.3	mixed	True	0.25
S	0.5933333333333334	0.5933333333333334	0.5933333333333334	13	8	0.3	mixed	True	0.25
q	0.6	0.6	0.6	14	8	0.3	mixed	True	0.25
abs_d	0.7466666666666667	0.7466666666666667	0.7466666666666667	14	8	0.3	mixed	True	0.25
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	14	8	0.3	mixed	True	0.25
q	0.6	0.6	0.6	15	8	0.3	mixed	True	0.25
abs_d	0.7133333333333334	0.7133333333333334	0.7133333333333335	15	8	0.3	mixed	True	0.25
S	0.6533333333333333	0.6533333333333333	0.6533333333333333	15	8	0.3	mixed	True	0.25
q	0.5066666666666667	0.5066666666666667	0.5066666666666667	16	8	0.3	mixed	True	0.25
abs_d	0.6666666666666666	0.6666666666666666	0.6666666666666666	16	8	0.3	mixed	True	0.25
S	0.6066666666666667	0.6066666666666667	0.6066666666666667	16	8	0.3	mixed	True	0.25
q	0.5266666666666666	0.5266666666666666	0.5266666666666666	17	8	0.3	mixed	True	0.25
abs_d	0.6466666666666666	0.6466666666666666	0.6466666666666666	17	8	0.3	mixed	True	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	17	8	0.3	mixed	True	0.25
q	0.54	0.54	0.54	18	8	0.3	mixed	True	0.25
abs_d	0.7533333333333333	0.7533333333333333	0.7533333333333333	18	8	0.3	mixed	True	0.25
S	0.6666666666666666	0.6666666666666666	0.6666666666666666	18	8	0.3	mixed	True	0.25
q	0.52	0.52	0.52	19	8	0.3	mixed	True	0.25
abs_d	0.62	0.62	0.62	19	8	0.3	mixed	True	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	19	8	0.3	mixed	True	0.25
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	20	8	0.3	mixed	True	0.25
abs_d	0.6	0.6	0.6	20	8	0.3	mixed	True	0.25
S	0.56	0.56	0.56	20	8	0.3	mixed	True	0.25
q	0.5866666666666667	0.5866666666666667	0.5866666666666667	21	8	0.3	mixed	True	0.25
abs_d	0.7266666666666667	0.7266666666666667	0.7266666666666666	21	8	0.3	mixed	True	0.25
S	0.6266666666666667	0.6266666666666667	0.6266666666666667	21	8	0.3	mixed	True	0.25
q	0.52	0.52	0.52	22	8	0.3	mixed	True	0.25
abs_d	0.68	0.68	0.68	22	8	0.3	mixed	True	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	22	8	0.3	mixed	True	0.25
q	0.46	0.46	0.46	23	8	0.3	mixed	True	0.25
abs_d	0.6266666666666667	0.6266666666666667	0.6266666666666667	23	8	0.3	mixed	True	0.25
S	0.5866666666666667	0.5866666666666667	0.5866666666666667	23	8	0.3	mixed	True	0.25
q	0.5666666666666667	0.5666666666666667	0.5666666666666667	24	8	0.3	mixed	True	0.25
abs_d	0.7533333333333333	0.7533333333333333	0.7533333333333333	24	8	0.3	mixed	True	0.25
S	0.6866666666666666	0.6866666666666666	0.6866666666666666	24	8	0.3	mixed	True	0.25
q	0.5133333333333333	0.5133333333333333	0.5133333333333333	25	8	0.3	mixed	True	0.25
abs_d	0.6733333333333333	0.6733333333333333	0.6733333333333333	25	8	0.3	mixed	True	0.25
S	0.6333333333333333	0.6333333333333333	0.6333333333333333	25	8	0.3	mixed	True	0.25
q	0.5533333333333333	0.5533333333333333	0.5533333333333333	26	8	0.3	mixed	True	0.25
abs_d	0.7066666666666667	0.7066666666666667	0.7066666666666667	26	8	0.3	mixed	True	0.25
S	0.62	0.62	0.62	26	8	0.3	mixed	True	0.25
q	0.49333333333333335	0.49333333333333335	0.4933333333333334	27	8	0.3	mixed	True	0.25
abs_d	0.6133333333333333	0.6133333333333333	0.6133333333333333	27	8	0.3	mixed	True	0.25
S	0.5333333333333333	0.5333333333333333	0.5333333333333333	27	8	0.3	mixed	True	0.25
q	0.43333333333333335	0.43333333333333335	0.43333333333333335	28	8	0.3	mixed	True	0.25
abs_d	0.58	0.58	0.58	28	8	0.3	mixed	True	0.25
S	0.5133333333333333	0.5133333333333333	0.5133333333333333	28	8	0.3	mixed	True	0.25
