panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
In	OID_gisby_00323	CXCL10	P02778	late-early	22	10.96329318181818	12.876553636363633	-1.9132604545454546	-8.39288684419147	21	0.00000003786103897063242	0.000012580532453343451	
CM	OID_gisby_00054	TCN2	P20062	late-early	22	5.048327272727273	5.893015	-0.8446877272727275	-7.86072993925334	21	0.00000010900630798005295	0.000012580532453343451	
IR	OID_gisby_00432	LAG3	P18627	late-early	22	3.6947536363636364	4.431385909090909	-0.7366322727272728	-7.97991402324143	21	0.00000008573766407948824	0.000012580532453343451	
CVD3	OID_gisby_00204	TNFRSF10C	O14798	late-early	22	5.02443590909091	4.450897272727273	0.5735386363636364	7.832499758573159	21	0.00000011541772892975644	0.000012580532453343451	
CVD3	OID_gisby_00190	GRN	P28799	late-early	22	5.788986363636364	6.413475454545455	-0.624489090909091	-7.5383472935433495	21	0.0000002106995771189446	0.000018373003124771968	
CVD2	OID_gisby_00096	BOC	Q9BWV1	late-early	22	4.372398181818182	3.9675759090909093	0.40482227272727284	7.166266838899213	21	0.0000004587031363634253	0.00003333242790907557	
In	OID_gisby_00337	MCP-2	P80075	late-early	22	9.504353636363637	11.037385454545456	-1.5330318181818183	-7.050210101459411	21	0.0000005868996275637528	0.00003655546251682803	
CVD3	OID_gisby_00202	CCL24	O00175	late-early	22	5.722156363636365	4.124002727272727	1.5981536363636366	6.784567432818507	21	0.0000010386531468231652	0.000056606596501862505	
IR	OID_gisby_00427	DDX58	O95786	late-early	22	3.2280686363636364	4.963986363636364	-1.7359177272727278	-6.559653672333257	21	0.0000016963080253784568	0.00007737542717043411	
CVD2	OID_gisby_00143	PTX3	P26022	late-early	22	3.6252563636363644	4.321901818181818	-0.6966454545454543	-6.53909747321722	21	0.0000017746657607897731	0.00007737542717043411	
CM	OID_gisby_00040	NID1	P14543	late-early	22	4.494450454545454	5.12916	-0.6347095454545454	-6.41949515164091	21	0.0000023104040194343867	0.0000915760138612175	
CVD3	OID_gisby_00263	CCL16	O15467	late-early	22	7.313108636363637	6.012960454545455	1.300148181818182	6.00199348932995	21	0.000005883872959744352	0.00021378071753737812	
IR	OID_gisby_00376	TRIM21	P19474	late-early	22	3.1818150000000003	4.2081622727272725	-1.0263472727272729	-5.775583409552223	21	0.00000985282520638009	0.00033044859922936297	
IR	OID_gisby_00377	LILRB4	Q8NHJ6	late-early	22	6.546989090909091	7.1237127272727285	-0.5767236363636367	-5.636064137203312	21	0.00001357550405800545	0.00042277998352074117	
IR	OID_gisby_00358	IRF9	Q00978	late-early	22	1.5941063636363637	2.4066563636363636	-0.8125499999999999	-5.526175658964533	21	0.000017498955489969603	0.0005086363062417832	
