platform	assay_id	uniprot	gene_symbol	panel	panel_lot
olink_target_96	OID_gisby_00406	O14867	BACH1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00407	Q6ZUJ8	PIK3AP1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00408	O43597	SPRY2	IR	gisby_covid_2021
olink_target_96	OID_gisby_00409	P52823	STC1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00410	P27540	ARNT	IR	gisby_covid_2021
olink_target_96	OID_gisby_00411	P58499	FAM3B	IR	gisby_covid_2021
olink_target_96	OID_gisby_00412	O60880	SH2D1A	IR	gisby_covid_2021
olink_target_96	OID_gisby_00413	O00273	DFFA	IR	gisby_covid_2021
olink_target_96	OID_gisby_00414	Q96PD2	DCBLD2	IR	gisby_covid_2021
olink_target_96	OID_gisby_00415	Q6DN72	FCRL6	IR	gisby_covid_2021
olink_target_96	OID_gisby_00416	O76036	NCR1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00417	P48061	CXCL12	IR	gisby_covid_2021
olink_target_96	OID_gisby_00418	P15514	AREG	IR	gisby_covid_2021
olink_target_96	OID_gisby_00419	Q8IU57	IFNLR1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00420	Q9UN19	DAPP1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00421	Q9Y2J8	PADI2	IR	gisby_covid_2021
olink_target_96	OID_gisby_00422	Q9Y3P8	SIT1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00423	P48740	MASP1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00424	Q9UQV4	LAMP3	IR	gisby_covid_2021
olink_target_96	OID_gisby_00425	Q9BXN2	CLEC7A	IR	gisby_covid_2021
olink_target_96	OID_gisby_00426	Q6EIG7	CLEC6A	IR	gisby_covid_2021
olink_target_96	OID_gisby_00427	O95786	DDX58	IR	gisby_covid_2021
olink_target_96	OID_gisby_00428	P42701	IL12RB1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00429	Q92844	TANK	IR	gisby_covid_2021
olink_target_96	OID_gisby_00430	Q9UKX5	ITGA11	IR	gisby_covid_2021
olink_target_96	OID_gisby_00431	P52294	KPNA1	IR	gisby_covid_2021
olink_target_96	OID_gisby_00432	P18627	LAG3	IR	gisby_covid_2021
olink_target_96	OID_gisby_00433	Q01151	CD83	IR	gisby_covid_2021
olink_target_96	OID_gisby_00434	P18564	ITGB6	IR	gisby_covid_2021
olink_target_96	OID_gisby_00435	P78410	BTN3A2	IR	gisby_covid_2021
