comparison	panel	n_tests	n_skipped	n_q_lt_05	n_q_lt_10	min_q	max_abs_effect
PT1-PR1	Cardiometabolic	367	0	1	10	0.04031461543993969	3.815844444444444
PT1-PR1	Cardiometabolic_II	367	0	1	1	0.03474125723160206	1.1785444444444444
PT1-PR1	Inflammation	367	0	7	18	0.005911391262478046	1.5824571428571428
PT1-PR1	Inflammation_II	369	0	0	2	0.06963431047929372	0.999542857142857
PT1-PR1	Neurology	367	0	8	17	0.005911391262478046	1.9244555555555556
PT1-PR1	Neurology_II	367	0	3	5	0.005911391262478046	1.509666666666667
PT1-PR1	Oncology	366	0	1	7	0.013337689940064346	1.444911111111111
PT1-PR1	Oncology_II	368	0	0	3	0.0685528777845672	1.5439777777777777
PR2-PR1	Cardiometabolic	367	0	1	1	0.0425506417234609	2.106275
PR2-PR1	Cardiometabolic_II	367	0	0	1	0.07884343788192265	1.1453
PR2-PR1	Inflammation	367	0	0	1	0.07884343788192265	1.0124375
PR2-PR1	Inflammation_II	369	0	0	0	0.7920001083202525	1.7356624999999999
PR2-PR1	Neurology	367	0	0	0	0.10469888280877589	0.908557142857143
PR2-PR1	Neurology_II	367	0	0	0	0.32616098749354316	2.3678714285714286
PR2-PR1	Oncology	366	0	3	3	0.03562835316938129	1.8201999999999998
PR2-PR1	Oncology_II	368	0	0	0	0.12617568874057128	1.4345428571428571
PT2-PT1	Cardiometabolic	367	0	2	2	0.048574445618056794	1.2618624999999999
PT2-PT1	Cardiometabolic_II	367	0	0	0	0.12404744333470946	0.9824875
PT2-PT1	Inflammation	367	0	1	1	0.04459881184613179	1.3391333333333337
PT2-PT1	Inflammation_II	369	0	0	0	0.28677098765986425	2.6202249999999996
PT2-PT1	Neurology	367	0	1	1	0.048574445618056794	0.8989111111111112
PT2-PT1	Neurology_II	367	0	0	0	0.19537594527248234	2.1541125
PT2-PT1	Oncology	366	0	0	0	0.12404744333470946	1.2213250000000002
PT2-PT1	Oncology_II	368	0	0	0	0.14892100111702275	1.788788888888889
PT2-PR2	Cardiometabolic	367	0	1	7	0.04745287110600208	5.1625375
PT2-PR2	Cardiometabolic_II	367	0	1	2	0.01912917850252116	2.055742857142857
PT2-PR2	Inflammation	367	0	1	4	0.04745287110600208	2.1252142857142857
PT2-PR2	Inflammation_II	369	0	0	1	0.09491097914618006	1.760122222222222
PT2-PR2	Neurology	367	0	1	8	0.04745287110600208	2.1997666666666666
PT2-PR2	Neurology_II	367	0	1	3	0.04745287110600208	1.8528444444444443
PT2-PR2	Oncology	366	0	2	3	0.04745287110600208	2.4558875
PT2-PR2	Oncology_II	368	0	0	1	0.09405676796300842	2.1048333333333336
