panel	gene_symbol	comparison	baseline_mean_diff	baseline_bh_q	n_loo_runs	sign_match_runs	sign_flip_runs	q05_retained_runs	q10_retained_runs
Neurology_II	EIF4G3	PT2-PR2	1.10551	0.10042271686228539	10	10	0	1	3
Neurology_II	MINK1	PT2-PR2	1.83361	0.10042271686228539	10	10	0	0	3
Neurology_II	PLSCR3	PT2-PR2	0.61156	0.10042271686228539	10	10	0	0	2
Neurology_II	SNAPIN	PT2-PR2	0.356489	0.10042271686228539	10	10	0	0	1
Neurology_II	STXBP1	PT2-PR2	0.839978	0.10042271686228539	10	10	0	0	3
Oncology	CASP8	PT2-PR2	0.48875	0.10042271686228539	10	10	0	0	2
Oncology	METAP2	PT2-PR2	0.87434	0.10042271686228539	10	10	0	0	2
Oncology	STX4	PT2-PR2	0.973244	0.10042271686228539	10	10	0	0	2
Oncology	VPS53	PT2-PR2	0.917678	0.10042271686228539	10	10	0	0	2
Oncology_II	CDC42BPB	PT2-PR2	1.33698	0.10042271686228539	10	10	0	0	3
Oncology_II	PCDHB15	PT2-PR2	-0.33128	0.10042271686228539	10	10	0	1	1
Cardiometabolic_II	RYR1	PT2-PR2	0.49885	0.10101818580292711	10	10	0	0	2
Inflammation	SMPDL3A	PT2-PR2	0.15195	0.10101818580292711	10	10	0	0	2
Cardiometabolic	ANG	PT2-PR2	0.19417	0.1018394258469581	10	10	0	0	2
Cardiometabolic_II	EIF2S2	PT2-PR2	0.79887	0.1018394258469581	10	10	0	0	2
Inflammation	IRAK1	PT2-PR2	0.709622	0.1018394258469581	10	10	0	1	3
Cardiometabolic	GRAP2	PT2-PR2	1.12956	0.10291824152316335	10	10	0	0	3
Neurology	ITGA5	PT2-PR2	0.21501	0.10291824152316335	10	10	0	0	1
Neurology	NOS3	PT2-PR2	0.473811	0.10291824152316335	10	10	0	0	1
Neurology	PRTFDC1	PT2-PR2	1.33173	0.10291824152316335	10	10	0	0	3
Neurology	SULT1A1	PT2-PR2	1.78521	0.10291824152316335	10	10	0	0	3
Neurology_II	AP3S2	PT2-PR2	0.45494	0.10291824152316335	10	10	0	1	2
Oncology_II	AMOTL2	PT2-PR2	0.28204	0.10291824152316335	10	10	0	0	1
Cardiometabolic	CASP3	PT2-PR2	1.20715	0.1030659320246437	10	10	0	0	2
Cardiometabolic_II	LRRC59	PT2-PR2	0.82499	0.1030659320246437	10	10	0	0	3
Inflammation_II	NEXN	PT2-PR2	1.16242	0.1030659320246437	10	10	0	0	3
Inflammation	PLXNA4	PT2-PR2	1.07686	0.1038091966627311	10	10	0	0	2
Oncology	MAVS	PT2-PR2	1.1589	0.1038091966627311	10	10	0	0	3
Oncology_II	TNFAIP2	PT2-PR2	0.42994	0.1038091966627311	10	10	0	1	2
Cardiometabolic_II	DDA1	PT2-PR2	0.3686	0.10398219314744422	10	10	0	0	3
Inflammation_II	VTI1A	PT2-PR2	0.74205	0.10398219314744422	10	10	0	0	2
Oncology	SH2B3	PT2-PR2	0.9301	0.10398219314744422	10	10	0	0	3
Oncology	ST3GAL1	PT2-PR2	0.2499	0.10398219314744422	10	10	0	0	2
Oncology_II	ATG16L1	PT2-PR2	1.04643	0.10398219314744422	10	10	0	0	2
Cardiometabolic	ADAM15	PT2-PR2	0.226233	0.10425158837055179	10	10	0	0	1
Cardiometabolic	DOK2	PT2-PR2	1.38611	0.10425158837055179	10	10	0	0	2
Cardiometabolic	SCARF1	PT2-PR2	0.33613	0.10425158837055179	10	10	0	0	3
Cardiometabolic	SNX9	PT2-PR2	0.623378	0.10425158837055179	10	10	0	0	2
Cardiometabolic_II	ISM2	PT2-PR2	0.29884	0.10425158837055179	10	10	0	0	1
Cardiometabolic_II	MYL4	PT2-PR2	-0.29691	0.10425158837055179	10	10	0	0	1
Cardiometabolic_II	OPLAH	PT2-PR2	0.51857	0.10425158837055179	10	10	0	0	2
Cardiometabolic_II	RAB27B	PT2-PR2	1.15219	0.10425158837055179	10	10	0	0	2
Inflammation	GLOD4	PT2-PR2	0.48244	0.10425158837055179	10	10	0	1	2
Inflammation	LAMA4	PT2-PR2	0.27785	0.10425158837055179	10	10	0	1	2
Inflammation	TRIM21	PT2-PR2	0.585937	0.10425158837055179	10	10	0	0	2
Inflammation_II	CACYBP	PT2-PR2	1.19259	0.10425158837055179	10	10	0	0	2
Inflammation_II	TPD52L2	PT2-PR2	1.00549	0.10425158837055179	10	10	0	0	2
Neurology	EIF4B	PT2-PR2	0.6734	0.10425158837055179	10	10	0	0	3
Neurology	NUDT5	PT2-PR2	0.53945	0.10425158837055179	10	10	0	0	2
Neurology_II	BHLHE40	PT2-PR2	-0.935011	0.10425158837055179	10	10	0	0	2
Oncology	S100A4	PT2-PR2	0.752989	0.10425158837055179	10	10	0	0	2
Cardiometabolic_II	GRP	PT2-PR2	0.33666	0.10544128274397349	10	10	0	0	1
Inflammation	IKBKG	PT2-PR2	1.11813	0.10544128274397349	10	10	0	1	2
Inflammation	LAT	PT2-PR2	0.7826	0.1056139026773493	10	10	0	1	2
Neurology_II	DXO	PT2-PR2	0.47143	0.1056139026773493	10	10	0	0	2
Oncology_II	YARS1	PT2-PR2	2.12464	0.1056139026773493	10	10	0	0	2
Neurology	LRPAP1	PT2-PR2	0.16674	0.10566829786558098	10	10	0	1	2
Inflammation	PRDX3	PT2-PR2	0.782233	0.10632861959021978	10	10	0	0	3
Oncology	DCTN1	PT2-PR2	0.90838	0.10632861959021978	10	10	0	0	2
Inflammation_II	VASP	PT2-PR2	0.577844	0.10655581328851256	10	10	0	0	2
Neurology	STK24	PT2-PR2	0.575878	0.10655581328851256	10	10	0	0	2
Neurology	FYB1	PT2-PR2	1.2053	0.1070326553394016	10	10	0	0	2
Inflammation_II	DENR	PT2-PR2	0.75729	0.10760499143849882	10	10	0	0	0
Inflammation_II	MARS1	PT2-PR2	0.96977	0.10760499143849882	10	10	0	0	2
Oncology	FXN	PT2-PR2	1.08798	0.10760499143849882	10	10	0	0	3
Oncology	TBC1D23	PT2-PR2	1.19168	0.10760499143849882	10	10	0	0	2
Oncology_II	DNAJB14	PT2-PR2	0.62945	0.10760499143849882	10	10	0	0	3
Oncology_II	KAZN	PT2-PR2	1.14209	0.10760499143849882	10	10	0	0	3
Inflammation	HEXIM1	PT2-PR2	1.06856	0.10780471071221329	10	10	0	0	3
Inflammation_II	SLITRK1	PT2-PR2	-0.28329	0.10780471071221329	10	10	0	0	1
Neurology	VTA1	PT2-PR2	0.85602	0.10780471071221329	10	10	0	0	2
Oncology_II	CETN3	PT2-PR2	0.74948	0.10780471071221329	10	10	0	0	3
Cardiometabolic_II	SRPX	PT2-PR2	0.2091	0.10797441847051428	10	10	0	0	1
Oncology_II	TRIM25	PT2-PR2	1.57744	0.10849815694351508	10	10	0	0	2
Cardiometabolic_II	ADAMTSL2	PT2-PR2	0.2654	0.10931654372901278	10	10	0	0	1
Neurology	MRPL46	PT2-PR2	0.469611	0.10931654372901278	10	10	0	0	3
Neurology_II	TIMM8A	PT2-PR2	0.47799	0.10931654372901278	10	10	0	0	0
Neurology_II	VGF	PT2-PR2	-0.333033	0.10931654372901278	10	10	0	0	2
Cardiometabolic	CXCL16	PT2-PR2	0.08321	0.10932757868125736	10	10	0	1	2
Inflammation_II	SPART	PT2-PR2	0.86906	0.10934316610438058	10	10	0	0	2
Neurology_II	HHEX	PT2-PR2	0.88756	0.10971685662673318	10	10	0	0	2
Cardiometabolic_II	TWF2	PT2-PR2	0.9175	0.11029325967694563	10	10	0	1	2
Neurology	GPKOW	PT2-PR2	0.327833	0.11029325967694563	10	10	0	1	2
Oncology	P4HB	PT2-PR2	0.301256	0.11029325967694563	10	10	0	0	2
Oncology_II	MTSS1	PT2-PR2	1.05468	0.11029325967694563	10	10	0	0	2
Inflammation	CXCL3	PT2-PR2	0.91729	0.11030147269601391	10	10	0	0	2
Neurology	MAX	PT2-PR2	0.943067	0.11030147269601391	10	10	0	0	3
Oncology	EGFL7	PT2-PR2	0.352613	0.11030147269601391	10	10	0	0	2
Oncology_II	MRPL52	PT2-PR2	0.236289	0.11030147269601391	10	10	0	0	2
Cardiometabolic_II	UBE2L6	PT2-PR2	0.56684	0.11100535742326563	10	10	0	1	2
Inflammation_II	CPB2	PT2-PR2	0.14533	0.11100535742326563	10	10	0	0	2
Cardiometabolic_II	NFE2	PT2-PR2	1.31582	0.11206611699608995	10	10	0	0	2
Cardiometabolic	SERPINA12	PT2-PR2	-0.167978	0.11308645927650084	10	10	0	0	1
Oncology	MZT1	PT2-PR2	0.481275	0.11308645927650084	10	10	0	0	1
Cardiometabolic_II	MYL3	PT2-PR2	-0.18579	0.11363137753101098	10	10	0	0	2
Neurology	NSFL1C	PT2-PR2	0.80085	0.11367457135008531	10	10	0	0	2
Cardiometabolic_II	FRMD4B	PT2-PR2	1.89105	0.11371616180726739	10	10	0	0	2
Cardiometabolic_II	NAA10	PT2-PR2	1.30341	0.11371616180726739	10	10	0	0	2
Neurology	IL6	PT2-PR2	0.552922	0.11371616180726739	10	10	0	1	2
Neurology	PMVK	PT2-PR2	1.58403	0.11371616180726739	10	10	0	0	2
Neurology_II	CDH4	PT2-PR2	-0.429267	0.11371616180726739	10	10	0	0	2
Neurology	GP6	PT2-PR2	0.71103	0.11399168176846315	10	10	0	0	3
Neurology	NRP2	PT2-PR2	0.21098	0.11399168176846315	10	10	0	0	2
Neurology	RSPO1	PT2-PR2	0.358533	0.11399168176846315	10	10	0	1	2
Oncology	WIF1	PT2-PR2	0.32933	0.11399168176846315	10	10	0	1	1
Neurology_II	AK2	PT2-PR2	1.19498	0.11414660000028361	10	10	0	0	2
Cardiometabolic	STK4	PT2-PR2	0.972778	0.11430549446691643	10	10	0	0	2
Cardiometabolic_II	CRYZL1	PT2-PR2	1.31223	0.11430549446691643	10	10	0	0	2
Cardiometabolic_II	DMD	PT2-PR2	0.87552	0.11430549446691643	10	10	0	0	2
Cardiometabolic_II	FABP3	PT2-PR2	-0.61045	0.11430549446691643	10	10	0	0	0
Inflammation_II	PRKG1	PT2-PR2	1.38742	0.11430549446691643	10	10	0	0	2
Neurology_II	RTN4IP1	PT2-PR2	0.652733	0.11430549446691643	10	10	0	0	2
Oncology	CDKN2D	PT2-PR2	1.32451	0.11430549446691643	10	10	0	0	2
Oncology_II	NUDT16	PT2-PR2	0.63198	0.11430549446691643	10	10	0	0	3
Oncology_II	UBE2B	PT2-PR2	0.33479	0.11451038506039553	10	10	0	0	1
Inflammation	NT5C3A	PT2-PR2	1.60599	0.1148915171717162	10	10	0	0	2
Inflammation_II	PTRHD1	PT2-PR2	0.81817	0.1148915171717162	10	10	0	0	2
Inflammation	PRSS8	PT2-PR2	0.10333	0.1153271571490519	10	10	0	0	1
Cardiometabolic_II	NIT2	PT2-PR2	0.67844	0.11638591618464442	10	10	0	1	2
Oncology	RP2	PT2-PR2	0.525144	0.11638591618464442	10	10	0	0	2
Cardiometabolic_II	GMFG	PT2-PR2	0.89414	0.11650559759010246	10	10	0	0	2
Inflammation	EIF4G1	PT2-PR2	1.72707	0.11650559759010246	10	10	0	0	2
Inflammation	PTPN6	PT2-PR2	1.14758	0.11650559759010246	10	10	0	0	2
Neurology	SERPINB9	PT2-PR2	0.610178	0.11650559759010246	10	10	0	0	2
Neurology	TXNDC5	PT2-PR2	0.43527	0.11650559759010246	10	10	0	0	2
Oncology	LAT2	PT2-PR2	1.4288	0.11670254058984855	10	10	0	0	2
Oncology	VPS37A	PT2-PR2	1.24964	0.11702597140546266	10	10	0	0	2
Oncology_II	BRAP	PT2-PR2	1.12121	0.11708645422404473	10	10	0	0	2
Cardiometabolic	CNST	PT2-PR2	1.20536	0.11716525323692807	10	10	0	0	2
Inflammation	DECR1	PT2-PR2	1.47735	0.11716525323692807	10	10	0	0	2
Inflammation	MPIG6B	PT2-PR2	0.95201	0.11716525323692807	10	10	0	0	2
Inflammation_II	SCRIB	PT2-PR2	0.75696	0.11716525323692807	10	10	0	0	2
Neurology	CHMP1A	PT2-PR2	1.23047	0.11716525323692807	10	10	0	0	2
Neurology_II	BCL2L1	PT2-PR2	1.02554	0.11716525323692807	10	10	0	0	2
Neurology_II	GCC1	PT2-PR2	1.35585	0.11716525323692807	10	10	0	0	2
Neurology_II	MAP2	PT2-PR2	0.19952	0.11716525323692807	10	10	0	0	1
Neurology_II	TNIP1	PT2-PR2	1.06883	0.11716525323692807	10	10	0	0	2
Oncology_II	GADD45B	PT2-PR2	-0.3225	0.11716525323692807	10	10	0	0	0
Oncology_II	PPP1CC	PT2-PR2	0.45093	0.11716525323692807	10	10	0	0	2
Inflammation	LGMN	PT2-PR2	0.22339	0.11780969751068403	10	10	0	1	1
Cardiometabolic	CD69	PT2-PR2	1.03303	0.11836666639495674	10	10	0	0	2
Cardiometabolic_II	ARL13B	PT2-PR2	0.919975	0.11846755618096272	10	10	0	0	2
Inflammation	TNFRSF11B	PT2-PR2	0.19059	0.1191103326365607	10	10	0	0	0
Oncology	MED18	PT2-PR2	0.651375	0.12006774799805146	10	10	0	0	1
Cardiometabolic_II	OXCT1	PT2-PR2	0.6687	0.12037870442858432	10	10	0	0	2
Neurology	ING1	PT2-PR2	0.4103	0.12118580028966143	10	10	0	0	0
Oncology	LHB	PT2-PR2	0.428312	0.12118580028966143	10	10	0	0	1
Oncology_II	GIPC3	PT2-PR2	1.27444	0.12118580028966143	10	10	0	0	2
Cardiometabolic_II	COMMD1	PT2-PR2	0.54016	0.12149713735902705	10	10	0	0	2
Cardiometabolic_II	EHD3	PT2-PR2	1.09493	0.12149713735902705	10	10	0	0	2
Cardiometabolic_II	EIF2AK3	PT2-PR2	1.11435	0.12149713735902705	10	10	0	0	1
Cardiometabolic_II	RAB11FIP3	PT2-PR2	1.33932	0.12149713735902705	10	10	0	0	2
Inflammation	ATP5IF1	PT2-PR2	1.56876	0.12149713735902705	10	10	0	0	1
Inflammation	TBC1D5	PT2-PR2	1.3297	0.12149713735902705	10	10	0	0	2
Inflammation	TRAF2	PT2-PR2	1.20345	0.12149713735902705	10	10	0	0	2
Inflammation_II	CSF1R	PT2-PR2	0.234022	0.12149713735902705	10	10	0	0	2
Inflammation_II	GMPR2	PT2-PR2	0.86902	0.12149713735902705	10	10	0	0	2
Neurology	RAB6B	PT2-PR2	0.618667	0.12149713735902705	10	10	0	0	1
Neurology_II	NARS1	PT2-PR2	0.3964	0.12149713735902705	10	10	0	0	0
Neurology_II	TEX101	PT2-PR2	-0.51895	0.12149713735902705	10	10	0	0	0
Oncology_II	MTIF3	PT2-PR2	1.22138	0.12149713735902705	10	10	0	0	2
Neurology_II	CRYGD	PT2-PR2	0.63502	0.12170979082589019	10	10	0	0	2
Neurology	GSTP1	PT2-PR2	0.404767	0.1219404154617117	10	10	0	0	0
Inflammation_II	RALB	PT2-PR2	0.85062	0.1222513390606134	10	10	0	0	1
Inflammation_II	DBN1	PT2-PR2	0.60413	0.122307327406273	10	10	0	0	2
Inflammation_II	EVI5	PT2-PR2	0.96198	0.122307327406273	10	10	0	0	1
Neurology	SESTD1	PT2-PR2	0.646689	0.122307327406273	10	10	0	0	2
Oncology	CDC27	PT2-PR2	0.493288	0.12328929552286455	10	10	0	0	1
Cardiometabolic	SEMA7A	PT2-PR2	0.09946	0.12457787341508755	10	10	0	0	1
Cardiometabolic_II	MECR	PT2-PR2	0.99654	0.12457787341508755	10	10	0	0	2
Neurology_II	HDAC9	PT2-PR2	-0.347256	0.12457787341508755	10	10	0	0	1
Oncology_II	DYNLT3	PT2-PR2	0.22978	0.12457787341508755	10	10	0	0	0
Cardiometabolic	CA13	PT2-PR2	1.18602	0.12469683609801943	10	10	0	0	2
Cardiometabolic	STK11	PT2-PR2	0.600367	0.12469683609801943	10	10	0	0	0
Cardiometabolic_II	RILPL2	PT2-PR2	1.34204	0.12469683609801943	10	10	0	0	2
Neurology	ANXA3	PT2-PR2	0.65251	0.12476952763594483	10	10	0	0	2
Neurology_II	ARHGEF10	PT2-PR2	0.846622	0.12483992860121838	10	10	0	0	2
Neurology_II	ATXN3	PT2-PR2	0.68019	0.1256814172138131	10	10	0	0	2
Inflammation_II	CELSR2	PT2-PR2	0.15428	0.12581335007985328	10	10	0	1	1
Oncology	HTRA2	PT2-PR2	0.584378	0.12581335007985328	10	10	0	0	1
Inflammation	ESM1	PT2-PR2	0.24394	0.1261983283427151	10	10	0	1	1
Neurology	IL1R1	PT2-PR2	0.14141	0.1261983283427151	10	10	0	0	1
Neurology_II	CAMSAP1	PT2-PR2	1.27662	0.1261983283427151	10	10	0	0	2
Oncology	PPME1	PT2-PR2	0.978433	0.1261983283427151	10	10	0	0	2
Cardiometabolic_II	EEF1D	PT2-PR2	1.15792	0.12632698930755035	10	10	0	0	2
Oncology_II	MAP2K1	PT2-PR2	0.65376	0.12641360546796115	10	10	0	0	2
Cardiometabolic	SUSD1	PT2-PR2	0.685778	0.12652229520499958	10	10	0	0	2
Neurology_II	PRKAR2A	PT2-PR2	0.84264	0.12680709219590403	10	10	0	0	2
Oncology_II	MPRIP	PT2-PR2	0.49214	0.12680709219590403	10	10	0	0	0
Oncology_II	NMI	PT2-PR2	0.65152	0.12680709219590403	10	10	0	0	2
Neurology_II	TAX1BP1	PT2-PR2	0.83554	0.12689273070135876	10	10	0	0	2
Inflammation	DFFA	PT2-PR2	0.40917	0.1269462276572724	10	10	0	1	2
Cardiometabolic	COL1A1	PT2-PR2	0.1045	0.1278031614958063	10	10	0	1	1
Inflammation_II	NFAT5	PT2-PR2	0.94801	0.12799111359431933	10	10	0	0	1
Cardiometabolic_II	ANXA2	PT2-PR2	0.45661	0.12802510555170823	10	10	0	0	1
Inflammation_II	YWHAQ	PT2-PR2	0.76685	0.12802510555170823	10	10	0	0	2
Oncology	CRH	PT2-PR2	0.830775	0.12802510555170823	10	10	0	0	1
Neurology	LBR	PT2-PR2	0.75255	0.1289182150588009	10	10	0	0	2
