pathway	collection	hits	set_size_universe	set_size_raw	foreground_size	universe_size	pvalue	fdr	hit_genes
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	go_bp	15	98	502	100	2920	6.394445e-07	3.410158e-03	ABL1,ARHGEF12,CRKL,DBNL,DNMBP,DOK1,GIT1,MYO9B,RAB33A,RHOC,SRC,STAMBP,USP8,VAV3,WASF1
GOBP_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	go_bp	24	280	1669	100	2920	1.321038e-05	3.279161e-02	ABL1,BIN2,CORO1A,DAB2,DARS1,DBNL,DLG4,DNAJC6,EIF2AK2,GIT1,HCLS1,MIF,NDUFB7,PKD2,RHOC,SHMT1,SIRT2,SNAP29,SRC,SUGT1,TBCB,VAMP8,WASF1,WASHC3
GOBP_LAMELLIPODIUM_MORPHOGENESIS	go_bp	4	6	18	100	2920	1.844643e-05	3.279161e-02	MYO9B,PLEKHO1,SRC,WASF1
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	go_bp	4	7	22	100	2920	4.190999e-05	5.587650e-02	ABL1,SRC,VAV3,YES1
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	go_bp	10	67	379	100	2920	6.893113e-05	7.352194e-02	CRKL,DAB2,EIF2AK2,ERBIN,IRAK4,MAP2K6,RWDD1,SFRP1,SIRT2,SRC
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	go_bp	4	9	31	100	2920	1.430564e-04	1.089885e-01	ABL1,SRC,VAV3,YES1
GOBP_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	go_bp	4	9	50	100	2920	1.430564e-04	1.089885e-01	ABL1,DAAM1,DAB2,SFRP1
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	go_bp	9	65	305	100	2920	2.929624e-04	1.952961e-01	ABL1,ARHGEF12,CRKL,DNMBP,GIT1,MYO9B,SRC,STAMBP,VAV3
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	go_bp	3	5	30	100	2920	3.708836e-04	1.977922e-01	CACNB3,CRACR2A,PKD2
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	go_bp	3	5	16	100	2920	3.708836e-04	1.977922e-01	ABL1,DAB2,SFRP1
GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	go_bp	4	12	35	100	2920	5.189791e-04	2.516105e-01	ABL1,SRC,VAV3,YES1
GOBP_ORGANELLE_ASSEMBLY	go_bp	14	155	1040	100	2920	6.450064e-04	2.571646e-01	AP3B1,BIN2,CIRBP,CORO1A,CRKL,CSDE1,DBNL,DNMBP,PACS2,RAB33A,SNAP29,SRC,STAM,SUGT1
GOBP_CYTOSKELETON_ORGANIZATION	go_bp	21	293	1525	100	2920	6.698919e-04	2.571646e-01	ABL1,CLIP2,CORO1A,DAAM1,DBNL,DCTN2,ERBIN,GIT1,HCLS1,PDLIM7,PKD2,PPP1R12A,RHOC,SFRP1,SMTN,SRC,SUGT1,TACC3,TBCB,WASF1,WASHC3
GOBP_LAMELLIPODIUM_ORGANIZATION	go_bp	5	22	91	100	2920	7.056517e-04	2.571646e-01	MYO9B,PLEKHO1,SRC,VAV3,WASF1
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	go_bp	3	6	15	100	2920	7.233208e-04	2.571646e-01	ABL1,DAB2,SFRP1
GOBP_VESICLE_ORGANIZATION	go_bp	9	75	373	100	2920	8.657900e-04	2.885786e-01	AP3B1,CC2D1A,CORO1A,DLG4,SNAP29,STAM,USP8,VAMP8,VAV3
GOBP_INTRACELLULAR_SIGNALING_CASSETTE	go_bp	30	503	1952	100	2920	9.569262e-04	3.001934e-01	ABL1,ARHGEF12,BANK1,CC2D1A,CRKL,DAB2,DBNL,DNMBP,DOK1,EIF2AK2,ERP29,GH1,GIT1,HCLS1,IRAK4,MAP2K6,MAP4K5,MIF,MYDGF,MYO9B,NFATC1,PKD2,PRL,RAB33A,RHOC,SRC,STAMBP,USP8,VAV3,WASF1
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	go_bp	3	7	27	100	2920	1.234379e-03	3.633311e-01	ABL1,DAB2,SFRP1
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY	go_bp	4	15	71	100	2920	1.321845e-03	3.633311e-01	ABL1,DAAM1,DAB2,SFRP1
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	go_bp	6	37	174	100	2920	1.362577e-03	3.633311e-01	EIF2AK2,ERBIN,IRAK4,MAP2K6,SIRT2,SRC
GOBP_VESICLE_MEDIATED_TRANSPORT	go_bp	24	379	1561	100	2920	1.581413e-03	4.016036e-01	ABL1,AP3B1,BIN2,CORO1A,DAB2,DBNL,DLG4,DNAJC6,ESYT2,GH1,GIT1,MESD,MITD1,PDLIM7,SCAMP3,SNAP29,SRC,STAM,SYTL4,VAMP8,VAV3,WASF1,WASHC3,YES1
GOBP_MITOTIC_CYTOKINESIS	go_bp	4	16	91	100	2920	1.716492e-03	4.160933e-01	MITD1,RHOC,STAMBP,USP8
GOBP_MEMBRANE_ORGANIZATION	go_bp	14	175	809	100	2920	2.135408e-03	4.873314e-01	AP3B1,BIN2,CORO1A,CRKL,DBNL,DLG4,MESD,MITD1,SIRT2,SNAP29,STAM,SYTL4,VAMP8,VAV3
GOBP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	go_bp	3	9	36	100	2920	2.817525e-03	4.873314e-01	ABL1,EIF2AK2,SFRP1
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	go_bp	3	9	50	100	2920	2.817525e-03	4.873314e-01	CORO1A,DAB2,SRC
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	go_bp	5	30	121	100	2920	3.071568e-03	4.873314e-01	CRKL,DOK1,SRC,STAMBP,USP8
GOBP_ARF_PROTEIN_SIGNAL_TRANSDUCTION	go_bp	2	3	22	100	2920	3.406475e-03	4.873314e-01	GIT1,MYO9B
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	go_bp	2	3	8	100	2920	3.406475e-03	4.873314e-01	DUT,SHMT1
GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	go_bp	2	3	15	100	2920	3.406475e-03	4.873314e-01	DAB2,SFRP1
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	go_bp	2	3	37	100	2920	3.406475e-03	4.873314e-01	DAB2,SFRP1
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CLUSTERING	go_bp	2	3	10	100	2920	3.406475e-03	4.873314e-01	CRKL,MESD
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	go_bp	2	3	6	100	2920	3.406475e-03	4.873314e-01	DUT,SHMT1
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	go_bp	2	3	17	100	2920	3.406475e-03	4.873314e-01	ABL1,EIF2AK2
GOBP_REGULATION_OF_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING	go_bp	2	3	7	100	2920	3.406475e-03	4.873314e-01	CRKL,MESD
GOBP_SKELETAL_MUSCLE_ACETYLCHOLINE_GATED_CHANNEL_CLUSTERING	go_bp	2	3	13	100	2920	3.406475e-03	4.873314e-01	CRKL,MESD
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	go_bp	3	10	42	100	2920	3.925532e-03	4.873314e-01	APRT,DUT,SHMT1
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	go_bp	3	10	48	100	2920	3.925532e-03	4.873314e-01	CACNB3,CRACR2A,PKD2
GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION	go_bp	3	10	42	100	2920	3.925532e-03	4.873314e-01	CRKL,DLG4,MESD
GOBP_REGULATION_OF_ACTIN_NUCLEATION	go_bp	3	10	40	100	2920	3.925532e-03	4.873314e-01	CORO1A,WASF1,WASHC3
GOBP_REGULATION_OF_ICOSANOID_SECRETION	go_bp	3	10	21	100	2920	3.925532e-03	4.873314e-01	MAP2K6,MIF,PLA2G4A
GOBP_REGULATION_OF_PROSTAGLANDIN_SECRETION	go_bp	3	10	14	100	2920	3.925532e-03	4.873314e-01	MAP2K6,MIF,PLA2G4A
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	go_bp	9	93	656	100	2920	3.974558e-03	4.873314e-01	ABL1,CLIP2,DCTN2,GIT1,PKD2,PPP1R12A,SUGT1,TACC3,TBCB
GOBP_ENDOMEMBRANE_SYSTEM_ORGANIZATION	go_bp	10	111	611	100	2920	4.078321e-03	4.873314e-01	AP3B1,BIN2,CC2D1A,ESYT2,SIRT2,SNAP29,STAM,SYTL4,TJAP1,USP8
GOBP_CYTOKINESIS	go_bp	5	32	189	100	2920	4.111260e-03	4.873314e-01	GIT1,MITD1,RHOC,STAMBP,USP8
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY	go_bp	4	20	58	100	2920	4.112116e-03	4.873314e-01	ABL1,SRC,VAV3,YES1
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	go_bp	4	21	120	100	2920	4.947823e-03	5.614200e-01	MITD1,RHOC,STAMBP,USP8
GOBP_STEROID_HORMONE_MEDIATED_SIGNALING_PATHWAY	go_bp	4	21	138	100	2920	4.947823e-03	5.614200e-01	DAB2,RWDD1,SFRP1,SRC
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	go_bp	3	11	50	100	2920	5.264374e-03	5.614981e-01	DAB2,RWDD1,SFRP1
GOBP_PODOSOME_ASSEMBLY	go_bp	3	11	22	100	2920	5.264374e-03	5.614981e-01	BIN2,DBNL,SRC
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	go_bp	3	11	72	100	2920	5.264374e-03	5.614981e-01	DAB2,SFRP1,SRC
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE	go_bp	13	175	583	100	2920	5.889280e-03	5.704787e-01	ABL1,AP3B1,BANK1,CACNB3,CRKL,EIF2AK2,ERBIN,IRAK4,MAP2K6,SIRT2,SRC,VAV3,YES1
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	go_bp	4	22	82	100	2920	5.890528e-03	5.704787e-01	ABL1,CACNB3,CRACR2A,PKD2
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	go_bp	5	35	196	100	2920	6.110531e-03	5.704787e-01	DAB2,PRL,RWDD1,SFRP1,SRC
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	go_bp	13	176	577	100	2920	6.179180e-03	5.704787e-01	ABL1,AP3B1,BANK1,CACNB3,CRKL,EIF2AK2,ERBIN,IRAK4,MAP2K6,SIRT2,SRC,VAV3,YES1
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	go_bp	9	100	392	100	2920	6.444369e-03	5.704787e-01	ABL1,CORO1A,GIT1,HCLS1,RHOC,SFRP1,USP8,WASF1,WASHC3
GOBP_DTMP_METABOLIC_PROCESS	go_bp	2	4	6	100	2920	6.660808e-03	5.704787e-01	DUT,SHMT1
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	go_bp	2	4	9	100	2920	6.660808e-03	5.704787e-01	ABL1,DAB2
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	go_bp	2	4	15	100	2920	6.660808e-03	5.704787e-01	DUT,SHMT1
GOBP_REGULATION_OF_EARLY_ENDOSOME_TO_LATE_ENDOSOME_TRANSPORT	go_bp	2	4	19	100	2920	6.660808e-03	5.704787e-01	DAB2,SRC
GOBP_REGULATION_OF_RECEPTOR_CLUSTERING	go_bp	2	4	17	100	2920	6.660808e-03	5.704787e-01	CRKL,MESD
GOBP_RESPIRATORY_SYSTEM_PROCESS	go_bp	2	4	44	100	2920	6.660808e-03	5.704787e-01	AP3B1,CC2D1A
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	go_bp	3	12	24	100	2920	6.846172e-03	5.704787e-01	MAP2K6,MIF,PLA2G4A
GOBP_PROSTAGLANDIN_SECRETION	go_bp	3	12	18	100	2920	6.846172e-03	5.704787e-01	MAP2K6,MIF,PLA2G4A
GOBP_PROSTAGLANDIN_TRANSPORT	go_bp	3	12	29	100	2920	6.846172e-03	5.704787e-01	MAP2K6,MIF,PLA2G4A
GOBP_CELL_CYCLE_PROCESS	go_bp	14	200	1305	100	2920	7.236830e-03	5.937541e-01	CRADD,DCTN2,GIT1,MITD1,PKD2,PPP1R12A,RHOC,SFRP1,SIRT2,STAMBP,SUGT1,TACC3,TDRKH,USP8
GOBP_LIPID_EXPORT_FROM_CELL	go_bp	4	24	50	100	2920	8.119405e-03	6.520543e-01	DAB2,MAP2K6,MIF,PLA2G4A
GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	go_bp	9	104	217	100	2920	8.309978e-03	6.520543e-01	ABL1,BANK1,DLG4,GH1,HCLS1,MIF,SFRP1,SRC,YES1
GOBP_ACTIN_NUCLEATION	go_bp	3	13	58	100	2920	8.681015e-03	6.520543e-01	CORO1A,WASF1,WASHC3
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	go_bp	3	13	49	100	2920	8.681015e-03	6.520543e-01	MITD1,STAM,SYTL4
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	go_bp	3	13	53	100	2920	8.681015e-03	6.520543e-01	CACNB3,CRKL,MESD
GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION	go_bp	3	13	49	100	2920	8.681015e-03	6.520543e-01	CRKL,DBNL,WASF1
GOBP_MEMBRANE_DOCKING	go_bp	4	25	85	100	2920	9.416072e-03	6.871274e-01	ESYT2,PACS2,SNAP29,VAMP8
GOBP_NEGATIVE_REGULATION_OF_TRANSLATION	go_bp	4	25	209	100	2920	9.416072e-03	6.871274e-01	BANK1,CIRBP,EIF2AK2,SHMT1
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	go_bp	8	88	158	100	2920	9.534489e-03	6.871274e-01	ABL1,BANK1,DLG4,GH1,HCLS1,MIF,SRC,YES1
GOBP_ENDOCYTOSIS	go_bp	15	231	703	100	2920	1.075231e-02	6.974081e-01	ABL1,BIN2,CORO1A,DAB2,DBNL,DLG4,DNAJC6,ESYT2,GH1,MESD,PDLIM7,SRC,VAV3,WASF1,YES1
GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	go_bp	3	14	43	100	2920	1.077711e-02	6.974081e-01	ABL1,CRKL,DAB2
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	go_bp	3	14	72	100	2920	1.077711e-02	6.974081e-01	CACNB3,CRACR2A,PKD2
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	go_bp	3	14	33	100	2920	1.077711e-02	6.974081e-01	MAP2K6,MIF,PLA2G4A
GOBP_GROOMING_BEHAVIOR	go_bp	2	5	19	100	2920	1.085409e-02	6.974081e-01	APRT,DLG4
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	go_bp	2	5	26	100	2920	1.085409e-02	6.974081e-01	ABL1,MIF
GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	go_bp	2	5	10	100	2920	1.085409e-02	6.974081e-01	APRT,SHMT1
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	go_bp	2	5	11	100	2920	1.085409e-02	6.974081e-01	DUT,SHMT1
GOBP_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS	go_bp	2	5	18	100	2920	1.085409e-02	6.974081e-01	DAB2,DNAJC6
GOBP_REGULATION_OF_TRANSPORT	go_bp	23	417	1633	100	2920	1.156314e-02	7.341217e-01	ABL1,CACNB3,CORO1A,CRACR2A,DAB2,DLG4,DNAJC6,ERP29,GH1,GIT1,HCLS1,MAP2K6,MIF,PKD2,PLA2G4A,PPP1R12A,PRL,SFRP1,SRC,STAM,SYTL4,VAMP8,YES1
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	go_bp	5	41	175	100	2920	1.199679e-02	7.428879e-01	ABL1,CACNB3,CORO1A,CRACR2A,PKD2
GOBP_MICROTUBULE_BASED_PROCESS	go_bp	10	130	948	100	2920	1.226993e-02	7.428879e-01	ABL1,AP3B1,CLIP2,DCTN2,GIT1,PKD2,PPP1R12A,SUGT1,TACC3,TBCB
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	go_bp	7	74	273	100	2920	1.227528e-02	7.428879e-01	ABL1,CORO1A,HCLS1,RHOC,SFRP1,WASF1,WASHC3
GOBP_TRANSLATION	go_bp	8	92	754	100	2920	1.233815e-02	7.428879e-01	BANK1,CIRBP,CSDE1,DARS1,EIF2AK2,HARS1,RWDD1,SHMT1
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	go_bp	4	27	118	100	2920	1.239772e-02	7.428879e-01	EIF2AK2,ERBIN,SIRT2,SRC
GOBP_ACTIN_FILAMENT_BASED_PROCESS	go_bp	13	193	834	100	2920	1.310719e-02	7.520796e-01	ABL1,CORO1A,DAAM1,DBNL,HCLS1,MYO9B,PDLIM7,RHOC,SFRP1,SMTN,SRC,WASF1,WASHC3
GOBP_OSTEOBLAST_PROLIFERATION	go_bp	3	15	37	100	2920	1.314092e-02	7.520796e-01	ABL1,EIF2AK2,SFRP1
GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	go_bp	3	15	31	100	2920	1.314092e-02	7.520796e-01	ABL1,EIF2AK2,SFRP1
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	go_bp	5	42	213	100	2920	1.325623e-02	7.520796e-01	DAB2,RWDD1,SFRP1,SRC,USP8
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	go_bp	5	42	149	100	2920	1.325623e-02	7.520796e-01	ABL1,DAB2,SFRP1,SRC,USP8
GOBP_CELLULAR_RESPONSE_TO_KETONE	go_bp	4	28	108	100	2920	1.409124e-02	7.816918e-01	RWDD1,SFRP1,SRC,USP8
GOBP_MITOTIC_CELL_CYCLE	go_bp	11	154	926	100	2920	1.479055e-02	7.816918e-01	ABL1,CRADD,DCTN2,MITD1,PKD2,PPP1R12A,RHOC,SIRT2,STAMBP,TACC3,USP8
GOBP_CELL_CYCLE	go_bp	16	262	1684	100	2920	1.481503e-02	7.816918e-01	ABL1,CRADD,DCTN2,GIT1,MAP2K6,MITD1,PKD2,PPP1R12A,RHOC,SFRP1,SIRT2,STAMBP,SUGT1,TACC3,TDRKH,USP8
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	go_bp	9	115	423	100	2920	1.557806e-02	7.816918e-01	ABL1,CORO1A,DNAJC6,EIF2AK2,GIT1,HCLS1,RHOC,SIRT2,SRC
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	go_bp	3	16	51	100	2920	1.577733e-02	7.816918e-01	GIT1,SRC,YES1
GOBP_ICOSANOID_SECRETION	go_bp	3	16	47	100	2920	1.577733e-02	7.816918e-01	MAP2K6,MIF,PLA2G4A
GOBP_ICOSANOID_TRANSPORT	go_bp	3	16	64	100	2920	1.577733e-02	7.816918e-01	MAP2K6,MIF,PLA2G4A
GOBP_PROTEIN_DEUBIQUITINATION	go_bp	3	16	108	100	2920	1.577733e-02	7.816918e-01	MINDY1,STAMBP,USP8
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	go_bp	3	16	128	100	2920	1.577733e-02	7.816918e-01	MINDY1,STAMBP,USP8
GOBP_CELLULAR_RESPONSE_TO_FLUID_SHEAR_STRESS	go_bp	2	6	21	100	2920	1.591948e-02	7.816918e-01	PKD2,SRC
GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	go_bp	2	6	14	100	2920	1.591948e-02	7.816918e-01	DUT,SHMT1
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS	go_bp	2	6	18	100	2920	1.591948e-02	7.816918e-01	APRT,SHMT1
GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	go_bp	2	6	25	100	2920	1.591948e-02	7.816918e-01	FKBP5,PPIB
GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	go_bp	2	6	29	100	2920	1.591948e-02	7.816918e-01	DAB2,SFRP1
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	go_bp	7	78	312	100	2920	1.612340e-02	7.816918e-01	AP3B1,EIF2AK2,ERBIN,IRAK4,MAP2K6,SIRT2,SRC
GOBP_CHROMOSOME_ORGANIZATION	go_bp	7	78	640	100	2920	1.612340e-02	7.816918e-01	ABL1,DCTN2,ITPA,SIRT2,SRC,SUGT1,TACC3
GOBP_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	go_bp	7	80	254	100	2920	1.833952e-02	8.811229e-01	ABL1,MSRA,PKD2,PRDX5,RWDD1,SIRT2,SRC
GOBP_WNT_SIGNALING_PATHWAY	go_bp	8	99	469	100	2920	1.864410e-02	8.820559e-01	ABL1,DAAM1,DAB2,MESD,PKD2,SFRP1,SRC,USP8
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	go_bp	3	17	47	100	2920	1.868973e-02	8.820559e-01	MAP2K6,MIF,PLA2G4A
GOBP_ESTABLISHMENT_OF_LOCALIZATION_IN_CELL	go_bp	19	340	1966	100	2920	1.943837e-02	8.843519e-01	ABL1,AP3B1,CORO1A,DAB2,DCTN2,DNAJC6,ERP29,GIT1,HCLS1,PKD2,PLA2G4A,PPP1R12A,SIRT2,SNAP29,SRC,STAM,SYTL4,VAMP8,WASHC3
GOBP_ORGANELLE_MEMBRANE_FUSION	go_bp	4	31	123	100	2920	2.002667e-02	8.843519e-01	CORO1A,SNAP29,VAMP8,VAV3
GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT	go_bp	11	161	521	100	2920	2.007551e-02	8.843519e-01	ABL1,CORO1A,DAB2,DLG4,DNAJC6,GH1,GIT1,SRC,STAM,SYTL4,VAMP8
GOBP_PEPTIDYL_TYROSINE_MODIFICATION	go_bp	9	120	266	100	2920	2.011187e-02	8.843519e-01	ABL1,BANK1,DLG4,GH1,HCLS1,MIF,SFRP1,SRC,YES1
GOBP_ARACHIDONIC_ACID_SECRETION	go_bp	2	7	31	100	2920	2.179352e-02	8.843519e-01	MIF,PLA2G4A
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	go_bp	2	7	23	100	2920	2.179352e-02	8.843519e-01	NFATC1,RBPMS2
GOBP_NEURON_PROJECTION_ARBORIZATION	go_bp	2	7	33	100	2920	2.179352e-02	8.843519e-01	CC2D1A,DLG4
GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	go_bp	2	7	12	100	2920	2.179352e-02	8.843519e-01	DUT,ITPA
GOBP_POSITIVE_REGULATION_OF_PLATELET_ACTIVATION	go_bp	2	7	13	100	2920	2.179352e-02	8.843519e-01	GP1BB,PLA2G4A
GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	go_bp	2	7	31	100	2920	2.179352e-02	8.843519e-01	STAMBP,USP8
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	go_bp	2	7	21	100	2920	2.179352e-02	8.843519e-01	DUT,SHMT1
GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	go_bp	2	7	32	100	2920	2.179352e-02	8.843519e-01	DUT,SHMT1
GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	go_bp	2	7	31	100	2920	2.179352e-02	8.843519e-01	WASF1,WASHC3
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	go_bp	2	7	41	100	2920	2.179352e-02	8.843519e-01	ABL1,EIF2AK2
GOBP_RESPONSE_TO_EPINEPHRINE	go_bp	2	7	14	100	2920	2.179352e-02	8.843519e-01	ABL1,SIRT2
GOBP_NEUROTROPHIN_SIGNALING_PATHWAY	go_bp	3	18	40	100	2920	2.188015e-02	8.843519e-01	CORO1A,SRC,WASF1
GOBP_OOGENESIS	go_bp	3	18	114	100	2920	2.188015e-02	8.843519e-01	SIRT2,SRC,TDRKH
GOBP_POSITIVE_REGULATION_OF_SECRETION	go_bp	8	102	313	100	2920	2.195539e-02	8.843519e-01	DAB2,MAP2K6,MIF,PLA2G4A,PRL,STAM,SYTL4,VAMP8
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	go_bp	7	83	314	100	2920	2.205469e-02	8.843519e-01	ABL1,CRKL,DAB2,NFATC1,SFRP1,SRC,YES1
GOBP_ORGANELLE_LOCALIZATION	go_bp	9	122	605	100	2920	2.217049e-02	8.843519e-01	AP3B1,DCTN2,ESYT2,PACS2,SIRT2,SNAP29,STAM,SYTL4,VAMP8
GOBP_STRESS_FIBER_ASSEMBLY	go_bp	4	32	113	100	2920	2.230030e-02	8.843519e-01	ABL1,RHOC,SFRP1,SRC
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	go_bp	6	65	344	100	2920	2.238656e-02	8.843519e-01	ABL1,CACNB3,CORO1A,CRACR2A,GP1BB,PKD2
GOBP_IMPORT_INTO_CELL	go_bp	15	253	926	100	2920	2.330232e-02	9.137594e-01	ABL1,BIN2,CORO1A,DAB2,DBNL,DLG4,DNAJC6,ESYT2,GH1,MESD,PDLIM7,SRC,VAV3,WASF1,YES1
GOBP_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	go_bp	4	33	134	100	2920	2.472573e-02	9.398978e-01	ABL1,AP3B1,EIF2AK2,SFRP1
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	go_bp	4	33	101	100	2920	2.472573e-02	9.398978e-01	ABL1,CRKL,DAB2,SRC
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	go_bp	15	255	1671	100	2920	2.484227e-02	9.398978e-01	BANK1,CIRBP,CRKL,CSDE1,EIF2AK2,ERBIN,ERP29,GIT1,MIF,SERPINB1,SFRP1,SHMT1,SIRT2,SRC,TDRKH
GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY	go_bp	3	19	78	100	2920	2.534941e-02	9.398978e-01	ABL1,BANK1,VAV3
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY	go_bp	3	19	51	100	2920	2.534941e-02	9.398978e-01	ABL1,RHOC,SFRP1
