comparison	panel	n_tests	n_skipped	n_q_lt_05	n_q_lt_10	min_q	max_abs_effect
AD-HC	Inflammation	92	0	10	13	0.000005805914769396736	3.614766944444444
MCI-HC	Inflammation	92	0	10	10	0.00000006059833523863745	3.6134305555555555
AD-MCI	Inflammation	92	0	0	0	0.9838638457114912	0.9524466666666664
