comparison	panel	gene_symbol	paired_t_mean_diff	paired_t_bh_q	lmm_beta	lmm_p_value	lmm_converged	n_pairs	sign_concordant
PT2-PR2	Oncology	STX6	0.67765	0.0977290057572256	0.67765	6.151678027758199e-05	True	8	True
PT2-PR2	Inflammation	FABP1	0.6496999999999999	0.0977290057572256	0.6496999999999997	0.00025682359496508516	True	10	True
PT2-PR2	Oncology	ITGB5	0.5912777777777777	0.0977290057572256	0.5912777777777777	0.00014522837386156517	True	9	True
PT2-PR2	Neurology_II	TXNDC9	0.47958	0.0977290057572256	0.4795799999999998	0.0002680783862232557	True	10	True
PT2-PR2	Cardiometabolic	PLAT	0.42901	0.0977290057572256	0.4290099999999999	0.0002419871402116011	True	10	True
PT2-PR2	Inflammation_II	TGFBR1	-0.36673	0.0977290057572256	-0.36673	0.0002748590656021087	True	10	True
PT2-PR2	Cardiometabolic	ENG	0.08033	0.0977290057572256	0.08033000000000001	0.00027725597406874847	True	10	True
PT2-PR2	Oncology	MDK	0.4939666666666667	0.0982227002601891	0.49396666666666667	0.00015653502705574124	True	9	True
PT2-PR2	Inflammation_II	UBXN1	0.7176400000000001	0.0982329716936029	0.7176399999999998	0.0002875961965683053	True	10	True
PT2-PR2	Cardiometabolic_II	PDZD2	0.9998375	0.0982580840770127	0.9998374999999998	7.065262513024676e-05	True	8	True
PT2-PR2	Neurology_II	CACNB1	-0.9728	0.0982580840770127	-0.9728	9.086604340962272e-05	True	9	True
PT2-PR2	Inflammation_II	APOE	0.14733	0.0982580840770127	0.14733000000000002	0.0002918549085240709	True	10	True
PT2-PR2	Neurology	TBCB	1.9032	0.0985181744788383	1.903199999999999	0.00017518103367748848	True	9	True
PT2-PR2	Inflammation_II	GIT1	1.19515	0.0985181744788383	1.1951500000000002	0.0003102878619776738	True	10	True
PT2-PR2	Oncology	TRIAP1	0.66162	0.0985181744788383	0.6616199999999999	0.00031671300738336143	True	10	True
PT2-PR2	Neurology	GNLY	0.29005	0.0985181744788383	0.29005	0.00031756291763300015	True	10	True
PT2-PR2	Inflammation	SCGB3A2	0.15852	0.0985181744788383	0.15852	0.00030504731334396484	True	10	True
PT2-PR2	Oncology	TACC3	1.628055555555556	0.098631131539345	1.6280555555555547	0.0001882414021592859	True	9	True
PT2-PR2	Neurology_II	SMTN	1.4147500000000002	0.098631131539345	1.4147500000000002	0.00033514933330658743	True	10	True
PT2-PR2	Neurology_II	HDGFL2	0.71515	0.098631131539345	0.7151500000000002	0.0003339489703008585	True	10	True
PT2-PR2	Cardiometabolic	GZMH	0.4636444444444444	0.098631131539345	0.46364444444444436	0.00019281553878874953	True	9	True
PT2-PR2	Oncology_II	S100A3	-0.32946	0.098631131539345	-0.3294600000000001	0.00034060983644642256	True	10	True
PT2-PR2	Cardiometabolic_II	AHNAK2	-0.2611799999999999	0.098631131539345	-0.26118000000000013	0.00033149090977182064	True	10	True
PT2-PR2	Inflammation	CCL23	0.19032	0.098631131539345	0.1903200000000001	0.0003439193007091231	True	10	True
PT2-PR2	Inflammation	CLIP2	1.8398	0.0989094005497175	1.8397999999999994	9.034759954785912e-05	True	8	True
PT2-PR2	Inflammation	PRDX5	0.98021	0.0989094005497175	0.9802099999999997	0.0003567238866781199	True	10	True
PT2-PR2	Inflammation	DAPP1	0.8769125000000001	0.0989094005497175	0.8769124999999999	8.990156758924793e-05	True	8	True
PT2-PR2	Neurology	WWP2	0.5566666666666666	0.0994991512420831	0.5566666666666668	0.00020894412646009521	True	9	True
PT2-PR2	Neurology	METAP1	0.4462777777777778	0.0995054401809583	0.4462777777777777	0.00021143364545666258	True	9	True
PT2-PR2	Neurology_II	DOK1	1.94323	0.0996843613556441	1.943230000000001	0.0005003787297336325	True	10	True
PT2-PR2	Inflammation	MAP2K6	1.7134999999999998	0.0996843613556441	1.7135000000000007	0.0001483581349936305	True	8	True
PT2-PR2	Oncology	ERBIN	1.5836333333333337	0.0996843613556441	1.5836333333333332	0.00025289894948786067	True	9	True
PT2-PR2	Neurology	MITD1	1.4698	0.0996843613556441	1.4698000000000004	0.00026283566913255785	True	9	True
PT2-PR2	Oncology	SCAMP3	1.2436555555555555	0.0996843613556441	1.2436555555555562	0.00031415424292076594	True	9	True
PT2-PR2	Cardiometabolic_II	DNAJC6	1.1871699999999998	0.0996843613556441	1.18717	0.00046900119069752215	True	10	True
PT2-PR2	Oncology	DCTN2	1.176	0.0996843613556441	1.1760000000000004	0.00023400199150780252	True	9	True
PT2-PR2	Neurology	MIF	1.1717300000000002	0.0996843613556441	1.1717300000000006	0.0004378642570573937	True	10	True
PT2-PR2	Cardiometabolic_II	SARG	1.15804	0.0996843613556441	1.1580400000000004	0.0004955612550487457	True	10	True
PT2-PR2	Oncology	SIRT2	1.109722222222222	0.0996843613556441	1.1097222222222223	0.0002606047216588341	True	9	True
PT2-PR2	Neurology_II	DLG4	0.96634	0.0996843613556441	0.9663400000000001	0.0004537129511639738	True	10	True
PT2-PR2	Neurology	STAMBP	0.9358888888888888	0.0996843613556441	0.935888888888889	0.00030579688112674584	True	9	True
PT2-PR2	Inflammation	SHMT1	0.89696	0.0996843613556441	0.8969599999999998	0.0005190776833576665	True	10	True
PT2-PR2	Inflammation	HCLS1	0.8880899999999998	0.0996843613556441	0.8880900000000003	0.0004029027277646129	True	10	True
PT2-PR2	Neurology	SERPINB1	0.8772800000000001	0.0996843613556441	0.8772799999999998	0.0005204730837587793	True	10	True
PT2-PR2	Inflammation	PLA2G4A	0.86542	0.0996843613556441	0.86542	0.0004296780595698125	True	10	True
PT2-PR2	Oncology	ABL1	0.8521666666666667	0.0996843613556441	0.8521666666666668	0.00027333354334436457	True	9	True
PT2-PR2	Neurology_II	ARHGEF1	0.763	0.0996843613556441	0.7629999999999999	0.0005118682431963167	True	10	True
PT2-PR2	Inflammation	BCR	0.7155874999999999	0.0996843613556441	0.7155875	0.0001418567281347748	True	8	True
PT2-PR2	Inflammation_II	GLRX5	0.6974400000000001	0.0996843613556441	0.69744	0.0004932723372220025	True	10	True
PT2-PR2	Neurology	DBI	0.6746599999999999	0.0996843613556441	0.6746600000000003	0.0004704043762965513	True	10	True
PT2-PR2	Oncology_II	GAD1	-0.5745444444444444	0.0996843613556441	-0.5745444444444443	5.939468010516521e-05	True	9	True
PT2-PR2	Oncology	ZBTB16	0.5665125	0.0996843613556441	0.5665125	9.887664199997477e-05	True	8	True
PT2-PR2	Neurology	PEBP1	0.55032	0.0996843613556441	0.55032	0.0005230274293663936	True	10	True
PT2-PR2	Cardiometabolic_II	RAB10	0.5114699999999999	0.0996843613556441	0.5114699999999998	0.0004373551762486437	True	10	True
PT2-PR2	Neurology	CPPED1	0.3801799999999999	0.0996843613556441	0.38018000000000024	0.0004837255796511723	True	10	True
PT2-PR2	Cardiometabolic	BAG6	0.3428555555555555	0.0996843613556441	0.3428555555555555	0.00028779313197848836	True	9	True
PT2-PR2	Neurology_II	ALDH5A1	0.3212	0.0996843613556441	0.3212	0.00026657881762480646	True	9	True
PT2-PR2	Oncology	DCXR	0.3164666666666667	0.0996843613556441	0.3164666666666668	0.00023235954622580243	True	9	True
PT2-PR2	Cardiometabolic	PLA2G2A	0.3141599999999999	0.0996843613556441	0.3141599999999999	0.00050768081709472	True	10	True
PT2-PR2	Oncology	KLK10	0.3019333333333333	0.0996843613556441	0.30193333333333333	0.00024106759209735005	True	9	True
PT2-PR2	Inflammation	DGKZ	0.2520888888888888	0.0996843613556441	0.252088888888889	0.00022701934776439399	True	9	True
PT2-PR2	Neurology	CCL19	0.2478799999999999	0.0996843613556441	0.2478799999999999	0.0004561787344181376	True	10	True
PT2-PR2	Neurology	CTSS	0.2254899999999999	0.0996843613556441	0.22549000000000005	0.0004372227593560697	True	10	True
PT2-PR2	Inflammation	CXCL9	0.16026	0.0996843613556441	0.16026000000000007	0.00048506239350151536	True	10	True
PT2-PR2	Neurology_II	STX3	0.15025	0.0996843613556441	0.15025000000000005	0.0005049564269137595	True	10	True
