module	gene_symbol
heat_shock	HSPA1A
heat_shock	DNAJB1
heat_shock	HSPB1
heat_shock	HSPG2
immune	ITGAL
immune	ITGAM
immune	ITGB2
immune	IL10
immune	IFNG
immune	IL1B
immune	IL2
immune	IL17A
immune	CCL2
immune	CXCL10
vascular	NPPB
vascular	VEGFA
vascular	ICAM1
vascular	VCAM1
vascular	SELE
vascular	EDN1
vascular	ACE
ecm_remodel	MMP1
ecm_remodel	MMP3
ecm_remodel	MMP9
ecm_remodel	TIMP1
ecm_remodel	TIMP2
ecm_remodel	COL4A4
ecm_remodel	FN1
ecm_remodel	TGFB1
