panel	gene_symbol	n_pt1_pr1	sd_pt1_pr1	n_pt2_pr2	sd_pt2_pr2	mean_sd_acute
Inflammation_II	F13B	10	0.431316	10	0.163165	0.297241
Oncology_II	VSTM2B	10	0.397427	10	0.196568	0.296997
Oncology_II	LUZP2	10	0.319682	10	0.27292	0.296301
Neurology	CST5	10	0.308633	10	0.283942	0.296287
Cardiometabolic_II	CLEC4M	10	0.391206	10	0.201352	0.296279
Inflammation_II	PRSS22	10	0.348209	10	0.244279	0.296244
Inflammation_II	HEG1	10	0.47112	10	0.121185	0.296153
Neurology	PLA2G10	10	0.298395	10	0.292814	0.295605
Neurology_II	MTHFD2	10	0.299216	10	0.291725	0.295471
Cardiometabolic	SIGLEC7	10	0.326169	10	0.264693	0.295431
Oncology_II	AMOTL2	10	0.310346	10	0.280405	0.295376
Neurology_II	USP28	10	0.340861	10	0.249713	0.295287
Cardiometabolic	CCDC80	10	0.230242	10	0.359936	0.295089
Inflammation_II	SOD3	10	0.39212	10	0.197939	0.29503
Neurology	VWC2	10	0.282905	10	0.307091	0.294998
Neurology_II	DNPEP	10	0.314095	10	0.275879	0.294987
Cardiometabolic	CLEC1A	10	0.330821	10	0.259024	0.294922
Inflammation_II	CFH	10	0.430458	10	0.158854	0.294656
Cardiometabolic	CANT1	10	0.307049	10	0.281627	0.294338
Cardiometabolic_II	M6PR	10	0.32876	10	0.258599	0.293679
Oncology_II	TXK	10	0.330022	10	0.257028	0.293525
Neurology	SUMF2	10	0.298904	10	0.287924	0.293414
Oncology	LRP1	10	0.173628	10	0.413043	0.293336
Cardiometabolic	MB	10	0.269099	10	0.317126	0.293113
Neurology_II	LCN15	10	0.259027	10	0.326864	0.292946
Inflammation_II	CLEC3B	10	0.412997	10	0.172845	0.292921
Inflammation_II	ITIH4	10	0.313929	10	0.270472	0.292201
Oncology_II	ADGRE1	10	0.282568	10	0.301759	0.292163
Oncology	DKKL1	10	0.225236	10	0.359026	0.292131
Oncology_II	FAM3D	10	0.225626	10	0.357178	0.291402
Neurology_II	DHRS4L2	10	0.317235	10	0.265425	0.29133
Inflammation_II	APOA4	10	0.368362	10	0.213315	0.290838
Neurology_II	SEPTIN8	10	0.313081	10	0.26828	0.290681
Neurology	IFNGR2	10	0.273242	10	0.307953	0.290597
Cardiometabolic_II	SNX5	10	0.266019	10	0.315085	0.290552
Cardiometabolic	FABP4	10	0.239145	10	0.34164	0.290392
Oncology_II	MCTS1	10	0.254113	10	0.326526	0.29032
Cardiometabolic_II	MYBPC2	10	0.319531	10	0.260771	0.290151
Cardiometabolic_II	CPQ	10	0.398125	10	0.181807	0.289966
Neurology_II	LMNB2	10	0.376513	10	0.203245	0.289879
Oncology	PDP1	10	0.38345	10	0.195321	0.289386
Inflammation_II	APOF	10	0.448352	10	0.128249	0.288301
Neurology_II	CALCB	10	0.292427	10	0.284022	0.288225
Oncology_II	PTPRH	10	0.162863	10	0.413457	0.28816
Inflammation_II	GHR	10	0.465898	10	0.110314	0.288106
Inflammation_II	NXPH3	10	0.292228	10	0.283604	0.287916
Inflammation	LY6D	10	0.180582	10	0.395215	0.287898
Inflammation_II	PON1	10	0.405553	10	0.169269	0.287411
Neurology	ITGAM	10	0.289611	10	0.284957	0.287284
Cardiometabolic	NRCAM	10	0.355096	10	0.218746	0.286921
Oncology	CTSF	10	0.248679	10	0.325154	0.286916
Inflammation_II	PLG	10	0.415875	10	0.157683	0.286779
Oncology	FUS	10	0.312303	10	0.261249	0.286776
Neurology	SPOCK1	10	0.265593	10	0.307667	0.28663
Inflammation_II	TGOLN2	10	0.32532	10	0.247418	0.286369
Cardiometabolic_II	ANP32C	10	0.297692	10	0.274605	0.286149
Oncology	DCXR	10	0.301711	10	0.27018	0.285946
Cardiometabolic_II	B3GNT7	10	0.293191	10	0.278546	0.285868
Oncology_II	CHCHD6	10	0.259876	10	0.311479	0.285677
Cardiometabolic	CLEC5A	10	0.268974	10	0.302347	0.285661
Cardiometabolic	ZBTB17	10	0.368447	10	0.202239	0.285343
Inflammation	MZB1	10	0.196241	10	0.374428	0.285335
Inflammation_II	AKAP12	10	0.26694	10	0.303503	0.285221
Oncology	CNTN2	10	0.348995	10	0.221102	0.285048
Oncology	SCG2	10	0.42428	10	0.145799	0.285039
Inflammation	LRRN1	10	0.228522	10	0.340492	0.284507
Cardiometabolic_II	MYL3	10	0.371035	10	0.1968	0.283918
Inflammation	CKMT1A_CKMT1B	10	0.329487	10	0.238013	0.28375
Neurology	AFP	10	0.23609	10	0.331232	0.283661
Cardiometabolic	TNF	10	0.250807	10	0.316139	0.283473
Oncology_II	CWC15	10	0.202873	10	0.363774	0.283324
Oncology_II	MEP1A	10	0.276665	10	0.289515	0.28309
Inflammation_II	C1QTNF5	10	0.387292	10	0.177254	0.282273
Oncology	CA11	10	0.334168	10	0.229736	0.281952
Oncology	WIF1	10	0.212604	10	0.350619	0.281612
Oncology_II	CYB5R2	10	0.195979	10	0.367184	0.281581
Neurology	CLEC10A	10	0.265794	10	0.296626	0.28121
Oncology	MOG	10	0.358592	10	0.203214	0.280903
Neurology	NTRK3	10	0.254481	10	0.307161	0.280821
Neurology	TXNRD1	10	0.333429	10	0.227889	0.280659
Neurology_II	CCAR2	10	0.299336	10	0.261205	0.280271
Neurology_II	LMOD1	10	0.264189	10	0.29608	0.280134
Inflammation_II	ACE	10	0.25654	10	0.303526	0.280033
Oncology_II	PCDH9	10	0.324749	10	0.234917	0.279833
Oncology	CD207	10	0.13705	10	0.421475	0.279262
Cardiometabolic	CBLIF	10	0.290157	10	0.26772	0.278939
Cardiometabolic_II	DMP1	10	0.381497	10	0.176212	0.278855
Cardiometabolic	RCOR1	10	0.338718	10	0.218896	0.278807
Oncology	SEPTIN9	10	0.236931	10	0.320345	0.278638
Neurology_II	PAFAH1B3	10	0.330113	10	0.226543	0.278328
Neurology	SIGLEC5	10	0.29253	10	0.263756	0.278143
Neurology	PECAM1	10	0.372691	10	0.183504	0.278098
Cardiometabolic_II	PKD1	10	0.349906	10	0.205857	0.277882
Neurology	GGT5	10	0.201728	10	0.352524	0.277126
Inflammation_II	MXRA8	10	0.367852	10	0.186332	0.277092
Neurology	EFNA1	10	0.280951	10	0.273024	0.276988
Cardiometabolic_II	NPTX2	10	0.345243	10	0.207481	0.276362
Cardiometabolic	ESAM	10	0.185058	10	0.365083	0.27507
Inflammation_II	AMOT	10	0.279152	10	0.27011	0.274631
Neurology	CDCP1	10	0.255412	10	0.292407	0.273909
Inflammation_II	CD5L	10	0.401615	10	0.145722	0.273669
Neurology_II	FTCD	10	0.296928	10	0.250364	0.273646
Cardiometabolic_II	ZP3	10	0.354195	10	0.192846	0.273521
Neurology	FOLR2	10	0.297111	10	0.24932	0.273216
Inflammation	TNFRSF14	10	0.185395	10	0.360493	0.272944
Cardiometabolic	CSTB	10	0.363117	10	0.182205	0.272661
Cardiometabolic	CHRDL2	10	0.301301	10	0.243683	0.272492
Inflammation_II	ITGA2	10	0.349144	10	0.195554	0.272349
Oncology	MIA	10	0.166153	10	0.378336	0.272244
Oncology	ACP6	10	0.286796	10	0.256917	0.271856
Inflammation_II	KLRF1	10	0.146898	10	0.396424	0.271661
Inflammation	CCL20	10	0.268186	10	0.275058	0.271622
Cardiometabolic	LPL	10	0.192154	10	0.350601	0.271378
Cardiometabolic	FAM3C	10	0.313089	10	0.22945	0.271269
Neurology_II	C1QBP	10	0.367076	10	0.174706	0.270891
Inflammation	CD200	10	0.312889	10	0.228525	0.270707
Neurology	ASGR1	10	0.238115	10	0.303164	0.270639
Oncology_II	IFIT3	10	0.30358	10	0.23742	0.2705
Cardiometabolic	ACY1	10	0.25298	10	0.287174	0.270077
Neurology	STC1	10	0.203352	10	0.336217	0.269784
Inflammation	CRELD2	10	0.301999	10	0.237285	0.269642
Oncology	AMIGO2	10	0.179137	10	0.359409	0.269273
Inflammation_II	CFHR2	10	0.405011	10	0.133523	0.269267
Cardiometabolic_II	PRRT3	10	0.370561	10	0.167837	0.269199
Inflammation_II	CPA4	10	0.342727	10	0.195505	0.269116
Cardiometabolic	CHI3L1	10	0.198298	10	0.339916	0.269107
Oncology_II	RFC4	10	0.281555	10	0.256265	0.26891
Cardiometabolic	TIMP1	10	0.17491	10	0.362595	0.268753
Cardiometabolic	VWF	10	0.177371	10	0.359699	0.268535
Cardiometabolic	LILRA5	10	0.213281	10	0.323732	0.268507
Cardiometabolic	BMP6	10	0.165944	10	0.37093	0.268437
Cardiometabolic	PDCD6	10	0.238836	10	0.296491	0.267663
Cardiometabolic	CD163	10	0.234912	10	0.300079	0.267496
Inflammation	CCL25	10	0.302923	10	0.231992	0.267458
Oncology_II	PTPRK	10	0.300739	10	0.234085	0.267412
Cardiometabolic	GPNMB	10	0.278815	10	0.25591	0.267363
Oncology_II	SH3BP1	10	0.312853	10	0.221855	0.267354
Inflammation_II	LYVE1	10	0.36047	10	0.173744	0.267107
Inflammation	FKBP1B	10	0.192758	10	0.340909	0.266833
Oncology_II	SNX18	10	0.310718	10	0.221654	0.266186
Cardiometabolic_II	ISM2	10	0.227695	10	0.303414	0.265554
Cardiometabolic	HMOX1	10	0.246947	10	0.282508	0.264727
Oncology	LRRC25	10	0.178538	10	0.350615	0.264577
Cardiometabolic_II	BPIFB2	10	0.339247	10	0.189757	0.264502
Cardiometabolic_II	MAMDC2	10	0.40371	10	0.125182	0.264446
Neurology	EFNA4	10	0.205807	10	0.322815	0.264311
Cardiometabolic	MFAP5	10	0.269399	10	0.258751	0.264075
Cardiometabolic_II	LIPF	10	0.274942	10	0.252096	0.263519
Inflammation	AGRN	10	0.239356	10	0.287075	0.263216
Cardiometabolic	GUSB	10	0.171728	10	0.354651	0.26319
Cardiometabolic_II	ECHDC3	10	0.335462	10	0.189762	0.262612
Cardiometabolic	PDGFRA	10	0.33288	10	0.191954	0.262417
Inflammation_II	SERPINA7	10	0.309679	10	0.214759	0.262219
Inflammation_II	TCN1	10	0.238349	10	0.28516	0.261755
Neurology	TNFRSF9	10	0.243301	10	0.280119	0.26171
Neurology	TNR	10	0.220384	10	0.30218	0.261282
Inflammation_II	APOA1	10	0.356294	10	0.165511	0.260903
Oncology	NELL1	10	0.193806	10	0.327794	0.2608
Cardiometabolic_II	FSTL1	10	0.273544	10	0.246821	0.260183
Inflammation_II	SPINK2	10	0.421729	10	0.0978697	0.2598
Inflammation_II	INSR	10	0.249	10	0.270407	0.259703
Neurology_II	CDAN1	10	0.223471	10	0.295749	0.25961
Cardiometabolic	LRP11	10	0.329895	10	0.189241	0.259568
Oncology_II	ATRAID	10	0.24347	10	0.275541	0.259505
Neurology	SMPD1	10	0.325075	10	0.193442	0.259258
Oncology	MANSC1	10	0.20199	10	0.315952	0.258971
Cardiometabolic	ICAM5	10	0.289271	10	0.228618	0.258944
Inflammation	IL15	10	0.260164	10	0.25763	0.258897
Oncology	PDCD1LG2	10	0.277807	10	0.239197	0.258502
Cardiometabolic	TNC	10	0.209272	10	0.306925	0.258099
Neurology	ASAH2	10	0.12634	10	0.389788	0.258064
Oncology	IDUA	10	0.191917	10	0.324193	0.258055
Inflammation	GZMA	10	0.150915	10	0.364965	0.25794
Oncology	CD33	10	0.160014	10	0.355597	0.257806
Neurology	LPO	10	0.229103	10	0.286465	0.257784
Cardiometabolic	PGLYRP1	10	0.113679	10	0.400461	0.25707
Neurology	CLPS	10	0.26419	10	0.249127	0.256658
Inflammation_II	SCGB3A1	10	0.404943	10	0.108051	0.256497
Inflammation	ISM1	10	0.211275	10	0.30143	0.256352
Inflammation	SMOC2	10	0.222012	10	0.290649	0.256331
Oncology	EPHA2	10	0.293292	10	0.219242	0.256267
Cardiometabolic	HYAL1	10	0.280721	10	0.231054	0.255887
Oncology	AREG	10	0.120809	10	0.390639	0.255724
Inflammation_II	CD300A	10	0.351416	10	0.159942	0.255679
Neurology	PIGR	10	0.118904	10	0.392362	0.255633
Cardiometabolic	PLA2G2A	10	0.20951	10	0.301207	0.255359
Cardiometabolic_II	MAN1A2	10	0.177631	10	0.33217	0.2549
Cardiometabolic_II	COQ7	10	0.290721	10	0.218936	0.254829
Cardiometabolic_II	MUC2	10	0.237372	10	0.271697	0.254535
Inflammation	CCL11	10	0.187948	10	0.320739	0.254344
Inflammation_II	F10	10	0.354684	10	0.154003	0.254344
Oncology	MSLN	10	0.197055	10	0.311532	0.254293
Cardiometabolic	NRP1	10	0.258793	10	0.249127	0.25396
Oncology	ST3GAL1	10	0.185304	10	0.322504	0.253904
Oncology	XCL1	10	0.231322	10	0.276313	0.253818
Oncology	DTX3	10	0.241731	10	0.265712	0.253722
Oncology_II	EPGN	10	0.206139	10	0.299366	0.252752
Inflammation	ADGRE2	10	0.246287	10	0.259021	0.252654
Neurology_II	PCDH12	10	0.228591	10	0.276038	0.252315
Inflammation_II	QSOX1	10	0.24267	10	0.261628	0.252149
Oncology_II	ARHGAP30	10	0.277531	10	0.225926	0.251728
Neurology_II	MORC3	10	0.22619	10	0.276701	0.251446
Cardiometabolic	PCDH17	10	0.205618	10	0.297148	0.251383
Oncology	CA9	10	0.255286	10	0.247329	0.251307
Neurology	PVR	10	0.300783	10	0.20168	0.251231
Inflammation_II	BMPER	10	0.367107	10	0.135147	0.251127
Oncology	VWA1	10	0.231847	10	0.270216	0.251032
Neurology	ADAM8	10	0.164256	10	0.336579	0.250418
Oncology	KLK14	10	0.246506	10	0.253484	0.249995
Inflammation_II	CPB2	10	0.346882	10	0.152884	0.249883
Cardiometabolic	TSPAN1	10	0.258003	10	0.241518	0.249761
Neurology	MFGE8	10	0.259103	10	0.239736	0.249419
Cardiometabolic	ST6GAL1	10	0.177987	10	0.320703	0.249345
Oncology	CD302	10	0.252693	10	0.245641	0.249167
Inflammation	CXCL9	10	0.345094	10	0.153115	0.249105
Inflammation_II	SERPINA4	10	0.384872	10	0.113108	0.24899
Cardiometabolic	AGXT	10	0.211256	10	0.286429	0.248843
Neurology	LY96	10	0.24977	10	0.247255	0.248513
Oncology	CREG1	10	0.150677	10	0.346325	0.248501
Inflammation	EPHA1	10	0.270696	10	0.225967	0.248332
Cardiometabolic	FCRL1	10	0.174978	10	0.319997	0.247488
Oncology_II	EFCAB14	10	0.17797	10	0.316525	0.247248
Cardiometabolic	ACTA2	10	0.262184	10	0.23212	0.247152
Cardiometabolic_II	SIGLEC8	10	0.157248	10	0.336888	0.247068
Cardiometabolic	MCAM	10	0.245117	10	0.248977	0.247047
Oncology	CD38	10	0.154688	10	0.339116	0.246902
Neurology	CCL19	10	0.257944	10	0.235722	0.246833
Oncology	MME	10	0.29477	10	0.198849	0.246809
Oncology	ANGPTL7	10	0.180162	10	0.313058	0.24661
Oncology	EDA2R	10	0.232813	10	0.259704	0.246258
Neurology	NCAN	10	0.310632	10	0.181868	0.24625
Cardiometabolic_II	CPXM2	10	0.236842	10	0.255357	0.246099
Oncology	GFRA2	10	0.237134	10	0.254955	0.246044
Oncology_II	EGFLAM	10	0.249353	10	0.241874	0.245614
Cardiometabolic_II	KLK3	10	0.251829	10	0.239131	0.24548
Cardiometabolic	VASN	10	0.23084	10	0.259656	0.245248
Oncology	SEZ6L	10	0.23496	10	0.254567	0.244763
Oncology	ADAMTS8	10	0.165484	10	0.323912	0.244698
Oncology	SMOC1	10	0.184901	10	0.304139	0.24452
Oncology	CD5	10	0.26571	10	0.223226	0.244468
Cardiometabolic	ADAMTS16	10	0.160539	10	0.327874	0.244206
Inflammation_II	TTR	10	0.336275	10	0.151487	0.243881
Cardiometabolic	DCTPP1	10	0.306217	10	0.181542	0.24388
Oncology	TXNDC15	10	0.177123	10	0.310234	0.243679
Neurology_II	INSL3	10	0.262369	10	0.224601	0.243485
Oncology	POLR2F	10	0.197474	10	0.289364	0.243419
Neurology	TNFRSF10A	10	0.149485	10	0.33672	0.243102
Neurology_II	STX3	10	0.341806	10	0.143995	0.2429
Inflammation	CHRDL1	10	0.209626	10	0.275951	0.242789
Cardiometabolic	CPB1	10	0.336192	10	0.147926	0.242059
Cardiometabolic	ADGRG2	10	0.273986	10	0.209235	0.24161
Cardiometabolic	CD14	10	0.2219	10	0.259709	0.240804
Oncology_II	ALDH2	10	0.210218	10	0.270537	0.240378
Oncology	PLA2G15	10	0.237799	10	0.242792	0.240295
Cardiometabolic	ADA2	10	0.242384	10	0.237323	0.239853
Inflammation_II	PGLYRP2	10	0.332367	10	0.147131	0.239749
Inflammation_II	NHLRC3	10	0.306306	10	0.173097	0.239701
Oncology	C4BPB	10	0.271725	10	0.20753	0.239628
Neurology_II	PRSS53	10	0.239569	10	0.239638	0.239604
Inflammation_II	APCS	10	0.342972	10	0.13606	0.239516
Cardiometabolic	PRSS2	10	0.274034	10	0.204546	0.23929
Neurology	ULBP2	10	0.181459	10	0.296954	0.239207
Inflammation_II	CD72	10	0.276713	10	0.201439	0.239076
Inflammation_II	F11	10	0.306478	10	0.171294	0.238886
Neurology	OXT	10	0.223129	10	0.25454	0.238835
Oncology_II	TOP1	10	0.171689	10	0.304747	0.238218
Inflammation_II	SERPIND1	10	0.344627	10	0.131215	0.237921
Oncology	CA12	10	0.195003	10	0.280531	0.237767
Cardiometabolic	DDC	10	0.282376	10	0.190611	0.236494
Oncology	ERP44	10	0.259743	10	0.21321	0.236477
Neurology_II	HSD17B14	10	0.239218	10	0.233678	0.236448
Oncology	ICOSLG	10	0.190692	10	0.280988	0.23584
Cardiometabolic_II	PYDC1	10	0.192624	10	0.277838	0.235231
Inflammation_II	CRISP3	10	0.282358	10	0.188	0.235179
Neurology_II	NGRN	10	0.255336	10	0.214773	0.235054
Inflammation_II	SERPING1	10	0.306413	10	0.163375	0.234894
Cardiometabolic	IL6ST	10	0.237971	10	0.231398	0.234685
Neurology	BST2	10	0.269846	10	0.199286	0.234566
Oncology	LAG3	10	0.263004	10	0.205578	0.234291
Neurology	EZR	10	0.256923	10	0.211639	0.234281
Oncology	VAT1	10	0.222036	10	0.246453	0.234245
Inflammation_II	TF	10	0.325375	10	0.142523	0.233949
Cardiometabolic_II	HRC	10	0.169406	10	0.298275	0.23384
Cardiometabolic_II	NUP50	10	0.22799	10	0.239577	0.233784
Inflammation	CCL24	10	0.218685	10	0.248352	0.233519
Oncology	KAZALD1	10	0.122215	10	0.343889	0.233052
Oncology	P4HB	10	0.191566	10	0.274268	0.232917
Cardiometabolic	KITLG	10	0.192302	10	0.272907	0.232605
Cardiometabolic_II	LMOD1	10	0.35008	10	0.114512	0.232296
Neurology	TREML2	10	0.191121	10	0.272441	0.231781
Cardiometabolic	SPON2	10	0.24242	10	0.221068	0.231744
Neurology	MSR1	10	0.171944	10	0.291254	0.231599
Neurology_II	TMPRSS11D	10	0.176036	10	0.28704	0.231538
Inflammation	LGMN	10	0.2187	10	0.243851	0.231276
Inflammation	IL32	10	0.216722	10	0.245574	0.231148
Cardiometabolic_II	AHNAK2	10	0.218968	10	0.242554	0.230761
Oncology	DLL1	10	0.252558	10	0.208496	0.230527
Inflammation_II	F2	10	0.231635	10	0.229052	0.230343
Inflammation	TNFSF10	10	0.159475	10	0.300654	0.230065
Oncology	SMAD5	10	0.234129	10	0.225871	0.23
Inflammation_II	CHAD	10	0.282968	10	0.176192	0.22958
Cardiometabolic_II	IGSF21	10	0.260098	10	0.198764	0.229431
Oncology	DCBLD2	10	0.214279	10	0.243855	0.229067
Neurology_II	NEO1	10	0.187167	10	0.270764	0.228966
Inflammation_II	CELSR2	10	0.283745	10	0.173978	0.228861
Cardiometabolic	NECTIN2	10	0.269402	10	0.186474	0.227938
Oncology	LYPD3	10	0.192045	10	0.263754	0.227899
Oncology	F3	10	0.214437	10	0.241153	0.227795
Inflammation_II	APOE	10	0.319993	10	0.135572	0.227782
Cardiometabolic	PTGDS	10	0.270252	10	0.18449	0.227371
Neurology	CD177	10	0.143673	10	0.310334	0.227004
Oncology_II	LRRC37A2	10	0.146155	10	0.30736	0.226757
Inflammation	CD200R1	10	0.155844	10	0.297461	0.226652
Oncology	GALNT10	10	0.245889	10	0.206865	0.226377
Oncology	HAO1	10	0.257411	10	0.194998	0.226204
Neurology	INHBC	10	0.279556	10	0.172141	0.225849
Cardiometabolic_II	RECK	10	0.243614	10	0.207998	0.225806
Neurology	SCARF2	10	0.26479	10	0.186693	0.225741
Oncology	FLT4	10	0.222753	10	0.227599	0.225176
Oncology	IGSF3	10	0.166735	10	0.281869	0.224302
Cardiometabolic	TFRC	10	0.190461	10	0.257073	0.223767
Inflammation_II	FN1	10	0.295036	10	0.150996	0.223016
Cardiometabolic	MARCO	10	0.21207	10	0.232862	0.222466
Oncology_II	TSPAN8	10	0.168296	10	0.276359	0.222327
Oncology_II	CD86	10	0.282408	10	0.162202	0.222305
Neurology	RGMB	10	0.179016	10	0.265007	0.222012
Oncology_II	PCDH7	10	0.195509	10	0.247436	0.221473
Neurology	NRP2	10	0.21832	10	0.224601	0.221461
Oncology	WFDC2	10	0.219713	10	0.223081	0.221397
Cardiometabolic	CCL15	10	0.201766	10	0.240963	0.221365
Inflammation_II	PROS1	10	0.302896	10	0.139598	0.221247
Inflammation	LAMA4	10	0.1615	10	0.280834	0.221167
Oncology_II	PALM	10	0.264024	10	0.177073	0.220548
Cardiometabolic_II	ROBO4	10	0.309835	10	0.130864	0.220349
Cardiometabolic	TINAGL1	10	0.25003	10	0.190072	0.220051
Inflammation	CDON	10	0.176567	10	0.263442	0.220005
Inflammation	CRHBP	10	0.212354	10	0.226799	0.219577
Oncology	CD300LF	10	0.170953	10	0.268186	0.219569
Oncology	NECTIN4	10	0.207961	10	0.230546	0.219254
Inflammation_II	LRG1	10	0.266067	10	0.172379	0.219223
Cardiometabolic	ADAM15	10	0.227519	10	0.210756	0.219137
Oncology	PODXL	10	0.215399	10	0.222388	0.218893
Neurology	GFRA3	10	0.143311	10	0.2942	0.218755
Inflammation_II	CFP	10	0.275156	10	0.162088	0.218622
Cardiometabolic_II	AHNAK	10	0.234084	10	0.203029	0.218557
Oncology	SEZ6L2	10	0.171937	10	0.264901	0.218419
Inflammation_II	BTD	10	0.257789	10	0.178874	0.218332
Inflammation_II	AMY1A_AMY1B_AMY1C	10	0.234944	10	0.20117	0.218057
Neurology	CNTN4	10	0.212811	10	0.223276	0.218043
Cardiometabolic	PROC	10	0.20041	10	0.235515	0.217963
Cardiometabolic	ENTPD6	10	0.187362	10	0.248438	0.2179
Inflammation	OSCAR	10	0.194326	10	0.24141	0.217868
Neurology	APOH	10	0.215793	10	0.219604	0.217698
Cardiometabolic	CST3	10	0.21634	10	0.218912	0.217626
Inflammation	LGALS4	10	0.158364	10	0.276518	0.217441
Cardiometabolic	IGSF8	10	0.242389	10	0.19171	0.217049
Inflammation_II	C7	10	0.264014	10	0.169361	0.216688
Oncology	FOLR1	10	0.256683	10	0.175627	0.216155
Inflammation	ANGPTL2	10	0.226807	10	0.205209	0.216008
Inflammation	MERTK	10	0.187903	10	0.24323	0.215566
Neurology	IGFBP4	10	0.13211	10	0.298938	0.215524
Inflammation_II	CFD	10	0.248845	10	0.181907	0.215376
Cardiometabolic	C2	10	0.225166	10	0.205114	0.21514
Oncology	CD300E	10	0.174268	10	0.255438	0.214853
Oncology	KLK10	10	0.180803	10	0.248054	0.214428
Neurology	MMP3	10	0.172601	10	0.255637	0.214119
Inflammation	CXCL17	10	0.176215	10	0.251846	0.21403
Cardiometabolic	APOM	10	0.184122	10	0.243131	0.213627
Cardiometabolic	CGREF1	10	0.242258	10	0.183977	0.213117
Neurology_II	VSNL1	10	0.278889	10	0.146728	0.212809
Neurology_II	CAPS	10	0.125844	10	0.299697	0.21277
Cardiometabolic_II	LAMB1	10	0.236499	10	0.188484	0.212492
Cardiometabolic	CTSZ	10	0.197219	10	0.22776	0.212489
Oncology	FGFR2	10	0.196768	10	0.227672	0.21222
Cardiometabolic	CPA1	10	0.312959	10	0.111434	0.212196
Neurology	SCARB2	10	0.153526	10	0.270648	0.212087
Neurology	CDH3	10	0.177178	10	0.246621	0.2119
Cardiometabolic	TP53INP1	10	0.199017	10	0.224629	0.211823
Cardiometabolic	ACE2	10	0.161379	10	0.261491	0.211435
Oncology	PODXL2	10	0.120373	10	0.30215	0.211262
Cardiometabolic	GP1BA	10	0.202332	10	0.219658	0.210995
Inflammation	CTSO	10	0.178319	10	0.243285	0.210802
Neurology	THY1	10	0.256125	10	0.165293	0.210709
Neurology	CD34	10	0.243619	10	0.17777	0.210694
Cardiometabolic	CD55	10	0.187649	10	0.233653	0.210651
Inflammation	REG4	10	0.240213	10	0.179901	0.210057
Neurology	VCAN	10	0.197075	10	0.222979	0.210027
Oncology	TNFRSF19	10	0.163011	10	0.255868	0.209439
Neurology	NGF	10	0.213696	10	0.204773	0.209235
Neurology_II	ZHX2	10	0.221925	10	0.196106	0.209016
Oncology	FGFBP1	10	0.187021	10	0.230812	0.208916
Neurology	ROBO2	10	0.22438	10	0.193237	0.208808
Neurology	ITGA5	10	0.202938	10	0.214153	0.208545
Cardiometabolic	PCSK9	10	0.247169	10	0.169674	0.208421
Oncology	ANGPT2	10	0.221838	10	0.194399	0.208119
Cardiometabolic	IL18BP	10	0.18319	10	0.232919	0.208055
Oncology	CRISP2	10	0.236097	10	0.17879	0.207443
Inflammation	SPON1	10	0.202799	10	0.211957	0.207378
Oncology	CRNN	10	0.232216	10	0.182346	0.207281
Cardiometabolic	ADH4	10	0.221286	10	0.192996	0.207141
Neurology	DDR1	10	0.249267	10	0.164759	0.207013
Oncology	NBL1	10	0.205973	10	0.208007	0.20699
Cardiometabolic	CDH6	10	0.20345	10	0.209561	0.206506
Oncology	DSG3	10	0.201882	10	0.211081	0.206481
Inflammation_II	KLKB1	10	0.255915	10	0.156233	0.206074
Inflammation	PGF	10	0.154945	10	0.25704	0.205993
Neurology	GGT1	10	0.180337	10	0.230996	0.205666
Oncology	FAM3B	10	0.245645	10	0.164971	0.205308
Oncology	CTSV	10	0.273774	10	0.136548	0.205161
Cardiometabolic	PLA2G1B	10	0.186986	10	0.222994	0.20499
Inflammation_II	SELL	10	0.253448	10	0.156254	0.204851
Cardiometabolic	CELA3A	10	0.201895	10	0.207802	0.204849
Inflammation	FSTL3	10	0.167869	10	0.24175	0.204809
Inflammation_II	AGT	10	0.304022	10	0.105108	0.204565
Cardiometabolic	RNASET2	10	0.121072	10	0.287796	0.204434
Cardiometabolic	NCAM1	10	0.180117	10	0.228225	0.204171
Inflammation_II	SFRP4	10	0.282005	10	0.125788	0.203896
Inflammation	TFF2	10	0.174335	10	0.233415	0.203875
Cardiometabolic	CDH1	10	0.180166	10	0.227576	0.203871
Oncology_II	NCR3LG1	10	0.199918	10	0.207577	0.203747
Neurology	DRAXIN	10	0.212848	10	0.19463	0.203739
Neurology	CTSS	10	0.193726	10	0.213743	0.203734
Cardiometabolic	BOC	10	0.176918	10	0.229718	0.203318
Inflammation_II	C1RL	10	0.224728	10	0.18158	0.203154
Inflammation	PRELP	10	0.242758	10	0.163078	0.202918
Cardiometabolic	RETN	10	0.122879	10	0.282468	0.202673
Neurology	NCAM2	10	0.125566	10	0.279176	0.202371
Cardiometabolic	SFTPD	10	0.218378	10	0.186038	0.202208
Inflammation	ESM1	10	0.128481	10	0.27585	0.202166
Cardiometabolic	ADGRE5	10	0.203805	10	0.198855	0.20133
Cardiometabolic	FCGR3B	10	0.159847	10	0.242753	0.2013
Cardiometabolic	CD46	10	0.178005	10	0.224316	0.201161
Cardiometabolic_II	TNN	10	0.21166	10	0.189762	0.200711
Cardiometabolic	COL6A3	10	0.192038	10	0.209366	0.200702
Inflammation_II	C1R	10	0.288846	10	0.112057	0.200452
Neurology	FCRL5	10	0.170486	10	0.230401	0.200444
Neurology	B4GAT1	10	0.217936	10	0.182235	0.200086
Inflammation	SCGB1A1	10	0.12797	10	0.271969	0.19997
