panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
CVD2	OID_gisby_00090	BMP-6	P22004	late-early	22	5.148459999999999	5.490300454545454	-0.3418404545454544	-4.855118697924698	21	0.0000844466176062042	0.0014009311010525823	
In	OID_gisby_00332	IFN-gamma	P01579	late-early	22	7.502714090909091	9.943701363636363	-2.4409872727272726	-4.685439259738203	21	0.00012636946223998358	0.0019528783239820891	
In	OID_gisby_00338	CASP-8	Q14790	late-early	22	3.1877190909090913	3.817101363636363	-0.6293822727272727	-4.673884501799801	21	0.0001298932830171573	0.0019528783239820891	
IR	OID_gisby_00435	BTN3A2	P78410	late-early	22	4.779337727272726	5.22878	-0.4494422727272728	-4.647412418239764	21	0.00013834447225113955	0.001965835135837662	
CVD3	OID_gisby_00177	TNFRSF14	Q92956	late-early	22	8.283283181818184	8.000169545454543	0.28311363636363646	4.643100313115094	21	0.000139772681676531	0.001965835135837662	
CVD2	OID_gisby_00175	PARP-1	P09874	late-early	22	4.813765454545454	5.611599545454545	-0.7978340909090907	-4.623707311054769	21	0.0001463817463840389	0.00199445129448253	
IR	OID_gisby_00389	CD28	P10747	late-early	22	2.3221063636363635	1.975287727272727	0.34681863636363636	4.574734275050343	21	0.00016450753449892552	0.002173493486107016	
CVD3	OID_gisby_00230	U-PAR	Q03405	late-early	22	8.16615590909091	7.636577727272726	0.529578181818182	4.558666828042557	21	0.0001709338958433282	0.0021919758408144438	
IR	OID_gisby_00350	GLB1	P16278	late-early	22	0.6986877272727273	1.1629231818181818	-0.4642354545454547	-4.490190218225143	21	0.00020127894444699201	0.0025073605651111004	
IR	OID_gisby_00413	DFFA	O00273	late-early	22	5.506283636363638	6.046789999999999	-0.5405063636363635	-4.449236438937083	21	0.00022195914543998718	0.002688171872550956	
IR	OID_gisby_00379	KRT19	P08727	late-early	22	3.9311281818181816	4.974111818181818	-1.0429836363636362	-4.3108311124258	21	0.0003089857479858793	0.0034543022082523943	
IR	OID_gisby_00381	HNMT	P50135	late-early	22	10.694267272727274	11.25059318181818	-0.5563259090909091	-4.311289731651043	21	0.0003086470832205368	0.0034543022082523943	
CVD3	OID_gisby_00205	GDF-15	Q99988	late-early	22	7.58816181818182	8.050638636363637	-0.4624768181818183	-4.330248410856845	21	0.0002949679036916564	0.0034543022082523943	
CVD3	OID_gisby_00199	FABP4	P15090	late-early	22	9.45618590909091	8.921466363636364	0.5347195454545454	4.25739690825194	21	0.0003511034499084076	0.0038270276040016427	
CVD2	OID_gisby_00103	TNFRSF11A	Q9Y6Q6	late-early	22	10.378526818181816	10.120498636363635	0.2580281818181819	4.202486224276919	21	0.00040037972983864023	0.004156322909753503	
IR	OID_gisby_00402	TREM1	Q9NP99	late-early	22	5.1150400000000005	4.928756363636364	0.1862836363636364	4.205806743957625	21	0.00039721252216295966	0.004156322909753503	
IR	OID_gisby_00390	PTH1R	Q03431	late-early	22	5.679767727272727	5.334004545454545	0.3457631818181817	4.183993583187845	21	0.00041848603598437784	0.004243253760213691	
CM	OID_gisby_00019	PROC	P04070	late-early	22	4.212675454545454	3.8926668181818185	0.3200086363636364	4.026956755098785	21	0.0006091847791380722	0.0059023236378711	
CVD3	OID_gisby_00198	TLT-2	Q5T2D2	late-early	22	5.587775454545453	5.358383636363636	0.2293918181818183	4.029947123066648	21	0.0006048467914170352	0.0059023236378711	
In	OID_gisby_00331	IL33	O95760	late-early	22	0.4057477272727273	0.7688681818181817	-0.36312045454545455	-3.9913689952682576	21	0.0006632512132356272	0.0062864680211029015	
IR	OID_gisby_00396	CKAP4	Q07065	late-early	22	7.79521	8.355922272727272	-0.5607122727272728	-3.9155288589546995	21	0.0007949209765796272	0.007374160548696117	
In	OID_gisby_00277	MCP-1	P13500	late-early	22	12.26365909090909	12.696975909090911	-0.4333168181818184	-3.8953980793290754	21	0.000834036440936714	0.007575831005175153	
CVD3	OID_gisby_00214	IGFBP-1	P08833	late-early	22	7.062803181818182	7.980769999999998	-0.9179668181818179	-3.867930710037075	21	0.000890507236648963	0.007923697044468323	
IR	OID_gisby_00433	CD83	Q01151	late-early	22	5.704621818181819	5.4338736363636375	0.2707481818181818	3.8152296512869044	21	0.0010096885825188195	0.008631847489768732	
In	OID_gisby_00320	CD5	P06127	late-early	22	7.312060454545454	7.069564545454546	0.24249590909090915	3.8194935635684	21	0.0009994846050218609	0.008631847489768732	
CM	OID_gisby_00010	SERPINA5	P05154	late-early	22	7.877892727272729	7.2747686363636355	0.603124090909091	3.773595772180111	21	0.0011149075652789886	0.00934807112426229	
CVD3	OID_gisby_00243	ST2	Q01638	late-early	22	6.853677727272728	7.533208636363638	-0.6795309090909091	-3.7450278133394344	21	0.0011933143951849967	0.009459728660011974	
CM	OID_gisby_00009	CR2	P20023	late-early	22	7.002961363636363	6.675875454545453	0.3270859090909091	3.7493404878224066	21	0.0011811374561569998	0.009459728660011974	
IR	OID_gisby_00425	CLEC7A	Q9BXN2	late-early	22	7.070275454545455	6.788911363636365	0.2813640909090908	3.7597162191809343	21	0.0011523426773414336	0.009459728660011974	
IR	OID_gisby_00398	HEXIM1	O94992	late-early	22	5.974126363636365	6.515038181818183	-0.540911818181818	-3.734781297957565	21	0.0012227458915330391	0.009519950155507233	
In	OID_gisby_00306	IL-18R1	Q13478	late-early	22	9.114433181818182	9.394807727272726	-0.28037454545454543	-3.718379734075568	21	0.0012713575708402924	0.009724770190988904	
CVD2	OID_gisby_00154	AGRP	O00253	late-early	22	7.611025000000001	8.008910454545456	-0.3978854545454547	-3.7093004374299716	21	0.0012990835866972805	0.009765524893103695	
CVD2	OID_gisby_00158	THPO	P40225	late-early	22	3.743632272727272	4.107529545454545	-0.3638972727272727	-3.6896945802656234	21	0.0013610094469327372	0.01005762913326565	
CVD2	OID_gisby_00125	FS	P19883	late-early	22	11.303640454545455	12.042664090909092	-0.7390236363636364	-3.643996423220251	21	0.0015168899486490695	0.011022733626849905	
CVD3	OID_gisby_00195	TIMP4	Q99727	late-early	22	5.478144545454547	4.986561363636364	0.49158318181818184	3.6134709560293565	21	0.0016306950193043512	0.011439429138736301	
IR	OID_gisby_00373	GALNT3	Q14435	late-early	22	2.9599254545454543	3.3647277272727276	-0.4048022727272727	-3.618259062205392	21	0.0016123030396524296	0.011439429138736301	
CVD3	OID_gisby_00249	IL-18BP	O95998	late-early	22	7.459584999999999	7.650428636363637	-0.19084363636363635	-3.6077490906585528	21	0.001652945036101805	0.011439429138736301	
CVD3	OID_gisby_00244	t-PA	P00750	late-early	22	5.15139	5.788517272727273	-0.6371272727272728	-3.514436618915911	21	0.0020609462444571847	0.013824193270512809	
CM	OID_gisby_00043	PLXNB2	O15031	late-early	22	1.9852727272727273	2.201298181818182	-0.2160254545454545	-3.5154239057009673	21	0.0020561500686817613	0.013824193270512809	
IR	OID_gisby_00428	IL12RB1	P42701	late-early	22	3.826557272727273	4.141481363636363	-0.31492409090909096	-3.4946799545354432	21	0.0021592660534934804	0.014264242413987235	
CVD3	OID_gisby_00218	PSP-D	P35247	late-early	22	3.061905	2.339285	0.72262	3.4557777718548293	21	0.00236650961241458	0.015399973000190402	
In	OID_gisby_00292	IL18	Q14116	late-early	22	9.834416363636363	10.290798636363634	-0.4563822727272727	-3.4419913841624035	21	0.002444537845859296	0.01567380148227431	
CVD3	OID_gisby_00184	IL2-RA	P01589	late-early	22	6.037084545454545	5.721323636363636	0.3157609090909092	3.378957968629959	21	0.0028346032291226564	0.017911405911557654	
In	OID_gisby_00318	TNF	P01375	late-early	22	4.1827713636363635	4.5157986363636375	-0.33302727272727295	-3.3164000179643174	21	0.0032816735510527995	0.020440138117986006	
CM	OID_gisby_00065	THBS4	P35443	late-early	22	5.161924545454546	5.832711363636364	-0.6707868181818184	-3.3004655819234365	21	0.0034061258742152933	0.020625984460525944	
In	OID_gisby_00296	TNFSF14	O43557	late-early	22	4.546447272727273	4.987572272727274	-0.44112500000000004	-3.301318367151765	21	0.003399350361483089	0.020625984460525944	
CVD3	OID_gisby_00187	CSTB	P04080	late-early	22	8.861636363636364	8.582009545454545	0.2796268181818181	3.262811471733545	21	0.003718778064305539	0.022210784055304314	
CM	OID_gisby_00077	CCL18	P55774	late-early	22	7.895054090909093	7.424744090909092	0.47030999999999995	3.2462878083257722	21	0.003864643441054305	0.02276379787039211	
IR	OID_gisby_00434	ITGB6	P18564	late-early	22	4.225334545454545	3.9842768181818182	0.24105772727272734	3.2406372280549065	21	0.003915790918072037	0.02276379787039211	
CVD3	OID_gisby_00210	MPO	P05164	late-early	22	3.0180481818181817	3.3453254545454545	-0.3272772727272728	-3.230700122382133	21	0.004007340545896021	0.022844879932867844	
CVD2	OID_gisby_00142	CEACAM8	P31997	late-early	22	7.369462272727272	7.048059545454547	0.32140272727272723	3.2167559321426165	21	0.004139324574992109	0.022844879932867844	
In	OID_gisby_00291	CD6	P30203	late-early	22	6.054559545454547	5.842477727272726	0.21208181818181823	3.222422292124403	21	0.004085189591761074	0.022844879932867844	
In	OID_gisby_00303	IL-15RA	Q13261	late-early	22	3.2743636363636357	3.093223636363636	0.18114000000000005	3.221094285735684	21	0.004097814949981071	0.022844879932867844	
IR	OID_gisby_00351	PSIP1	O75475	late-early	22	3.9133113636363634	4.398453181818181	-0.48514181818181806	-3.207762399283743	21	0.004226680909355851	0.023016845905605956	
CM	OID_gisby_00000	PRCP	P42785	late-early	22	1.5568895454545457	1.2988963636363637	0.2579931818181818	3.2027577332780823	21	0.0042760654090689965	0.023016845905605956	
IR	OID_gisby_00356	CNTNAP2	Q9UHC6	late-early	22	2.671343636363637	2.443037727272727	0.22830590909090906	3.141622051499707	21	0.004926432292504446	0.025878608187131787	
IR	OID_gisby_00414	DCBLD2	Q96PD2	late-early	22	8.547118636363637	8.38897318181818	0.15814545454545437	3.1429513623883647	21	0.004911321258047163	0.025878608187131787	
In	OID_gisby_00267	MCP-3	P80098	late-early	22	3.0578513636363636	3.954475909090909	-0.8966245454545455	-3.1266957168880647	21	0.005099230752886097	0.026467435812599267	
CM	OID_gisby_00022	PCOLCE	Q15113	late-early	22	7.1379150000000005	6.80808	0.32983500000000016	3.1211454795687796	21	0.00516496967662361	0.02649325622362228	
CVD2	OID_gisby_00145	CCL17	Q92583	late-early	22	8.956440454545453	8.37901590909091	0.5774245454545456	3.101573219402552	21	0.005403400330934893	0.027079109704455328	
CVD3	OID_gisby_00197	CDH5	P33151	late-early	22	3.239988181818182	3.0814409090909085	0.1585472727272728	3.105183299661481	21	0.005358635609859386	0.027079109704455328	
In	OID_gisby_00310	TRANCE	O14788	late-early	22	4.266669545454546	3.762438636363636	0.504230909090909	3.095951136367561	21	0.005473834768175978	0.027120363169599163	
CVD2	OID_gisby_00153	PRSS8	Q16651	late-early	22	9.824795909090907	9.71743181818182	0.10736409090909066	3.079553809473671	21	0.005684370345163892	0.027847027758330974	
CVD2	OID_gisby_00147	MMP7	P09237	late-early	22	10.330900454545455	9.907266818181819	0.4236336363636362	3.0350638452211576	21	0.006295758577410826	0.030493808443745166	
CVD3	OID_gisby_00224	MMP-2	P08253	late-early	22	3.062143181818182	2.753766818181818	0.3083763636363636	3.030322718533668	21	0.006364533413717455	0.030493808443745166	
CM	OID_gisby_00050	FCN2	Q15485	late-early	22	4.9324840909090915	4.428578636363637	0.5039054545454547	3.0227425432725545	21	0.0064759986046747375	0.030690602083023755	
IR	OID_gisby_00367	PRDX5	P30044	late-early	22	5.458434545454547	5.880249999999998	-0.42181545454545455	-2.9925416661552853	21	0.00693906122368082	0.0325315128336004	
IR	OID_gisby_00406	BACH1	O14867	late-early	22	2.481575909090909	2.962096818181818	-0.480520909090909	-2.9546184428979685	21	0.0075657772821959846	0.03365998872487193	
IR	OID_gisby_00361	CLEC4C	Q8WTT0	late-early	22	3.2939218181818175	3.6919059090909085	-0.39798409090909087	-2.9574436422303054	21	0.007517272418083865	0.03365998872487193	
CVD2	OID_gisby_00162	MMP12	P39900	late-early	22	8.126078181818185	7.835363181818181	0.2907149999999999	2.957480567359024	21	0.007516640445405676	0.03365998872487193	
CM	OID_gisby_00025	LTBP2	Q14767	late-early	22	2.777013181818182	3.061457272727273	-0.284444090909091	-2.956365762980684	21	0.007535742803592038	0.03365998872487193	
CVD3	OID_gisby_00225	FAS	P25445	late-early	22	6.762916363636364	6.605752272727272	0.15716409090909095	2.960972549912303	21	0.007457105352534965	0.03365998872487193	
In	OID_gisby_00295	MCP-4	Q99616	late-early	22	14.801179545454545	14.261778181818181	0.5394013636363638	2.9349156552997226	21	0.007912501300689101	0.034846975425257054	
CVD3	OID_gisby_00228	PRTN3	P24158	late-early	22	4.683489545454547	5.152847272727272	-0.46935772727272734	-2.8917786382122945	21	0.008725613102296137	0.03804367312601116	
CVD2	OID_gisby_00111	IL-27	Q8NEV9,Q14213	late-early	22	6.770827272727271	7.013927272727273	-0.24309999999999993	-2.8539248301624203	21	0.009504521546184641	0.04102941974392578	
IR	OID_gisby_00355	HCLS1	P14317	late-early	22	5.995188181818182	6.394885909090909	-0.3996977272727273	-2.843144102914757	21	0.00973824168756865	0.0412220716095139	
CVD2	OID_gisby_00164	PD-L2	Q9BQ51	late-early	22	4.348450454545454	4.514217272727273	-0.16576681818181818	-2.8472059809117236	21	0.009649545121093617	0.0412220716095139	
In	OID_gisby_00279	CXCL11	O14625	late-early	22	9.37509272727273	10.114565454545454	-0.7394727272727271	-2.836149774119706	21	0.009892799618815173	0.04144270029896891	
In	OID_gisby_00348	CSF-1	P09603	late-early	22	10.703147272727271	10.800030909090905	-0.09688363636363627	-2.832228729267913	21	0.00998046681511866	0.04144270029896891	
CVD3	OID_gisby_00252	CTSZ	Q9UBR2	late-early	22	5.01102590909091	5.198576818181818	-0.18755090909090907	-2.8230217429518807	21	0.010189241263692361	0.04191046406575349	
CM	OID_gisby_00007	SERPINA7	P05543	late-early	22	4.596543636363635	4.79913090909091	-0.20258727272727278	-2.8042342291271662	21	0.010628253956477485	0.04330765163574003	
In	OID_gisby_00317	IL10	P22301	late-early	22	4.262823636363637	4.970950000000001	-0.7081263636363636	-2.781516136529344	21	0.011183202402412773	0.045147002291221934	
CVD2	OID_gisby_00113	CXCL1	P09341	late-early	22	10.037682272727272	10.582936818181818	-0.5452545454545455	-2.72764696279853	21	0.012611329064068144	0.049203736973963956	
IR	OID_gisby_00408	SPRY2	O43597	late-early	22	3.885022727272728	4.3374213636363645	-0.4523986363636364	-2.7266440329690083	21	0.012639492066706337	0.049203736973963956	
IR	OID_gisby_00407	PIK3AP1	Q6ZUJ8	late-early	22	3.331825454545455	3.6840954545454547	-0.3522700000000001	-2.7361504785941198	21	0.012374924893380657	0.049203736973963956	
CM	OID_gisby_00073	APOM	O95445	late-early	22	5.32662590909091	5.101435909090909	0.22519	2.7276606457144807	21	0.01261094524970563	0.049203736973963956	
IR	OID_gisby_00404	SRPK2	P78362	late-early	22	2.3286640909090903	2.9351222727272726	-0.6064581818181819	-2.7138117045597423	21	0.01300513782993562	0.049916469570508694	
CVD3	OID_gisby_00222	AXL	P30530	late-early	22	9.190718636363638	8.906720454545454	0.2839981818181817	2.704370703814793	21	0.013280528601328001	0.049916469570508694	
IR	OID_gisby_00431	KPNA1	P52294	late-early	22	-0.8034372727272728	-0.5639995454545453	-0.23943772727272733	-2.707403947057046	21	0.013191453115110052	0.049916469570508694	
CVD2	OID_gisby_00134	THBS2	P35442	late-early	22	5.6852527272727285	5.805599545454545	-0.12034681818181812	-2.7065443764625163	21	0.013216637983653579	0.049916469570508694	
In	OID_gisby_00307	PD-L1	Q9NZQ7	late-early	22	8.096974545454545	8.333582727272725	-0.23660818181818177	-2.666129646299501	21	0.014453506153462525	0.05386092891375779	
In	OID_gisby_00305	IL-22 RA1	Q8N6P7	late-early	22	2.0813699999999997	2.3886786363636365	-0.3073086363636363	-2.661454217662681	21	0.014603458678437153	0.053958542235581344	
CVD2	OID_gisby_00099	IL-1ra	P18510	late-early	22	6.61671	7.036387272727273	-0.4196772727272728	-2.655705166523277	21	0.014789859852672116	0.0541880579476054	
In	OID_gisby_00264	IL8	P10145	late-early	22	6.309142272727272	6.758325454545456	-0.44918318181818184	-2.63276490141211	21	0.015556250628527168	0.05644449995773652	
IR	OID_gisby_00382	CCL11	P51671	late-early	22	7.982759090909091	7.7870800000000004	0.1956790909090909	2.6296068302271336	21	0.015664643336894768	0.05644449995773652	
CVD3	OID_gisby_00221	AP-N	P15144	late-early	22	5.475177727272729	5.326074090909091	0.1491036363636364	2.625124158483564	21	0.0158197227248007	0.0565360582624025	
CVD2	OID_gisby_00139	HO-1	P09601	late-early	22	12.054927727272728	12.309377727272727	-0.2544500000000001	-2.616652756091702	21	0.01611675219257691	0.057129300454988076	
IR	OID_gisby_00369	TRIM5	Q9C035	late-early	22	2.8279318181818183	3.2613036363636367	-0.43337181818181814	-2.5951097052244383	21	0.01689594251338744	0.058933047486695395	
CVD2	OID_gisby_00155	HB-EGF	Q99075	late-early	22	5.611980000000001	5.8994409090909095	-0.287460909090909	-2.595246949399422	21	0.016890868207459553	0.058933047486695395	
CVD2	OID_gisby_00160	GT	P51161	late-early	22	3.98882	4.456614090909091	-0.46779409090909074	-2.5332337269216407	21	0.01933544046086233	0.0643578635397559	
CVD2	OID_gisby_00105	TRAIL-R2	O14763	late-early	22	9.963770454545452	9.506996818181818	0.4567736363636366	2.549790447006564	21	0.01865216534313352	0.0643578635397559	
CM	OID_gisby_00081	C1QTNF1	Q9BXJ1	late-early	22	5.011840454545454	5.427700909090909	-0.41586045454545456	-2.527182335131987	21	0.01959097238805918	0.0643578635397559	
CM	OID_gisby_00039	TNC	P24821	late-early	22	5.0250709090909105	5.407433181818184	-0.3823622727272728	-2.5204075000721717	21	0.01988080232951628	0.0643578635397559	
CVD3	OID_gisby_00215	CHIT1	Q13231	late-early	22	4.288342272727273	4.033205909090908	0.2551363636363637	2.544357317256363	21	0.01887384898583555	0.0643578635397559	
CVD2	OID_gisby_00167	TNFRSF13B	O14836	late-early	22	11.33278818181818	11.08049818181818	0.25228999999999985	2.522608433891894	21	0.01978620842215384	0.0643578635397559	
CVD2	OID_gisby_00097	IL-4RA	P24394	late-early	22	4.007669545454546	4.254268181818182	-0.24659863636363635	-2.536100129292658	21	0.019215493420351004	0.0643578635397559	
CVD2	OID_gisby_00132	MERTK	Q12866	late-early	22	7.182337272727272	7.410490454545454	-0.22815318181818164	-2.5293362181739183	21	0.01949966019550553	0.0643578635397559	
CVD3	OID_gisby_00238	SHPS-1	P78324	late-early	22	4.453402727272727	4.315067727272728	0.13833500000000007	2.519328753434796	21	0.01992732013272258	0.0643578635397559	
In	OID_gisby_00324	4E-BP1	Q13541	late-early	22	10.473585	10.599041363636363	-0.1254563636363638	-2.5433616527983456	21	0.018914741098377652	0.0643578635397559	
CVD3	OID_gisby_00237	IL-1RT2	P27930	late-early	22	4.93766	4.745595454545454	0.19206454545454552	2.4993276377651603	21	0.02080846690267335	0.06670949683504104	
CM	OID_gisby_00056	ICAM3	P32942	late-early	22	3.19539	3.3252122727272737	-0.1298222727272727	-2.493266966760002	21	0.02108257379434675	0.06709490638200864	
CVD2	OID_gisby_00171	HSP 27	P04792	late-early	22	10.787278636363638	10.676621818181816	0.11065681818181818	2.4873374235702115	21	0.02135401000587067	0.06746629248231603	
CM	OID_gisby_00061	EFEMP1	Q12805	late-early	22	6.714302727272727	6.868144545454545	-0.153841818181818	-2.434516847687092	21	0.023919902770305645	0.07502933530829685	
CVD2	OID_gisby_00136	VSIG2	Q96IQ7	late-early	22	6.873446363636364	6.716950000000001	0.15649636363636363	2.3963676436612493	21	0.025948317451141456	0.08081047434784054	
In	OID_gisby_00312	IL-12B	P29460	late-early	22	8.058126363636363	8.459838181818183	-0.4017118181818184	-2.385787692669138	21	0.02653847083946692	0.0809144985035495	
In	OID_gisby_00271	IL7	P13232	late-early	22	1.694015909090909	2.039159545454545	-0.34514363636363643	-2.3879097867302206	21	0.026419112294305824	0.0809144985035495	
CM	OID_gisby_00058	CNDP1	Q96KN2	late-early	22	2.6967490909090905	2.9141609090909095	-0.2174118181818182	-2.388777794929462	21	0.0263704340220674	0.0809144985035495	
CVD3	OID_gisby_00179	ITGB2	P05107	late-early	22	5.512089545454546	5.286894090909091	0.2251954545454545	2.338193487550087	21	0.029350049269271317	0.08825256194070548	
CM	OID_gisby_00017	NOTCH1	P46531	late-early	22	3.4472709090909093	3.5873659090909102	-0.14009499999999991	-2.3395521082953397	21	0.029266116752061144	0.08825256194070548	
In	OID_gisby_00311	HGF	P14210	late-early	22	10.547850454545452	11.309063181818182	-0.7612127272727272	-2.3255341872343336	21	0.03014284805295775	0.0900156284321204	
CVD3	OID_gisby_00226	MB	P02144	late-early	22	8.538192272727274	9.019480000000001	-0.4812877272727272	-2.3136958954284523	21	0.030902032803242774	0.0906924523896181	
In	OID_gisby_00322	CXCL6	P80162	late-early	22	8.059548636363637	8.33764	-0.27809136363636355	-2.3090991808793646	21	0.031201531785419068	0.0906924523896181	
In	OID_gisby_00340	CX3CL1	P78423	late-early	22	6.340931363636363	6.570672272727273	-0.2297409090909091	-2.313508434977273	21	0.03091419487257574	0.0906924523896181	
CVD2	OID_gisby_00112	IL-17D	Q8TAD2	late-early	22	3.121847272727273	3.245481363636364	-0.12363409090909093	-2.309136637511195	21	0.0311990805452671	0.0906924523896181	
CVD3	OID_gisby_00213	RETN	Q9HD89	late-early	22	8.60601590909091	8.818627727272727	-0.2126118181818182	-2.2744165720803426	21	0.0335487354346109	0.09686919635424074	
CVD3	OID_gisby_00229	PCSK9	Q8NBP7	late-early	22	2.557380909090909	2.763397727272727	-0.2060168181818182	-2.2578711769503617	21	0.03472459262544114	0.09960475253087064	
CVD2	OID_gisby_00151	Dkk-1	O94907	late-early	22	10.011090454545455	10.146899090909091	-0.13580863636363646	-2.2438570864793213	21	0.035749938369641354	0.10187564136708256	
CM	OID_gisby_00015	CCL14	Q16627	late-early	22	7.994744545454545	7.75057	0.2441745454545454	2.24009495816936	21	0.03602987066179986	0.10200664680873206	
CVD2	OID_gisby_00140	IL16	Q14005	late-early	22	7.737376363636363	7.927073181818184	-0.1896968181818183	-2.22411655855506	21	0.03724124575713317	0.10475602032329073	
IR	OID_gisby_00363	CLEC4A	Q9UMR7	late-early	22	5.240516818181818	5.055317272727272	0.18519954545454534	2.199725183401393	21	0.039162219965155565	0.10945338400517837	
CM	OID_gisby_00018	PAM	P19021	late-early	22	2.309079545454545	2.434447272727273	-0.12536772727272727	-2.1931641531250805	21	0.0396941218077993	0.11023335737707321	
In	OID_gisby_00302	CCL19	Q99731	late-early	22	10.751179090909092	11.059762272727273	-0.3085831818181816	-2.1839121322929107	21	0.040455352351407514	0.11113453015307377	
CVD3	OID_gisby_00196	CNTN1	Q12860	late-early	22	3.7511663636363632	3.5909863636363624	0.16018000000000002	2.183032432721466	21	0.040528418106281494	0.11113453015307377	
CM	OID_gisby_00029	COMP	P49747	late-early	22	7.491472727272728	7.842342727272728	-0.35086999999999996	-2.1718542246027934	21	0.04146735233121501	0.1129985351025609	
