comparison	panel	n_tests	n_skipped	n_q_lt_05	n_q_lt_10	min_q	max_abs_effect
late-early	CM	90	0	19	25	0.000016592636447487763	0.8114945454545454
late-early	CVD2	87	0	18	29	0.000028759761513746135	0.7978340909090907
late-early	CVD3	87	0	26	34	0.000016592636447487763	1.484016818181818
late-early	IR	87	0	33	35	0.000016592636447487763	1.6853690909090913
late-early	In	85	0	20	29	0.000016592636447487763	2.4409872727272726
