panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
In	OID_gisby_00323	CXCL10	P02778	late-early	22	10.931853181818186	12.823764545454548	-1.8919113636363638	-8.217631635123011	21	0.000000053411852940499216	0.000014843692457189306	
CM	OID_gisby_00054	TCN2	P20062	late-early	22	5.032162727272727	5.883726363636364	-0.8515636363636364	-7.998719397242193	21	0.00000008256447214805007	0.000014843692457189306	
IR	OID_gisby_00432	LAG3	P18627	late-early	22	3.677365909090909	4.402184999999999	-0.724819090909091	-7.75108431037168	21	0.00000013618066474485602	0.000014843692457189306	
CVD3	OID_gisby_00204	TNFRSF10C	O14798	late-early	22	5.022974999999999	4.447918636363638	0.5750563636363634	7.866326888931666	21	0.00000010777948800111403	0.000014843692457189306	
CVD3	OID_gisby_00202	CCL24	O00175	late-early	22	5.772672272727274	4.117719090909091	1.654953181818182	7.278143049532187	21	0.0000003623220035109398	0.000025748955099277486	
In	OID_gisby_00337	MCP-2	P80075	late-early	22	9.477107727272726	11.03382681818182	-1.5567190909090909	-7.307663504055645	21	0.00000034055427167167807	0.000025748955099277486	
CVD3	OID_gisby_00190	GRN	P28799	late-early	22	5.7681700000000005	6.377257272727274	-0.6090872727272727	-7.215490905456853	21	0.00000041340065526362935	0.000025748955099277486	
CVD2	OID_gisby_00096	BOC	Q9BWV1	late-early	22	4.369361363636362	3.9665745454545456	0.4027868181818182	7.142203424845978	21	0.0000004826805841684489	0.000026306091837180468	
CVD2	OID_gisby_00143	PTX3	P26022	late-early	22	3.605364090909092	4.303339545454545	-0.6979754545454546	-6.564520658916197	21	0.0000016782813141436037	0.00008130340588517903	
IR	OID_gisby_00427	DDX58	O95786	late-early	22	3.3216454545454543	4.9564877272727275	-1.6348422727272727	-6.4395409946278175	21	0.0000022101939598506704	0.00009636445664948923	
CM	OID_gisby_00040	NID1	P14543	late-early	22	4.469399999999999	5.0831409090909085	-0.6137409090909091	-6.1968869703898735	21	0.0000037931895811027516	0.00015034824157825452	
CVD3	OID_gisby_00263	CCL16	O15467	late-early	22	7.337993181818181	6.07532	1.2626731818181818	5.732446866618684	21	0.00001087677704036949	0.0003729456363351903	
IR	OID_gisby_00376	TRIM21	P19474	late-early	22	3.194076363636364	4.19257	-0.9984936363636364	-5.722812646116144	21	0.0000111199386980676	0.0003729456363351903	
CM	OID_gisby_00089	LILRB5	O75023	late-early	22	4.9509704545454545	4.557591818181819	0.3933786363636363	5.65450343582932	21	0.000013010917927047672	0.0004051971582994846	
IR	OID_gisby_00358	IRF9	Q00978	late-early	22	1.5947727272727277	2.4380059090909088	-0.843233181818182	-5.585040130434149	21	0.00001527158383241023	0.000443894036728724	
In	OID_gisby_00332	IFN-gamma	P01579	late-early	22	7.41760090909091	10.14527409090909	-2.727673181818181	-5.5179415090361426	21	0.000017835907056840128	0.0004860284672988935	
CM	OID_gisby_00060	NRP1	O14786	late-early	22	1.4478804545454547	1.229068181818182	0.21881227272727272	5.33547015549671	21	0.000027263499517315992	0.0006992285758558689	
IR	OID_gisby_00426	CLEC6A	Q6EIG7	late-early	22	3.2508999999999997	3.8707390909090904	-0.619839090909091	-5.310444844232573	21	0.000028904204520063814	0.0007001240650415457	
In	OID_gisby_00341	TNFRSF9	Q07011	late-early	22	10.438856363636365	9.863489090909091	0.5753672727272726	5.235547510862722	21	0.00003443990704243838	0.0007903052352896386	
CM	OID_gisby_00027	VCAM1	P19320	late-early	22	5.934440454545455	6.352744090909092	-0.41830363636363627	-5.163125049227926	21	0.00004081746445971923	0.0008898207252218792	
CVD3	OID_gisby_00227	TNFSF13B	Q9Y275	late-early	22	6.949523636363636	7.82687	-0.8773463636363636	-5.110937400226187	21	0.00004614556776427747	0.0009145212520556809	
CVD2	OID_gisby_00090	BMP-6	P22004	late-early	22	5.161070909090909	5.510166818181816	-0.349095909090909	-5.125882565854235	21	0.000044551391833458354	0.0009145212520556809	
CM	OID_gisby_00046	ST6GAL1	P15907	late-early	22	3.785501363636364	4.292920909090908	-0.5074195454545455	-5.080610216553508	21	0.000049560639737489254	0.0009394973445889267	
CVD3	OID_gisby_00185	ALCAM	Q13740	late-early	22	7.361146363636364	7.082902727272728	0.2782436363636362	5.029095685346175	21	0.000055959691938722855	0.0010166010702201318	
CVD2	OID_gisby_00129	SERPINA12	Q8IW75	late-early	22	4.207841363636363	3.5401640909090903	0.6676772727272727	4.9010548822684825	21	0.00007573785560022195	0.0012924631189169106	
IR	OID_gisby_00364	PRDX1	Q06830	late-early	22	2.1992459090909087	2.781342727272728	-0.5820968181818182	-4.893673210382096	21	0.00007707348874275155	0.0012924631189169106	
IR	OID_gisby_00377	LILRB4	Q8NHJ6	late-early	22	6.577698181818182	7.109501818181817	-0.5318036363636366	-4.875780041671476	21	0.00008041077748299763	0.001298485147503221	
IR	OID_gisby_00350	GLB1	P16278	late-early	22	0.6604836363636363	1.174440909090909	-0.5139572727272728	-4.822442307402414	21	0.00009125169020740564	0.001420919176086745	
CVD3	OID_gisby_00230	U-PAR	Q03405	late-early	22	8.153014545454544	7.59369590909091	0.5593186363636365	4.788572707604292	21	0.00009889107542471187	0.0014791278289367031	
CVD3	OID_gisby_00205	GDF-15	Q99988	late-early	22	7.588749999999999	8.087324545454544	-0.4985745454545455	-4.776470087026938	21	0.00010177485061491076	0.0014791278289367031	
IR	OID_gisby_00435	BTN3A2	P78410	late-early	22	4.772457727272728	5.279581818181818	-0.5071240909090909	-4.7487313108001095	21	0.00010870885524938423	0.0015289374480235976	
CVD2	OID_gisby_00175	PARP-1	P09874	late-early	22	4.8060718181818185	5.665059545454546	-0.8589877272727274	-4.704621961062505	21	0.00012073088243758079	0.0016449582732120382	
CM	OID_gisby_00083	GAS6	Q14393	late-early	22	5.545431363636364	5.772924545454545	-0.22749318181818187	-4.691589325665185	21	0.00012453336151430072	0.001645349867279852	
In	OID_gisby_00338	CASP-8	Q14790	late-early	22	3.208776818181819	3.858828181818181	-0.6500513636363636	-4.656277405398505	21	0.00013545433006822982	0.0017370025855808296	
CVD3	OID_gisby_00177	TNFRSF14	Q92956	late-early	22	8.274403181818181	7.993572272727274	0.2808309090909092	4.589566314689191	21	0.00015879131140250635	0.0019780860506140793	
IR	OID_gisby_00381	HNMT	P50135	late-early	22	10.655083181818185	11.293578636363636	-0.6384954545454545	-4.340515234505772	21	0.00028781548069733986	0.0034603953701313073	
CVD3	OID_gisby_00199	FABP4	P15090	late-early	22	9.389986818181818	8.846605909090911	0.543380909090909	4.332110738306419	21	0.00029365740526343664	0.0034603953701313073	
CVD2	OID_gisby_00158	THPO	P40225	late-early	22	3.703473636363637	4.116315454545454	-0.4128418181818182	-4.233800412447482	21	0.00037148811717502284	0.004153046643289999	
IR	OID_gisby_00402	TREM1	Q9NP99	late-early	22	5.116611363636363	4.929207272727272	0.1874040909090909	4.240906209196224	21	0.0003652279380792489	0.004153046643289999	
IR	OID_gisby_00379	KRT19	P08727	late-early	22	4.0149645454545455	4.991533636363638	-0.9765690909090909	-4.174351650270746	21	0.0004282488389091288	0.004652584277042256	
IR	OID_gisby_00413	DFFA	O00273	late-early	22	5.534547272727273	6.03451227272727	-0.49996500000000005	-4.155326814020629	21	0.0004481847239352632	0.004652584277042256	
IR	OID_gisby_00390	PTH1R	Q03431	late-early	22	5.661254545454545	5.330696363636363	0.33055818181818175	4.15880381127389	21	0.0004444732220461045	0.004652584277042256	
In	OID_gisby_00318	TNF	P01375	late-early	22	4.1652286363636355	4.556805000000001	-0.3915763636363638	-4.095265758265812	21	0.000517408350965809	0.0052462800237463416	
CVD3	OID_gisby_00218	PSP-D	P35247	late-early	22	3.175725909090909	2.2832304545454547	0.8924954545454544	4.0606124905293335	21	0.0005620999892144152	0.00556989989312466	
In	OID_gisby_00277	MCP-1	P13500	late-early	22	12.26745909090909	12.711054545454544	-0.44359545454545474	-4.009706673780685	21	0.0006348204931385659	0.006016994239313364	
CVD3	OID_gisby_00198	TLT-2	Q5T2D2	late-early	22	5.585632272727273	5.343625909090909	0.24200636363636374	4.013689554872153	21	0.0006288076688452104	0.006016994239313364	
CVD3	OID_gisby_00184	IL2-RA	P01589	late-early	22	6.0761686363636365	5.724915454545455	0.351253181818182	3.997984673969677	21	0.0006528510100529683	0.006056234901767961	
