panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
Inflammation	OID20712	DNER	Q8NFT8	PR2-PR1	9	0.20360000000000003	-0.3647888888888889	0.5683888888888889	8.904955915319503	8	0.000020034161845927656	0.044682591982338815	
Oncology	OID21407	KLK14	Q9P0G3	PR2-PR1	9	0.6146222222222222	0.1020888888888889	0.5125333333333333	8.41012276274915	8	0.000030417012921946096	0.044682591982338815	
Oncology	OID21192	FEN1	P39748	PR2-PR1	7	-0.09457142857142857	-0.4441285714285714	0.34955714285714284	9.512675346157613	6	0.00007695554964382012	0.07536513495118118	
Neurology	OID21096	CA6	P23280	PR2-PR1	9	1.3758666666666666	0.8632555555555554	0.5126111111111111	6.939309036721034	8	0.00011969641817288768	0.087917019147986	
Cardiometabolic	OID20087	MMP7	P09237	PR2-PR1	8	3.6859874999999995	3.1540125	0.531975	6.7449185416374196	7	0.00026624512891681995	0.1564456377515234	
Oncology_II	OID31490	NCR3LG1	Q68D85	PR2-PR1	9	0.5296444444444446	0.19864444444444446	0.33100000000000007	5.608634573034533	8	0.0005051361031909174	0.24734831186248588	
Oncology_II	OID31177	MAPRE3	Q9UPY8	PR2-PR1	8	-0.2736	-0.7493375	0.4757375	5.560775840642679	7	0.0008502206882885499	0.35684976888453707	
Oncology	OID21531	MIA	Q16674	PR2-PR1	8	0.745525	0.46211250000000004	0.28341249999999996	5.2021429947802735	7	0.001250062958592757	0.4212264133000157	
Cardiometabolic_II	OID30235	RNF149	Q8NC42	PR2-PR1	8	0.042225000000000006	-0.175425	0.21765000000000004	5.1733244460815735	7	0.0012903463988087616	0.4212264133000157	
Oncology	OID21171	CEACAM5	P06731	PR2-PR1	7	0.4907285714285714	-0.3555142857142857	0.8462428571428572	5.526292495535787	6	0.001478252570075389	0.4301528267128898	
Oncology_II	OID31160	MORF4L2	Q15014	PR2-PR1	8	-0.5278375	-0.14531249999999998	-0.382525	-4.898103606151851	7	0.0017569210076768815	0.4301528267128898	
Cardiometabolic	OID20367	C1QTNF1	Q9BXJ1	PR2-PR1	9	0.42701111111111106	0.6079999999999999	-0.18098888888888887	-4.652447575838184	8	0.0016394554874201717	0.4301528267128898	
Neurology_II	OID30800	CTNNA1	P35221	PR2-PR1	7	-0.08387142857142858	-0.2637714285714286	0.17989999999999998	5.119702725596977	6	0.002178868564117975	0.4924242954906624	
Inflammation_II	OID30434	ESR1	P03372	PR2-PR1	8	0.18132500000000001	-0.3370875	0.5184124999999999	4.583852367134824	7	0.0025321593823617317	0.4959656176919179	
Neurology_II	OID30915	CADPS	Q9ULU8	PR2-PR1	6	0.57855	0.06315000000000001	0.5154	5.597080621113844	5	0.0025139792606210243	0.4959656176919179	
Cardiometabolic_II	OID30136	EDEM2	Q9BV94	PR2-PR1	9	-0.39991111111111116	-1.104011111111111	0.7041	4.126163972902773	8	0.003315924895931577	0.6088867090154357	
Neurology_II	OID30878	NLGN2	Q8NFZ4	PR2-PR1	7	0.332	-0.3678142857142857	0.6998142857142857	4.39818415536952	6	0.004577336551315092	0.6112824903528973	
Inflammation_II	OID30472	IL36A	Q9UHA7	PR2-PR1	8	-0.24751250000000002	-0.8874374999999999	0.639925	4.1383802528074565	7	0.004357995972844808	0.6112824903528973	
Neurology_II	OID30810	TSPAN7	P41732	PR2-PR1	7	-0.03444285714285716	-0.43464285714285716	0.4001999999999999	4.515310982870204	6	0.004037632062678043	0.6112824903528973	
Oncology	OID21530	LYPD3	O95274	PR2-PR1	8	0.8349625	0.45842499999999997	0.3765375	4.219438731314525	7	0.003939345792421722	0.6112824903528973	
Oncology	OID21456	CRISP2	P16562	PR2-PR1	9	0.13863333333333333	-0.1898444444444444	0.32847777777777776	3.9342912810362343	8	0.0043304866815652154	0.6112824903528973	
Neurology	OID21108	CD109	Q6YHK3	PR2-PR1	9	0.04628888888888888	0.1529333333333333	-0.10664444444444443	-3.9270080806367686	8	0.004375051196433333	0.6112824903528973	
Cardiometabolic_II	OID30104	SCGB2A2	Q13296	PR2-PR1	9	0.22645555555555555	-0.6554888888888889	0.8819444444444444	3.833562846918877	8	0.004992593194807382	0.6167706984015682	
Inflammation_II	OID30517	TYRP1	P17643	PR2-PR1	8	0.321	-0.20682500000000004	0.5278249999999999	3.9605042775576607	7	0.005458147773465205	0.6167706984015682	
Neurology_II	OID31096	PALM2	Q8IXS6	PR2-PR1	9	-0.26151111111111114	-0.6709111111111111	0.40940000000000004	3.8134595033501637	8	0.0051372847689501455	0.6167706984015682	
Oncology_II	OID31422	TADA3	O75528	PR2-PR1	9	-0.15343333333333334	-0.4612222222222222	0.3077888888888889	3.7981985603345785	8	0.0052501186346392	0.6167706984015682	
Neurology	OID21102	PIGR	P01833	PR2-PR1	9	-0.10834444444444442	0.06768888888888888	-0.17603333333333332	-3.6198866797381917	8	0.0067837096712068945	0.7118049647859234	
Neurology	OID21122	CD99L2	Q8TCZ2	PR2-PR1	9	0.012877777777777778	0.15131111111111112	-0.13843333333333332	-3.6204563700016066	8	0.006778110119223468	0.7118049647859234	
Inflammation_II	OID30435	TNFSF9	P41273	PR2-PR1	8	-0.0950875	-0.6471625000000001	0.552075	3.7566902674691702	7	0.007105607315998519	0.7198715273932293	
Neurology_II	OID30837	BOLA1	Q9Y3E2	PR2-PR1	7	0.42560000000000003	-0.5179428571428571	0.9435428571428571	3.9058789197114305	6	0.007929994488916403	0.7280726190136373	
Oncology_II	OID31473	PSAPL1	Q6NUJ1	PR2-PR1	9	-0.05843333333333332	-0.44175555555555557	0.3833222222222223	3.552684117796534	8	0.007480092597420773	0.7280726190136373	
Oncology_II	OID31493	PSCA	O43653	PR2-PR1	9	0.08232222222222224	-0.2786888888888889	0.3610111111111111	3.5268814052777615	8	0.007767334222594124	0.7280726190136373	
Oncology_II	OID31439	SH3BP1	Q9Y3L3	PR2-PR1	9	-0.14246666666666666	-0.44193333333333334	0.2994666666666667	3.461187866130142	8	0.00855283227097181	0.7614612488519751	
Neurology	OID20879	DCTN6	O00399	PR2-PR1	7	-1.7820714285714288	-1.0390428571428572	-0.7430285714285715	-3.801291424153671	6	0.008954264395234945	0.773753788035302	
Neurology	OID21111	FCRL5	Q96RD9	PR2-PR1	9	-0.8141	-0.599588888888889	-0.21451111111111112	-3.406753854363883	8	0.009267484567700546	0.7779391331401201	
Cardiometabolic_II	OID30189	VSIG10L	Q86VR7	PR2-PR1	9	1.1347666666666667	0.22258888888888886	0.9121777777777778	3.3746344351357025	8	0.009718599577686504	0.7931457099789708	
Cardiometabolic_II	OID30412	TNN	Q9UQP3	PR2-PR1	9	0.08162222222222221	-0.1509666666666667	0.2325888888888889	3.34320618841048	8	0.010182531361530467	0.8085480308155814	
Neurology_II	OID30821	CEND1	Q8N111	PR2-PR1	7	0.7209142857142857	0.1684857142857143	0.5524285714285714	3.4895122090187174	6	0.012991071468809068	0.8299847306273216	
Oncology_II	OID31427	KLK15	Q9H2R5	PR2-PR1	9	-0.27663333333333334	-0.7135444444444443	0.4369111111111111	3.263748133277255	8	0.0114628518524027	0.8299847306273216	
Oncology	OID21163	RABEPK	Q7Z6M1	PR2-PR1	7	0.2218857142857143	-0.19814285714285712	0.4200285714285714	3.4587652837541145	6	0.013487625685269844	0.8299847306273216	
Cardiometabolic_II	OID30362	CEACAM6	P40199	PR2-PR1	9	0.29982222222222227	-0.11529999999999999	0.4151222222222223	3.1491915925715745	8	0.013615069956762538	0.8299847306273216	
Cardiometabolic_II	OID30118	ATP1B2	P14415	PR2-PR1	9	0.1225	-0.26734444444444444	0.38984444444444444	3.1853787714696873	8	0.012892701532260409	0.8299847306273216	
Oncology_II	OID31352	S100A3	P33764	PR2-PR1	9	0.2957333333333334	-0.007700000000000005	0.3034333333333333	3.2261960465384356	8	0.012125959815470377	0.8299847306273216	
Inflammation	OID20460	WNT9A	O14904	PR2-PR1	8	0.4230625	0.132025	0.2910375	3.24652454557226	7	0.014124995415713437	0.8299847306273216	
Cardiometabolic	OID20059	DUOX2	Q9NRD8	PR2-PR1	8	0.11031250000000001	-0.16951249999999998	0.279825	3.2562101100647287	7	0.013937159934185983	0.8299847306273216	
Oncology_II	OID31394	DUSP13	Q6B8I1	PR2-PR1	9	0.16123333333333334	-0.1103111111111111	0.2715444444444445	3.1414831012196927	8	0.01377436045124969	0.8299847306273216	
Inflammation	OID20708	LY6D	Q14210	PR2-PR1	9	0.08533333333333333	-0.11946666666666667	0.20479999999999998	3.300035554238552	8	0.010858275979963139	0.8299847306273216	
Inflammation	OID20765	CCL22	O00626	PR2-PR1	9	-0.3490888888888889	-0.19841111111111112	-0.15067777777777777	-3.21193673095562	8	0.012388221482886319	0.8299847306273216	
Inflammation	OID20654	C1QA	P02745	PR2-PR1	9	0.04055555555555555	0.16176666666666667	-0.12121111111111113	-3.1772621722488554	8	0.013051149623349412	0.8299847306273216	
Neurology	OID21157	STC2	O76061	PR2-PR1	9	0.7792	0.8938222222222224	-0.11462222222222224	-3.1623677899482074	8	0.013347250337106376	0.8299847306273216	
Oncology_II	OID31252	EPN1	Q9Y6I3	PR2-PR1	7	-0.009428571428571468	-0.4414142857142857	0.4319857142857142	3.4005559268663306	6	0.014486008730028255	0.8345077186043728	
Inflammation_II	OID30569	AFAP1	Q8N556	PR2-PR1	8	0.5119875	1.1471125	-0.635125	-3.1936750506258686	7	0.015198802434678527	0.8587323375593368	
Inflammation	OID20428	IL33	O95760	PR2-PR1	8	-1.27345	-0.240925	-1.032525	-3.176717551882381	7	0.015561587031887258	0.862640428295939	
Oncology_II	OID31515	PALM	O75781	PR2-PR1	9	-0.22163333333333332	-0.4738555555555555	0.2522222222222223	3.0348705228503965	8	0.016189051663177745	0.880804329378078	
Oncology	OID21271	FOXO3	O43524	PR2-PR1	7	0.22462857142857143	0.9962999999999999	-0.7716714285714285	-3.0924654763518995	6	0.0213205898085731	0.8956590005142653	
Neurology_II	OID30920	GNGT1	P63211	PR2-PR1	6	1.3997833333333334	0.7470666666666667	0.6527166666666667	3.3041389945768738	5	0.02137784906108453	0.8956590005142653	
Oncology_II	OID31277	ACADM	P11310	PR2-PR1	7	-0.4055	-1.0206571428571427	0.6151571428571428	3.055991659978528	6	0.02233953064491545	0.8956590005142653	
Cardiometabolic_II	OID30253	GATD3	P0DPI2	PR2-PR1	8	-0.9467	-0.39006250000000003	-0.5566375	-2.9179907990958687	7	0.022404033297125148	0.8956590005142653	
Neurology_II	OID30832	HDAC9	Q9UKV0	PR2-PR1	7	0.12258571428571427	-0.4276142857142857	0.5502	3.0843966458717946	6	0.021541565930756512	0.8956590005142653	
Cardiometabolic_II	OID30171	UHRF2	Q96PU4	PR2-PR1	9	-0.21732222222222222	-0.6614888888888889	0.44416666666666677	2.9192961669546382	8	0.019312083424867454	0.8956590005142653	
Cardiometabolic_II	OID30130	ABRAXAS2	Q15018	PR2-PR1	9	0.1412111111111111	-0.29602222222222224	0.43723333333333336	2.87740877579425	8	0.020593296828906427	0.8956590005142653	
Oncology	OID21178	ATP6AP2	O75787	PR2-PR1	7	-1.1548285714285715	-1.5818428571428573	0.4270142857142857	3.141588591029869	6	0.02002744729142747	0.8956590005142653	
Neurology_II	OID30814	IMPG1	Q17R60	PR2-PR1	7	0.6326857142857143	0.2298	0.40288571428571424	3.121215370833568	6	0.020553081907729975	0.8956590005142653	
Neurology	OID20873	KIRREL2	Q6UWL6	PR2-PR1	7	0.7000571428571428	0.32698571428571427	0.37307142857142855	3.007450287568022	6	0.023778557535776956	0.8956590005142653	
Cardiometabolic_II	OID30113	SART1	O43290	PR2-PR1	9	-0.4257555555555555	-0.7552777777777778	0.3295222222222222	2.8086624057088967	8	0.022890189755581547	0.8956590005142653	
Oncology_II	OID31509	SPINT3	P49223	PR2-PR1	9	-0.9981222222222222	-1.3126777777777778	0.3145555555555557	2.8722857832421473	8	0.020755934089221606	0.8956590005142653	
Inflammation	OID20476	TPT1	P13693	PR2-PR1	8	0.474175	0.7876375	-0.31346250000000003	-2.882294683239381	7	0.02357418905886144	0.8956590005142653	
Inflammation_II	OID30540	NPHS1	O60500	PR2-PR1	8	-0.43483750000000004	-0.7021	0.26726249999999996	2.908789194034534	7	0.022699682573136926	0.8956590005142653	
Cardiometabolic_II	OID30320	LECT2	O14960	PR2-PR1	9	-3.8621222222222227	-4.106922222222222	0.24479999999999993	2.799660224318147	8	0.023209995313550058	0.8956590005142653	
Oncology_II	OID31476	SNX18	Q96RF0	PR2-PR1	9	0.33765555555555554	0.1099111111111111	0.2277444444444445	2.8298638140096304	8	0.02215485462944433	0.8956590005142653	
Neurology	OID21133	FCER2	P06734	PR2-PR1	9	0.040122222222222226	0.26526666666666665	-0.22514444444444445	-2.894514504652277	8	0.02005975081824607	0.8956590005142653	
Inflammation_II	OID30526	ZBP1	Q9H171	PR2-PR1	8	-0.60435	-0.8240750000000001	0.219725	2.951226244335156	7	0.021369618004867696	0.8956590005142653	
Neurology	OID20980	OBP2B	Q9NPH6	PR2-PR1	8	0.44355	0.22761250000000005	0.2159375	2.9026144332945916	7	0.02290038688213225	0.8956590005142653	
Inflammation	OID20782	FSTL3	O95633	PR2-PR1	9	-0.1683777777777778	-0.3657666666666667	0.1973888888888889	2.986891472312227	8	0.01741632536398474	0.8956590005142653	
Neurology	OID21106	NOMO1	Q15155	PR2-PR1	9	-0.2843	-0.12872222222222224	-0.1555777777777778	-2.8958877519900876	8	0.0200175439528254	0.8956590005142653	
Neurology	OID21153	PAMR1	Q6UXH9	PR2-PR1	9	-0.3478222222222222	-0.2079111111111111	-0.13991111111111112	-2.9353462691269274	8	0.01884333520583592	0.8956590005142653	
Oncology	OID21419	CLMP	Q9H6B4	PR2-PR1	9	-0.12205555555555556	-0.20164444444444443	0.07958888888888889	2.8963239506289753	8	0.020004156633937953	0.8956590005142653	
Inflammation_II	OID30750	SERPINA1	P01009	PR2-PR1	9	-0.03441111111111111	-0.09997777777777778	0.06556666666666668	2.905981282491947	8	0.019710131344703452	0.8956590005142653	
Oncology_II	OID31206	CREBZF	Q9NS37	PR2-PR1	8	-0.3901125	-0.9877875	0.5976750000000001	2.866595974295838	7	0.02410906378684108	0.8966130304523936	
Neurology_II	OID30941	PRKAG3	Q9UGI9	PR2-PR1	6	-0.14526666666666668	-0.47665	0.3313833333333333	3.168054718661288	5	0.024869162597751737	0.8978979368614584	
Neurology	OID20869	XRCC4	Q13426	PR2-PR1	7	0.19722857142857145	-0.07994285714285716	0.27717142857142857	2.9831026923368444	6	0.024537984698843385	0.8978979368614584	
Oncology_II	OID31170	MUCL3	Q3MIW9	PR2-PR1	8	-0.0017875000000000044	0.19779999999999998	-0.19958749999999997	-2.839558465193681	7	0.025060459776255817	0.8978979368614584	
Neurology_II	OID30896	BATF	Q16520	PR2-PR1	6	-0.5410833333333334	-0.6910833333333333	0.15000000000000002	3.147065379700625	5	0.025462914362552214	0.9013258120141977	
Neurology_II	OID30929	CLNS1A	P54105	PR2-PR1	6	0.19536666666666666	-0.22698333333333331	0.42235	3.119766249380432	5	0.026259168094638907	0.90764042190646	
Inflammation	OID20481	IL17D	Q8TAD2	PR2-PR1	8	0.29336249999999997	0.5165125	-0.22315000000000002	-2.811347726177018	7	0.02609537409048035	0.90764042190646	
Inflammation_II	OID30724	SERPINA7	P05543	PR2-PR1	9	0.11423333333333334	-0.20550000000000002	0.31973333333333337	2.7059954614389827	8	0.026823868382550575	0.9115050029660242	
Oncology	OID21462	WFDC12	Q8WWY7	PR2-PR1	9	-0.0335555555555556	-0.3221777777777779	0.28862222222222217	2.701972463159946	8	0.02699146877401093	0.9115050029660242	
Neurology_II	OID30881	AMIGO1	Q86WK6	PR2-PR1	6	-0.12735	0.38761666666666666	-0.5149666666666667	-3.0374348994306377	5	0.02883518329855206	0.9618549779999785	
Inflammation	OID20447	RABGAP1L	Q5R372	PR2-PR1	8	0.1400375	0.6026499999999999	-0.4626125	-2.734772661169409	7	0.029137199810074232	0.9618549779999785	
Inflammation_II	OID30433	RICTOR	Q6R327	PR2-PR1	8	-0.6002	-1.1859875	0.5857875	2.716008121924756	7	0.029937828286360046	0.9748467370231859	
Oncology_II	OID31440	LRRC37A2	A6NM11	PR2-PR1	9	-0.1385777777777778	-0.4607666666666667	0.3221888888888889	2.6296546512448047	8	0.03019436796089514	0.9748467370231859	
Cardiometabolic	OID20220	GH1	P01241	PR2-PR1	8	-0.3637249999999999	1.3771625	-1.7408875000000001	-1.493764774988653	7	0.17887942507294907	0.9898736574779298	
Cardiometabolic	OID20050	TNNI3	P19429	PR2-PR1	8	1.149325	-0.4954125	1.6447375	1.4013146541831756	7	0.20386424698500116	0.9898736574779298	
Oncology_II	OID31333	COL4A4	P53420	PR2-PR1	7	0.1569	-1.2980285714285713	1.4549285714285713	1.2324160690277692	6	0.263892393470331	0.9898736574779298	
Inflammation_II	OID30420	DAND5	Q8N907	PR2-PR1	8	-3.244025	-1.79075	-1.453275	-1.140629192157144	7	0.291541559103879	0.9898736574779298	
Oncology_II	OID31307	KIAA1549	Q9HCM3	PR2-PR1	7	-0.5198857142857143	0.8966000000000001	-1.4164857142857143	-1.1769592559876008	6	0.2837827582745187	0.9898736574779298	
Oncology	OID21378	MUC16	Q8WXI7	PR2-PR1	9	2.9740222222222226	1.7427777777777775	1.2312444444444444	0.8142774182760869	8	0.43904993699787687	0.9898736574779298	
Neurology_II	OID30794	UPK3A	O75631	PR2-PR1	7	-1.1988714285714288	-0.025628571428571438	-1.173242857142857	-1.038051510998316	6	0.3392577315687497	0.9898736574779298	
Oncology_II	OID31173	ANKRA2	Q9H9E1	PR2-PR1	8	-0.6007625000000002	0.5451125	-1.1458750000000002	-0.9297377989440377	7	0.38344923970232747	0.9898736574779298	
