panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
In	OID_gisby_00323	CXCL10	P02778	late-early	22	10.974252727272727	12.815665000000003	-1.8414122727272726	-8.115528112511589	21	0.00000006539098662550202	0.000017863323463318537	
CM	OID_gisby_00054	TCN2	P20062	late-early	22	5.023071363636363	5.844977727272728	-0.8219063636363638	-7.660463350509421	21	0.0000001638837014983352	0.000017863323463318537	
IR	OID_gisby_00432	LAG3	P18627	late-early	22	3.6855890909090903	4.389573181818182	-0.703984090909091	-7.684233430448054	21	0.0000001560971625291785	0.000017863323463318537	
CVD3	OID_gisby_00204	TNFRSF10C	O14798	late-early	22	5.037057727272728	4.481922272727272	0.5551354545454543	7.7155577771177235	21	0.00000014641511780766336	0.000017863323463318537	
CVD2	OID_gisby_00096	BOC	Q9BWV1	late-early	22	4.358846818181819	3.9699286363636364	0.388918181818182	7.26468278012113	21	0.0000003727183730539707	0.00003250104213030625	
CVD3	OID_gisby_00190	GRN	P28799	late-early	22	5.778081363636363	6.3827918181818175	-0.6047104545454546	-7.173759196436673	21	0.00000045149067084970795	0.000032808322081745445	
In	OID_gisby_00337	MCP-2	P80075	late-early	22	9.513896363636364	10.97478590909091	-1.4608895454545456	-6.848427032781404	21	0.0000009047021254371401	0.000056350018098656153	
CVD3	OID_gisby_00202	CCL24	O00175	late-early	22	5.759505	4.178005909090909	1.5814990909090907	6.727870035417159	21	0.0000011746388928202123	0.00006401781965870157	
IR	OID_gisby_00427	DDX58	O95786	late-early	22	3.2798763636363635	4.96270590909091	-1.6828295454545457	-6.3654191462268415	21	0.000002604634828928809	0.00012412302012012398	
CVD2	OID_gisby_00143	PTX3	P26022	late-early	22	3.629161818181818	4.2824836363636365	-0.653321818181818	-6.3197409643129205	21	0.0000028830015497138817	0.00012412302012012398	
CM	OID_gisby_00040	NID1	P14543	late-early	22	4.488283181818182	5.081684999999999	-0.5934018181818181	-6.282626237304841	21	0.000003131544085599458	0.00012412302012012398	
CVD3	OID_gisby_00263	CCL16	O15467	late-early	22	7.323239999999999	6.031866818181819	1.2913731818181822	5.920677764440147	21	0.0000070759648895801774	0.00025709339098807976	
IR	OID_gisby_00376	TRIM21	P19474	late-early	22	3.173134545454545	4.2008436363636354	-1.027709090909091	-5.782146883172637	21	0.00000970588232140912	0.00032552036093341357	
IR	OID_gisby_00358	IRF9	Q00978	late-early	22	1.605917272727273	2.446609090909091	-0.8406918181818182	-5.570532784053816	21	0.0000157921856458465	0.0004742105988967182	
CM	OID_gisby_00089	LILRB5	O75023	late-early	22	4.958042272727272	4.568198636363635	0.38984363636363634	5.556457181064703	21	0.00001631458482442838	0.0004742105988967182	
CVD3	OID_gisby_00185	ALCAM	Q13740	late-early	22	7.380514545454546	7.08756909090909	0.2929454545454544	5.49721309367065	21	0.000018713701960049178	0.0005099483784113401	
CM	OID_gisby_00083	GAS6	Q14393	late-early	22	5.5288949999999994	5.774637727272727	-0.24574272727272736	-5.326237565136377	21	0.000027857489803828628	0.0007144626796746637	
CM	OID_gisby_00060	NRP1	O14786	late-early	22	1.4541327272727276	1.2359854545454545	0.21814727272727275	5.295772251559297	21	0.00002991248957995296	0.0007245469698255272	
In	OID_gisby_00341	TNFRSF9	Q07011	late-early	22	10.478009545454547	9.897893636363635	0.5801159090909089	5.267736149860526	21	0.00003193963852998749	0.0007329306525828708	
IR	OID_gisby_00350	GLB1	P16278	late-early	22	0.6502636363636365	1.1786972727272726	-0.5284336363636364	-5.148300805399295	21	0.00004226414451746763	0.0008774841433150422	
CM	OID_gisby_00046	ST6GAL1	P15907	late-early	22	3.793257272727273	4.306839090909091	-0.5135818181818183	-5.164770062739262	21	0.00004066005801139916	0.0008774841433150422	
CVD3	OID_gisby_00227	TNFSF13B	Q9Y275	late-early	22	6.988710454545455	7.867598636363637	-0.8788881818181818	-5.1179168967612	21	0.00004539399955461043	0.000899626536627734	
CM	OID_gisby_00027	VCAM1	P19320	late-early	22	5.949399545454546	6.336166818181818	-0.3867672727272727	-5.080153817611305	21	0.00004961394559765964	0.0009405078382860696	
CVD2	OID_gisby_00129	SERPINA12	Q8IW75	late-early	22	4.218230454545453	3.5435681818181823	0.6746622727272726	4.917593001857047	21	0.00007282980485490143	0.0012701517966694808	
IR	OID_gisby_00364	PRDX1	Q06830	late-early	22	2.188128181818182	2.7816181818181813	-0.59349	-4.930271019508904	21	0.00007067719933995242	0.0012701517966694808	
In	OID_gisby_00332	IFN-gamma	P01579	late-early	22	7.501042727272727	10.07962681818182	-2.5785840909090907	-4.865281847896246	21	0.00008243644948513484	0.0013311959990932886	
IR	OID_gisby_00377	LILRB4	Q8NHJ6	late-early	22	6.586146818181818	7.094684090909092	-0.5085372727272728	-4.871539162372638	21	0.00008122294454748769	0.0013311959990932886	
IR	OID_gisby_00426	CLEC6A	Q6EIG7	late-early	22	3.280156363636364	3.8516268181818187	-0.5714704545454545	-4.836608128931194	21	0.00008823601495211442	0.001373960804254353	
