gene_symbol	n_subjects	point_mean	boot_mean	boot_sd	ci_lo_95	ci_hi_95	p_pos	p_sign_stable	contrast	n_boot
IGFBPL1	10	0.19156	0.1959202300000001	0.07925604792304167	0.04418325000000001	0.35688450000000005	0.995	0.995	PT1-PR1	1000
PALM2	10	0.21902000000000005	0.21754087999999985	0.07840598128157263	0.05841975000000003	0.36989425	0.995	0.995	PT1-PR1	1000
GC	10	0.11193	0.11017465999999998	0.06637478218868209	0.014501749999999996	0.25721025	0.995	0.995	PT1-PR1	1000
ARHGEF1	10	0.5267299999999999	0.5318661800000005	0.21318556670576747	0.12370375	0.9564647499999999	0.995	0.995	PT1-PR1	1000
SLA2	10	0.54191	0.5384507199999999	0.21281977227587007	0.13511075000000003	0.9490787500000001	0.995	0.995	PT1-PR1	1000
ADAMTS16	10	-0.11828999999999998	-0.11731688999999995	0.04849528559512618	-0.21174374999999998	-0.026587499999999993	0.005	0.995	PT1-PR1	1000
SLC13A1	10	0.29170999999999997	0.28933717000000003	0.12299072764553375	0.05005925000000001	0.5700469999999999	0.995	0.995	PT1-PR1	1000
CEACAM1	10	0.15710000000000002	0.15533244999999987	0.06567255838493218	0.03483824999999999	0.2913215	0.995	0.995	PT1-PR1	1000
CASP3	10	0.69725	0.70098449	0.27732035684467954	0.18325949999999996	1.2649007500000002	0.995	0.995	PT1-PR1	1000
KITLG	10	0.13906999999999997	0.14048061000000023	0.05797562417021337	0.02934924999999998	0.25794624999999993	0.995	0.995	PT1-PR1	1000
CA12	10	-0.15655999999999998	-0.1548800900000002	0.059610892326619966	-0.26919875	-0.03912575000000001	0.005	0.995	PT1-PR1	1000
TREML2	10	0.13486	0.13829089999999997	0.05626124713618886	0.03099375	0.25280724999999993	0.995	0.995	PT1-PR1	1000
KRT6C	10	0.5640499999999999	0.5658119000000011	0.23032813671271596	0.13981625000000003	1.03052825	0.995	0.995	PT1-PR1	1000
PLA2G7	10	0.08667	0.08835352000000005	0.029794231287744735	0.031625750000000015	0.14294675	0.994	0.994	PT1-PR1	1000
CD48	10	0.10316999999999998	0.10469989999999997	0.03631158253803349	0.03504225	0.17352799999999996	0.994	0.994	PT1-PR1	1000
YARS1	10	1.2892400000000002	1.2954562699999976	0.5442236897172308	0.24623024999999993	2.4194744999999998	0.994	0.994	PT1-PR1	1000
NCAM2	10	0.09032	0.09063757	0.03693334186255336	0.01675324999999999	0.16388175	0.994	0.994	PT1-PR1	1000
OGA	10	0.34317	0.34528078	0.16055102240405258	0.04830325	0.6734500000000001	0.994	0.994	PT1-PR1	1000
NIT2	10	0.7062300000000001	0.6957571300000003	0.3828944267597881	0.08839925000000003	1.5361622499999992	0.994	0.994	PT1-PR1	1000
NACC1	10	0.3019	0.30550201999999993	0.11427429255374234	0.08507725000000001	0.5262199999999999	0.994	0.994	PT1-PR1	1000
PPP1R9B	10	0.5701600000000001	0.5678320899999998	0.23578253318914238	0.09488124999999996	1.01376575	0.994	0.994	PT1-PR1	1000
CDH6	10	0.15083	0.15149757999999997	0.06315113794832017	0.03428950000000001	0.28589149999999997	0.994	0.994	PT1-PR1	1000
CSF1	10	0.11328	0.11489374000000016	0.04354961439699011	0.02974050000000003	0.19496774999999997	0.994	0.994	PT1-PR1	1000
APOM	10	0.13984000000000002	0.13949013000000007	0.056851228682287855	0.03342449999999998	0.25627199999999994	0.994	0.994	PT1-PR1	1000
SERPINB6	10	0.38837	0.39047850000000056	0.16197444038145922	0.07887625000000002	0.7249260000000001	0.994	0.994	PT1-PR1	1000
FXN	10	0.62615	0.6281582100000003	0.2737966286837269	0.11323450000000006	1.1985720000000002	0.994	0.994	PT1-PR1	1000
PLA2G1B	10	0.12223000000000002	0.12480521999999993	0.05653438169525931	0.019394250000000002	0.24044949999999998	0.994	0.994	PT1-PR1	1000
TAX1BP1	10	0.5424900000000001	0.5475872500000001	0.24520120213707547	0.0849255000000001	1.077798	0.994	0.994	PT1-PR1	1000
KIF1C	10	0.25082	0.24916369000000005	0.10488597662784604	0.04498124999999999	0.4540402499999998	0.994	0.994	PT1-PR1	1000
MMP10	10	0.13974	0.14193712999999994	0.052304981479307025	0.03085450000000002	0.24215700000000007	0.994	0.994	PT1-PR1	1000
FABP2	10	0.30865000000000004	0.30897410999999986	0.1187728790751984	0.07005625	0.537081	0.994	0.994	PT1-PR1	1000
CD101	10	0.08688	0.08731944000000007	0.02876665564787753	0.02234274999999999	0.134867	0.994	0.994	PT1-PR1	1000
RTN4IP1	10	0.4629499999999999	0.45992078999999975	0.22172134831985982	0.06491474999999998	0.92995875	0.993	0.993	PT1-PR1	1000
SERPINA4	10	0.18708999999999998	0.18552705999999985	0.1193044178296431	0.020092250000000002	0.4559805	0.993	0.993	PT1-PR1	1000
CELA3A	10	-0.15525	-0.15358799999999984	0.06018413496347109	-0.27062325	-0.03516300000000004	0.007	0.993	PT1-PR1	1000
CEACAM19	10	0.52098	0.5203472800000006	0.18981951880014625	0.11471274999999999	0.8484782500000001	0.993	0.993	PT1-PR1	1000
MCFD2	10	0.27691	0.27761405999999994	0.12114008580525817	0.042616250000000015	0.5252574999999999	0.993	0.993	PT1-PR1	1000
TMEM106A	10	0.36696999999999996	0.3657602499999996	0.1823616016490136	0.05373900000000002	0.7624114999999997	0.993	0.993	PT1-PR1	1000
SUGT1	10	0.7434099999999999	0.7267305599999996	0.3849120855253442	0.08447674999999995	1.5641142499999994	0.993	0.993	PT1-PR1	1000
NRGN	10	0.39583	0.39438452999999984	0.18542965079504709	0.06595075000000004	0.788507	0.993	0.993	PT1-PR1	1000
EPS8L2	10	-0.1243	-0.1214382100000001	0.051374911108315185	-0.22432499999999997	-0.028046749999999974	0.007	0.993	PT1-PR1	1000
CNTN2	10	-0.23569	-0.23193065999999998	0.10569334541317643	-0.443379	-0.048889999999999975	0.007	0.993	PT1-PR1	1000
CCL8	10	0.11534000000000003	0.11532728000000006	0.05039656794527049	0.024350250000000004	0.21442275	0.993	0.993	PT1-PR1	1000
NT5C	10	0.56821	0.5703933600000003	0.25943253161847774	0.10725600000000006	1.126108	0.993	0.993	PT1-PR1	1000
UFD1	10	0.5943099999999999	0.5923695899999997	0.23643851309252747	0.13306075000000003	1.0600164999999997	0.993	0.993	PT1-PR1	1000
RP2	10	0.31975999999999993	0.3225123799999997	0.1295728422478406	0.060974499999999994	0.58395075	0.993	0.993	PT1-PR1	1000
IGSF8	10	0.1875	0.19022015000000023	0.07378872127815583	0.04161799999999999	0.33009575	0.993	0.993	PT1-PR1	1000
THBS2	10	-0.06156999999999999	-0.06009069999999994	0.03419458920415395	-0.13707149999999999	-0.005877999999999995	0.007	0.993	PT1-PR1	1000
HSD17B3	10	0.49573	0.49149890000000035	0.2224129557545546	0.078721	0.9309127500000001	0.993	0.993	PT1-PR1	1000
GP2	10	0.26354	0.25875798	0.10823342681167868	0.05017774999999998	0.46935475000000004	0.992	0.992	PT1-PR1	1000
LILRA5	10	0.1331	0.13324291999999993	0.06464445883392893	0.02024400000000001	0.26833524999999997	0.992	0.992	PT1-PR1	1000
PRDX5	10	0.58181	0.5885253399999993	0.25452460218022027	0.11626424999999999	1.08604	0.992	0.992	PT1-PR1	1000
NCK2	10	0.37248000000000003	0.3657470199999999	0.1447053982801299	0.06378749999999997	0.6177087499999999	0.992	0.992	PT1-PR1	1000
TADA3	10	0.36506999999999995	0.3624199400000005	0.1518277047416694	0.06883699999999997	0.6540297499999999	0.992	0.992	PT1-PR1	1000
AMOTL2	10	0.21833999999999998	0.21925411999999975	0.0967730869569881	0.03527699999999998	0.4136777499999999	0.992	0.992	PT1-PR1	1000
PLXNB2	10	0.08437999999999998	0.08589601000000009	0.037421724463762254	0.014419249999999988	0.16004149999999998	0.992	0.992	PT1-PR1	1000
VSIG2	10	0.21776	0.21939990999999978	0.08036469964879825	0.0630305	0.371366	0.992	0.992	PT1-PR1	1000
CANT1	10	0.19722	0.19795538999999993	0.09497800352714256	0.0331725	0.40850024999999995	0.992	0.992	PT1-PR1	1000
ICAM5	10	0.17282999999999998	0.17511302999999986	0.08806139901407092	0.027316750000000004	0.3617752499999999	0.992	0.992	PT1-PR1	1000
CA4	10	0.10246999999999999	0.10224877000000003	0.043354214158168924	0.017724750000000004	0.186052	0.992	0.992	PT1-PR1	1000
REEP4	10	0.51437	0.51424172	0.2135409472030457	0.10187774999999999	0.9311729999999997	0.992	0.992	PT1-PR1	1000
GIGYF2	10	0.5873600000000001	0.5925323600000004	0.2493020381052545	0.14806875000000003	1.0802690000000001	0.992	0.992	PT1-PR1	1000
ELAC1	10	0.58372	0.5839948499999995	0.24414985897685043	0.12629475	1.06277725	0.992	0.992	PT1-PR1	1000
EPHX2	10	0.35343	0.3538504100000001	0.1485064802316812	0.06390700000000002	0.6414264999999999	0.992	0.992	PT1-PR1	1000
STAM	10	0.4191	0.4194865500000002	0.19505127564701807	0.07439849999999999	0.8312875	0.992	0.992	PT1-PR1	1000
MMP7	10	0.07393000000000001	0.07310247000000009	0.030085228348208704	0.012280750000000111	0.132914	0.992	0.992	PT1-PR1	1000
CALCOCO1	10	0.7430199999999998	0.7499082999999994	0.33772271186110153	0.10277624999999986	1.4541382499999997	0.992	0.992	PT1-PR1	1000
GYS1	10	0.4669600000000001	0.47626770000000096	0.18771950541812216	0.09615699999999998	0.8492092500000001	0.992	0.992	PT1-PR1	1000
PKD2	10	0.5319100000000001	0.5387027899999997	0.18809407956201638	0.16711575000000004	0.8721294999999999	0.992	0.992	PT1-PR1	1000
OMD	10	0.08916000000000003	0.09025216	0.038323657563748566	0.018697250000000037	0.16572275	0.992	0.992	PT1-PR1	1000
LEO1	10	0.34426999999999996	0.34072107999999945	0.14500556675115067	0.06318350000000003	0.6352237499999999	0.992	0.992	PT1-PR1	1000
PRKAR2A	10	0.6058299999999999	0.6072958799999988	0.27284156255321895	0.09852699999999999	1.1821249999999999	0.991	0.991	PT1-PR1	1000
CCL23	10	0.17117	0.1735964599999999	0.06316345431837804	0.035271000000000004	0.27940175	0.991	0.991	PT1-PR1	1000
PPP1R2	10	0.3905	0.38555737999999956	0.16683807771642467	0.05975275	0.7095485	0.991	0.991	PT1-PR1	1000
TGFB1	10	0.19237999999999994	0.1930300100000001	0.08858849398972347	0.034602499999999974	0.38030824999999996	0.991	0.991	PT1-PR1	1000
NME3	10	0.10191000000000001	0.10329978999999997	0.03827357476355039	0.02408300000000003	0.174556	0.991	0.991	PT1-PR1	1000
ALCAM	10	0.10343	0.10546626000000006	0.047165654185510365	0.012924249999999984	0.19598024999999997	0.991	0.991	PT1-PR1	1000
CHRDL1	10	0.16834000000000007	0.16924384999999997	0.06255449477450835	0.03640675000000008	0.286146	0.991	0.991	PT1-PR1	1000
SHMT1	10	0.5940900000000001	0.5947994399999988	0.25029017253170843	0.11747499999999998	1.1009415	0.991	0.991	PT1-PR1	1000
SERPINC1	10	0.12123999999999999	0.12008173999999992	0.07237074157702691	0.013226499999999997	0.2801322499999999	0.991	0.991	PT1-PR1	1000
TRIAP1	10	0.41454	0.4175625299999998	0.16823000158274865	0.07204949999999997	0.7641402499999999	0.991	0.991	PT1-PR1	1000
S100A14	10	0.21903	0.21542576999999996	0.09700997734930368	0.043000000000000003	0.41595975	0.991	0.991	PT1-PR1	1000
MED18	10	0.48612	0.49246894000000035	0.23066799716821132	0.07323475000000003	0.975412	0.991	0.991	PT1-PR1	1000
CTSS	10	0.13266	0.13354316000000013	0.05667953465284329	0.024553750000000006	0.24736225	0.991	0.991	PT1-PR1	1000
FIS1	10	0.45083	0.4501007399999997	0.1923697111018307	0.08356850000000003	0.8634710000000001	0.991	0.991	PT1-PR1	1000
PTGR1	10	0.21771	0.21753655999999982	0.12016839428215204	0.033077749999999975	0.49107925	0.99	0.99	PT1-PR1	1000
SUOX	10	0.28956	0.28961351999999957	0.13151030305119907	0.04496825	0.54362125	0.99	0.99	PT1-PR1	1000
ADGRG2	10	0.16555000000000003	0.16485388000000006	0.0822515047812767	0.0283005	0.34099549999999995	0.99	0.99	PT1-PR1	1000
CFI	10	0.1439	0.14519852999999994	0.07350857497689797	0.019368	0.30285899999999993	0.99	0.99	PT1-PR1	1000
FGFR2	10	0.12654	0.1280809600000001	0.06028360678763111	0.017715500000000002	0.24718249999999994	0.99	0.99	PT1-PR1	1000
CPB2	10	0.19690000000000002	0.19807495999999988	0.1075623965703366	0.01630625	0.42506900000000003	0.99	0.99	PT1-PR1	1000
SPESP1	10	0.22871000000000002	0.22899219000000032	0.1165019664593384	0.03940400000000003	0.4830555	0.99	0.99	PT1-PR1	1000
CLSTN3	10	0.18941000000000002	0.19177915999999975	0.0777482280058681	0.033738000000000004	0.33174424999999996	0.99	0.99	PT1-PR1	1000
LHB	10	0.42843	0.4387701399999994	0.18428741788187813	0.07141750000000005	0.78915875	0.99	0.99	PT1-PR1	1000
CEACAM8	10	0.23129999999999998	0.22746539999999973	0.11139169121937564	0.027014250000000004	0.4491267499999999	0.99	0.99	PT1-PR1	1000
SPINT2	10	0.1834	0.18238524000000023	0.07005292296798725	0.037009749999999994	0.2957039999999999	0.99	0.99	PT1-PR1	1000
TBL1X	10	0.50846	0.5064812699999999	0.23727943765657752	0.06101549999999993	0.9998784999999999	0.989	0.989	PT1-PR1	1000
F9	10	0.10488000000000001	0.10675104999999986	0.04130653703227975	0.019896000000000004	0.18145825000000002	0.989	0.989	PT1-PR1	1000
KHDC3L	10	-0.37482999999999994	-0.37447078999999944	0.16417935996925986	-0.6886362500000001	-0.062346500000000006	0.011	0.989	PT1-PR1	1000
VASP	10	0.45284	0.4488189299999995	0.2044389042240137	0.05263625000000004	0.8558319999999999	0.989	0.989	PT1-PR1	1000
ENO2	10	0.4354799999999999	0.4376543800000003	0.2009110375405522	0.05600124999999996	0.86060025	0.989	0.989	PT1-PR1	1000
HCLS1	10	0.6089699999999999	0.6081931300000001	0.27636048091779736	0.08101449999999999	1.1301587499999999	0.989	0.989	PT1-PR1	1000
CD46	10	0.11989999999999998	0.12225142000000007	0.05349477171822293	0.018427500000000006	0.22042599999999998	0.989	0.989	PT1-PR1	1000
MAP2K1	10	0.5256900000000001	0.5260463600000003	0.2562084481141	0.054887500000000033	1.0714562499999998	0.989	0.989	PT1-PR1	1000
TREM2	10	0.08986	0.09140865999999978	0.041876053011479224	0.012365499999999979	0.17494249999999992	0.989	0.989	PT1-PR1	1000
F13B	10	0.19163000000000002	0.18968103999999988	0.13366321470727943	0.012034750000000023	0.48664425	0.989	0.989	PT1-PR1	1000
CIAPIN1	10	0.55456	0.5571044699999991	0.25619931358534276	0.06082825000000003	1.066278	0.989	0.989	PT1-PR1	1000
TF	10	0.18067	0.18032144	0.09748711768557453	0.021654499999999997	0.39120049999999995	0.989	0.989	PT1-PR1	1000
FKBP1B	10	0.14781000000000005	0.14821884999999987	0.05771781575937826	0.033176000000000004	0.25280924999999993	0.989	0.989	PT1-PR1	1000
PROC	10	0.12979000000000002	0.1291576	0.06068563271531456	0.02233075	0.25305075000000005	0.989	0.989	PT1-PR1	1000
SH2B3	10	0.3746899999999999	0.37822296999999994	0.15846314113059873	0.06376549999999999	0.66714375	0.989	0.989	PT1-PR1	1000
CEACAM16	10	0.10786	0.10834233000000001	0.04893032657493544	0.013332249999999967	0.19838399999999998	0.989	0.989	PT1-PR1	1000
PSAPL1	10	0.16768000000000002	0.17039535000000006	0.07484795914696647	0.024785750000000013	0.30839749999999994	0.989	0.989	PT1-PR1	1000
PDP1	10	0.27898000000000006	0.2800180800000003	0.11598458462823835	0.03466224999999998	0.49335349999999994	0.989	0.989	PT1-PR1	1000
TCTN3	10	0.23803999999999997	0.23989064	0.11220420794815	0.04335275000000001	0.48100499999999996	0.988	0.988	PT1-PR1	1000
DUT	10	0.41238	0.41692884999999974	0.19168492874528664	0.05862274999999998	0.8079962499999995	0.988	0.988	PT1-PR1	1000
GAL	10	0.17625000000000002	0.17865109999999976	0.06977774437454969	0.03220874999999999	0.31092024999999995	0.988	0.988	PT1-PR1	1000
LGALS3BP	10	0.11751	0.11697545999999993	0.058205478530111945	0.007904999999999983	0.235801	0.988	0.988	PT1-PR1	1000
HSPB6	10	-0.10871999999999997	-0.10791363999999998	0.04792582002193782	-0.202958	-0.015427249999999984	0.012	0.988	PT1-PR1	1000
CD38	10	0.11424000000000004	0.11542105000000004	0.04821408417371643	0.015165249999999988	0.20607499999999998	0.988	0.988	PT1-PR1	1000
ROBO1	10	0.10517999999999998	0.10677408999999993	0.042867951918345394	0.014305749999999989	0.18271300000000001	0.988	0.988	PT1-PR1	1000
AKR1B1	10	0.44060999999999995	0.4371554699999999	0.23061143607641926	0.053985000000000005	0.934216	0.988	0.988	PT1-PR1	1000
GLIPR1	10	0.37851	0.38739830999999975	0.15042023117450148	0.058020249999999995	0.6570259999999999	0.987	0.987	PT1-PR1	1000
CCN3	10	-0.09990000000000002	-0.09910764000000011	0.04069832348100551	-0.17054875	-0.014554000000000029	0.013	0.987	PT1-PR1	1000
OTUD6B	10	0.35688	0.3589341800000009	0.16785484820759405	0.027536000000000005	0.6838862499999999	0.987	0.987	PT1-PR1	1000
CCT5	10	0.48199000000000003	0.47276276000000017	0.2325340580378063	0.04812425	0.95648175	0.987	0.987	PT1-PR1	1000
CPXM1	10	0.23201999999999998	0.2309750500000001	0.1073997293696132	0.022617249999999974	0.43311924999999984	0.987	0.987	PT1-PR1	1000
ADIPOQ	10	0.21898999999999996	0.21814820999999993	0.11532304873209327	0.020765250000000006	0.4666647499999999	0.987	0.987	PT1-PR1	1000
FGD3	10	0.58951	0.5745644999999995	0.2646565208370495	0.056937749999999974	1.0799312500000002	0.987	0.987	PT1-PR1	1000
SUGP1	10	0.20163999999999999	0.20363048999999966	0.09074204962767002	0.01995999999999997	0.37373124999999996	0.987	0.987	PT1-PR1	1000
USP25	10	0.54364	0.548517989999999	0.2539524978538824	0.05589325000000004	1.0697009999999998	0.987	0.987	PT1-PR1	1000
PI3	10	0.24859	0.2454393399999996	0.13843133433977828	0.033884500000000005	0.5678875	0.987	0.987	PT1-PR1	1000
HRG	10	0.21698	0.21358837000000025	0.14410052778581786	0.012794249999999924	0.53673525	0.987	0.987	PT1-PR1	1000
DTNB	10	0.44417	0.44993203000000004	0.1992132762207423	0.06058100000000002	0.8575027499999999	0.986	0.986	PT1-PR1	1000
VNN2	10	0.13395999999999997	0.13416683999999993	0.06165525329177452	0.012273500000000005	0.2462102499999999	0.986	0.986	PT1-PR1	1000
CD5L	10	0.22178	0.21941266	0.12276504683275392	0.013545999999999985	0.48133549999999997	0.986	0.986	PT1-PR1	1000
TNFRSF10C	10	0.10351999999999999	0.10674430999999998	0.049758501585195514	0.012737000000000009	0.21158649999999996	0.986	0.986	PT1-PR1	1000
ARHGEF10	10	0.4673800000000001	0.4703715599999996	0.2283279127985217	0.05030700000000005	0.9643375	0.986	0.986	PT1-PR1	1000
IL18	10	0.15924	0.16038863999999975	0.07998120486140156	0.014637499999999986	0.32408549999999986	0.986	0.986	PT1-PR1	1000
XG	10	0.11006	0.10987940000000004	0.053478327744782575	0.011510749999999993	0.21177400000000002	0.986	0.986	PT1-PR1	1000
RCOR1	10	0.23424	0.23173350999999986	0.10297443376192207	0.01521825	0.40524475	0.986	0.986	PT1-PR1	1000
CD302	10	0.16838	0.16791933999999994	0.07777095813408433	0.019654250000000022	0.32046775	0.986	0.986	PT1-PR1	1000
APOF	10	0.16840999999999998	0.16562972999999986	0.13741019715111474	0.002937250000000008	0.4636807499999999	0.986	0.986	PT1-PR1	1000
RGCC	10	0.5136	0.5064151099999993	0.24336622446715842	0.03897700000000001	0.9794082499999999	0.985	0.985	PT1-PR1	1000
TNFSF13B	10	0.07926	0.08067153999999992	0.03673176642762085	0.012160750000000012	0.1570285	0.985	0.985	PT1-PR1	1000
USO1	10	0.8718999999999999	0.8741906999999991	0.3911884464650738	0.06636449999999995	1.62727725	0.985	0.985	PT1-PR1	1000
CFB	10	0.23087999999999997	0.22961106999999978	0.1454459304918902	0.013752999999999977	0.556267	0.985	0.985	PT1-PR1	1000
CEP350	10	-0.55675	-0.5514521899999998	0.25831582544857956	-1.044352	-0.04207350000000021	0.015	0.985	PT1-PR1	1000
ICAM3	10	0.07658000000000001	0.07624025000000005	0.03747044146017924	0.005812999999999998	0.15355799999999994	0.985	0.985	PT1-PR1	1000
FABP6	10	0.21985000000000002	0.22317136999999973	0.10676206588922882	0.021555750000000064	0.43751949999999995	0.985	0.985	PT1-PR1	1000
MYBPC1	10	0.16414999999999996	0.15886784000000015	0.07895867699377315	0.01054424999999995	0.31911599999999996	0.985	0.985	PT1-PR1	1000
CCN2	10	0.27294999999999997	0.27080876000000004	0.12276145787828859	0.029967750000000012	0.5050477499999998	0.985	0.985	PT1-PR1	1000
PTPRB	10	0.18170000000000003	0.1814748700000003	0.10350383293973375	0.008809250000000001	0.4067460000000001	0.984	0.984	PT1-PR1	1000
IL1RL1	10	0.08414999999999999	0.08619430000000011	0.040636788225292465	0.008535249999999965	0.16716274999999997	0.984	0.984	PT1-PR1	1000
EGFLAM	10	0.15372999999999998	0.15470421999999975	0.07214168713312726	0.01508574999999999	0.29828224999999997	0.984	0.984	PT1-PR1	1000
CRYBB2	10	0.15319	0.15396119999999983	0.06018615369049639	0.024874750000000004	0.25544025	0.984	0.984	PT1-PR1	1000
PGLYRP1	10	0.07113	0.07143244000000001	0.035001371433825985	0.004007499999999996	0.14054074999999996	0.984	0.984	PT1-PR1	1000
TCN2	10	0.08491999999999998	0.0861692099999999	0.04177747073647516	0.006663749999999993	0.17508799999999994	0.984	0.984	PT1-PR1	1000
CHCHD6	10	0.19029999999999997	0.1858394499999997	0.0784808557440337	0.01624699999999999	0.3339552499999999	0.984	0.984	PT1-PR1	1000
CD33	10	-0.09980000000000001	-0.10084774999999997	0.047950677209841176	-0.19395500000000002	-0.005814250000000028	0.016	0.984	PT1-PR1	1000
IGLC2	10	0.055920000000000004	0.05605258000000004	0.026044720970554363	0.006733499999999998	0.10807649999999999	0.984	0.984	PT1-PR1	1000
PDCD6	10	0.14821	0.14760709	0.07073356668150839	0.010575999999999999	0.28733824999999996	0.983	0.983	PT1-PR1	1000
BCL7B	10	0.40523	0.41167802000000014	0.21272956493651202	0.02252124999999999	0.8295144999999998	0.983	0.983	PT1-PR1	1000
TPT1	10	-0.39893	-0.40161702999999976	0.1923609916323496	-0.7821705000000001	-0.02881125000000003	0.017	0.983	PT1-PR1	1000
ENPP7	10	0.11371000000000002	0.11549798000000008	0.05357696416005865	0.008860250000000052	0.21906000000000003	0.983	0.983	PT1-PR1	1000
GRN	10	0.07259	0.07353281	0.03518290332662143	0.0034167499999999953	0.13849099999999998	0.983	0.983	PT1-PR1	1000
HLA-A	10	0.11354	0.11414463000000015	0.046785497659577756	0.008521499999999994	0.191314	0.983	0.983	PT1-PR1	1000
VWF	10	-0.10075000000000008	-0.1004345100000001	0.05265040999491397	-0.2093190000000001	-0.0027427500000000377	0.017	0.983	PT1-PR1	1000
ANG	10	0.10538	0.10623413000000005	0.052798950053669386	0.0059525	0.21841475	0.983	0.983	PT1-PR1	1000
CXCL16	10	0.06583000000000001	0.06676977000000005	0.03275359717305681	0.004403999999999997	0.13107949999999996	0.982	0.982	PT1-PR1	1000
MYO9B	10	0.5050699999999998	0.5066090599999998	0.25440631858161594	0.03602849999999991	1.0499254999999998	0.982	0.982	PT1-PR1	1000
PLIN3	10	0.23138999999999993	0.23057955000000005	0.1228878425978577	0.010845999999999982	0.47877325	0.982	0.982	PT1-PR1	1000
LAIR1	10	0.08782	0.08869442999999999	0.043121422294908576	0.007359749999999995	0.17213149999999994	0.982	0.982	PT1-PR1	1000
IL2	10	-0.35216000000000003	-0.35367160999999986	0.16897262229305807	-0.6845932499999999	-0.02133600000000006	0.018	0.982	PT1-PR1	1000
RTBDN	10	-0.27205	-0.27787720000000027	0.11428022181225173	-0.48262075	-0.039236250000000215	0.018	0.982	PT1-PR1	1000
GFRAL	10	0.23012000000000002	0.22611085	0.11634035959480331	0.007644500000000027	0.4588940000000001	0.982	0.982	PT1-PR1	1000
NEB	10	-0.1256	-0.1268945000000001	0.06830698602991127	-0.25951625	-0.006835499999999996	0.018	0.982	PT1-PR1	1000
NXPE4	10	-0.30846	-0.31321553999999946	0.15375937663248657	-0.61025575	-0.026360000000000317	0.018	0.982	PT1-PR1	1000
MYH9	10	0.82027	0.8103452199999985	0.4202171219509413	0.05655925000000005	1.7127035000000004	0.982	0.982	PT1-PR1	1000
RALY	10	0.31587	0.31040643999999995	0.14743273917046276	0.022266500000000012	0.6001552499999998	0.982	0.982	PT1-PR1	1000
BLOC1S3	10	0.24275000000000002	0.24615027000000006	0.1203287587229375	0.023001749999999987	0.480655	0.982	0.982	PT1-PR1	1000
SRPX	10	0.21297000000000005	0.20871043999999994	0.12570705515173483	0.015983249999999994	0.4797307500000001	0.982	0.982	PT1-PR1	1000
TPSAB1	10	-0.08099	-0.07870022999999995	0.03834758409408541	-0.15355575000000002	-0.004713500000000008	0.018	0.982	PT1-PR1	1000
ENO1	10	0.6115999999999999	0.6095487499999982	0.30746086359108793	0.023404249999999995	1.1979865	0.981	0.981	PT1-PR1	1000
DKKL1	10	0.14438	0.1433098100000001	0.0681881544703622	0.009059499999999998	0.279604	0.981	0.981	PT1-PR1	1000
B3GAT3	10	-0.23598999999999987	-0.23495839999999976	0.1215750931544596	-0.48599625	-0.008699500000000018	0.019	0.981	PT1-PR1	1000
TPK1	10	0.25788	0.25871543	0.15545396845794723	0.00966125	0.5951842499999999	0.981	0.981	PT1-PR1	1000
F7	10	0.08069	0.08100747	0.04012895560286705	0.003647749999999981	0.160886	0.981	0.981	PT1-PR1	1000
APOA1	10	0.19516999999999998	0.1934608299999998	0.10914187751747331	0.007522500000000021	0.4307005	0.981	0.981	PT1-PR1	1000
CYB5A	10	-0.39896000000000004	-0.40725822000000045	0.192349235261639	-0.7725787500000001	-0.02123650000000007	0.019	0.981	PT1-PR1	1000
TRIM58	10	0.57289	0.57792428	0.29043363072023004	0.028520000000000035	1.1920705	0.981	0.981	PT1-PR1	1000
CCDC50	10	0.2131	0.2093541800000001	0.09930677574383442	0.011127500000000002	0.40686425000000004	0.981	0.981	PT1-PR1	1000
TGFBI	10	0.09861	0.09849369999999999	0.048820964870851545	0.008606499999999998	0.1966834999999999	0.98	0.98	PT1-PR1	1000
IL1RL2	10	0.20490000000000003	0.20388068000000018	0.09747938476617501	0.013918999999999977	0.38626575	0.98	0.98	PT1-PR1	1000
PTPRZ1	10	0.22319999999999993	0.22319023999999982	0.1322699035394096	0.006853499999999988	0.5070979999999997	0.98	0.98	PT1-PR1	1000
NT5E	10	0.10880999999999999	0.11014530000000003	0.053987999664905306	0.007081499999999996	0.22361724999999993	0.98	0.98	PT1-PR1	1000
BOC	10	-0.12421999999999997	-0.12387812000000009	0.05532958338414509	-0.2229845	-0.00599450000000001	0.02	0.98	PT1-PR1	1000
IQGAP2	10	0.5281999999999999	0.5248122300000008	0.23871922456204198	0.027411500000000057	0.9675575	0.98	0.98	PT1-PR1	1000
ATP1B2	10	0.32728	0.32066628999999974	0.14529909254716955	0.014793249999999983	0.58748775	0.979	0.979	PT1-PR1	1000
EPCAM	10	0.07883	0.08024261999999999	0.03567984268336267	0.008769250000000001	0.1485625	0.979	0.979	PT1-PR1	1000
BCHE	10	0.19654000000000002	0.19622050999999974	0.12317676541043317	0.0013599999999999945	0.46079675000000003	0.979	0.979	PT1-PR1	1000
IL3RA	10	-0.20746999999999996	-0.2115461699999999	0.09980674527723027	-0.38861199999999996	-0.012864250000000032	0.021	0.979	PT1-PR1	1000
ENPP5	10	0.08637999999999998	0.08730250000000002	0.039668211817257125	0.00303299999999993	0.1562575	0.979	0.979	PT1-PR1	1000
