panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
Oncology	OID21407	KLK14	Q9P0G3	PR2-PR1	9	0.6267444444444444	0.17467777777777782	0.45206666666666667	9.412708634819284	8	0.000013312057380865383	0.039110824584982495	
Oncology	OID21192	FEN1	P39748	PR2-PR1	7	-0.12132857142857145	-0.4737428571428572	0.3524142857142857	9.598507164507081	6	0.00007313052590207647	0.10742874255015034	
Inflammation	OID20712	DNER	Q8NFT8	PR2-PR1	9	0.10290000000000002	-0.4225111111111111	0.5254111111111112	6.050291737536327	8	0.0003058157149904428	0.22462164266048024	
Neurology	OID21096	CA6	P23280	PR2-PR1	9	1.2408666666666666	0.7567333333333334	0.4841333333333334	6.212892215397295	8	0.00025581186788437016	0.22462164266048024	
Cardiometabolic	OID20087	MMP7	P09237	PR2-PR1	8	3.6315374999999994	3.1310374999999997	0.5005	6.126419449238925	7	0.0004784805658353264	0.2811551804848378	
Oncology	OID21171	CEACAM5	P06731	PR2-PR1	7	0.28597142857142854	-0.46004285714285714	0.7460142857142857	6.1411925314797955	6	0.0008534234092787418	0.2944049104432619	
Oncology_II	OID31177	MAPRE3	Q9UPY8	PR2-PR1	8	-0.2585	-0.7491000000000001	0.4906	5.504892770232509	7	0.0009018530272257852	0.2944049104432619	
Oncology_II	OID31490	NCR3LG1	Q68D85	PR2-PR1	9	0.35848888888888897	0.04420000000000003	0.31428888888888884	5.200812148967666	8	0.0008215869117753627	0.2944049104432619	
Cardiometabolic_II	OID30235	RNF149	Q8NC42	PR2-PR1	8	-0.007949999999999999	-0.23142500000000002	0.22347500000000003	5.631587450908652	7	0.0007894720828582891	0.2944049104432619	
Oncology	OID21531	MIA	Q16674	PR2-PR1	8	0.7100124999999999	0.4205125	0.28950000000000004	5.093870867547692	7	0.0014090853504418188	0.4139892759598064	
Cardiometabolic_II	OID30095	TSPAN15	O95858	PR2-PR1	8	0.2593125	-0.20647500000000002	0.4657875	4.840932232639149	7	0.0018757469948373906	0.5009949700756594	
Neurology_II	OID30915	CADPS	Q9ULU8	PR2-PR1	6	0.5218833333333334	-0.06945	0.5913333333333334	5.575027237160293	5	0.0025580842872283682	0.6263043029897455	
Cardiometabolic	OID20367	C1QTNF1	Q9BXJ1	PR2-PR1	9	0.45576666666666665	0.6217222222222223	-0.16595555555555552	-4.230319288532216	8	0.002875109246980312	0.6497746898175506	
Oncology_II	OID31334	SH3GL3	Q99963	PR2-PR1	7	-0.7668999999999999	-1.8031142857142857	1.0362142857142858	4.549272787830959	6	0.003894831545255828	0.6767606056354055	
Oncology	OID21255	ARHGAP25	P42331	PR2-PR1	7	0.35135714285714287	0.9381999999999999	-0.5868428571428571	-4.713519206552162	6	0.0032799193990866726	0.6767606056354055	
Inflammation	OID20447	RABGAP1L	Q5R372	PR2-PR1	8	0.1737	0.7137125	-0.5400125	-4.267319665314247	7	0.00371292167070858	0.6767606056354055	
Neurology_II	OID31096	PALM2	Q8IXS6	PR2-PR1	9	-0.27998888888888884	-0.7064444444444445	0.42645555555555564	4.006172085802824	8	0.003915905478489412	0.6767606056354055	
Cardiometabolic_II	OID30362	CEACAM6	P40199	PR2-PR1	9	0.2921666666666667	-0.18993333333333334	0.4821	3.8718277293727406	8	0.004729105031680003	0.7374359695588714	
Oncology_II	OID31493	PSCA	O43653	PR2-PR1	9	-0.04661111111111106	-0.4251555555555555	0.3785444444444444	3.8297094115244503	8	0.005019986178072644	0.7374359695588714	
Oncology	OID21530	LYPD3	O95274	PR2-PR1	8	0.653075	0.2844625	0.36861249999999995	4.03445937383424	7	0.004967627582174172	0.7374359695588714	
Cardiometabolic_II	OID30412	TNN	Q9UQP3	PR2-PR1	9	0.08467777777777778	-0.16407777777777774	0.24875555555555554	3.7469299423154365	8	0.005649006989649319	0.7903229778852238	
Cardiometabolic_II	OID30136	EDEM2	Q9BV94	PR2-PR1	8	-0.31502500000000005	-1.0187375	0.7037125	3.636941277324561	7	0.008320801059817917	0.8791044201298235	
Neurology_II	OID30928	TPBGL	P0DKB5	PR2-PR1	6	-1.2509666666666666	-0.7529333333333335	-0.49803333333333333	-4.274171899557643	5	0.007907271372525004	0.8791044201298235	
Oncology	OID21163	RABEPK	Q7Z6M1	PR2-PR1	7	0.06051428571428572	-0.3909714285714285	0.4514857142857143	3.83588458683859	6	0.008600016840662583	0.8791044201298235	
Neurology_II	OID30941	PRKAG3	Q9UGI9	PR2-PR1	6	-0.23173333333333335	-0.6797833333333333	0.44805	4.188169775503226	5	0.008586946101164061	0.8791044201298235	
Oncology_II	OID31473	PSAPL1	Q6NUJ1	PR2-PR1	9	-0.02506666666666665	-0.4274111111111111	0.40234444444444445	3.466192928385791	8	0.008490118624653986	0.8791044201298235	
Neurology	OID20869	XRCC4	Q13426	PR2-PR1	7	0.1667857142857143	-0.1870285714285714	0.35381428571428575	3.983636144081108	6	0.007253067355042164	0.8791044201298235	
Oncology_II	OID31422	TADA3	O75528	PR2-PR1	9	-0.2042666666666667	-0.5395777777777778	0.3353111111111111	3.474499186056956	8	0.00838711444170448	0.8791044201298235	
Oncology_II	OID31439	SH3BP1	Q9Y3L3	PR2-PR1	9	-0.12818888888888888	-0.3926444444444444	0.26445555555555555	3.4513653209036645	8	0.00867734111087981	0.8791044201298235	
Oncology	OID21456	CRISP2	P16562	PR2-PR1	9	0.2117888888888889	-0.05864444444444442	0.2704333333333333	3.4214411006409002	8	0.009068635303051575	0.8881216840121843	
Inflammation_II	OID30569	AFAP1	Q8N556	PR2-PR1	8	0.30165000000000003	0.9583125	-0.6566624999999999	-3.4953752933656945	7	0.010055514434789359	0.9030654424471061	
Neurology_II	OID30972	CHM	P24386	PR2-PR1	6	0.06096666666666667	0.5848666666666665	-0.5238999999999999	-3.985441101550171	5	0.010473856016479433	0.9030654424471061	
Neurology_II	OID31034	RBM17	Q96I25	PR2-PR1	8	0.1000625	-0.30948749999999997	0.40954999999999997	3.424638210633568	7	0.011065471725015597	0.9030654424471061	
Oncology_II	OID31509	SPINT3	P49223	PR2-PR1	9	-1.6897	-2.051688888888889	0.3619888888888891	3.3312394030544126	8	0.010365279945396155	0.9030654424471061	
Cardiometabolic	OID20059	DUOX2	Q9NRD8	PR2-PR1	8	0.0816375	-0.27352499999999996	0.35516250000000005	3.4577512315029395	7	0.010579708021989598	0.9030654424471061	
Oncology_II	OID31170	MUCL3	Q3MIW9	PR2-PR1	8	-0.0018624999999999753	0.25507499999999994	-0.25693749999999993	-3.431038306565334	7	0.01096974144220475	0.9030654424471061	
Inflammation_II	OID30472	IL36A	Q9UHA7	PR2-PR1	8	-0.32481249999999995	-0.9219875	0.597175	3.3535828672759997	7	0.012190847843648545	0.9183772042215238	
Oncology	OID21261	CFC1	P0CG37	PR2-PR1	7	-0.34581428571428574	0.0316857142857143	-0.3775	-3.5617652559059203	6	0.011901780702858522	0.9183772042215238	
Inflammation	OID20765	CCL22	O00626	PR2-PR1	9	-0.29195555555555563	-0.13576666666666665	-0.15618888888888888	-3.241452746184499	8	0.011851809546976178	0.9183772042215238	
Inflammation	OID20428	IL33	O95760	PR2-PR1	8	-1.1514249999999997	-0.14249999999999996	-1.008925	-3.1021070325428224	7	0.017271193882177682	0.9538300971022695	
Cardiometabolic_II	OID30104	SCGB2A2	Q13296	PR2-PR1	8	0.12115000000000001	-0.6964374999999999	0.8175875	3.264510225576241	7	0.01377832133226975	0.9538300971022695	
Neurology_II	OID30832	HDAC9	Q9UKV0	PR2-PR1	7	0.11814285714285713	-0.3932142857142857	0.5113571428571428	3.2916601542907316	6	0.016579425210894172	0.9538300971022695	
Cardiometabolic_II	OID30171	UHRF2	Q96PU4	PR2-PR1	8	-0.18756250000000002	-0.6865125	0.49895	3.100053461114459	7	0.01732099100492923	0.9538300971022695	
Inflammation	OID20434	LTO1	Q8WV07	PR2-PR1	8	0.005474999999999994	0.46985	-0.4643750000000001	-3.103355878448342	7	0.017240985144169718	0.9538300971022695	
Oncology_II	OID31252	EPN1	Q9Y6I3	PR2-PR1	7	-0.06872857142857149	-0.4849857142857143	0.4162571428571428	3.346751200285525	6	0.015481574467565595	0.9538300971022695	
Oncology_II	OID31205	MAPK13	O15264	PR2-PR1	8	1.0625125	0.6644375	0.39807499999999996	3.2237899992672228	7	0.014576625609604266	0.9538300971022695	
Oncology_II	OID31352	S100A3	P33764	PR2-PR1	9	0.2781333333333333	-0.014355555555555559	0.29248888888888885	3.0922770035380354	8	0.014838283510621109	0.9538300971022695	
Oncology_II	OID31515	PALM	O75781	PR2-PR1	9	-0.23331111111111108	-0.5023333333333333	0.2690222222222223	3.1246739435711612	8	0.014128521874991362	0.9538300971022695	
Neurology	OID21111	FCRL5	Q96RD9	PR2-PR1	9	-0.6477222222222223	-0.39086666666666664	-0.2568555555555555	-3.0314072905690197	8	0.016274542573768924	0.9538300971022695	
Inflammation	OID20481	IL17D	Q8TAD2	PR2-PR1	8	0.20445	0.454475	-0.250025	-3.2871819317906725	7	0.013354259373341115	0.9538300971022695	
Neurology	OID21133	FCER2	P06734	PR2-PR1	9	0.10233333333333335	0.3429	-0.2405666666666667	-3.056058811477323	8	0.015676119654877807	0.9538300971022695	
Oncology_II	OID31353	SMAD2	Q15796	PR2-PR1	9	0.05011111111111111	-0.1532888888888889	0.2034	2.9825801487501464	8	0.01753125433748215	0.9538300971022695	
Neurology	OID20980	OBP2B	Q9NPH6	PR2-PR1	8	0.3731125	0.22305000000000005	0.15006250000000002	3.1143823875792687	7	0.016976690680396977	0.9538300971022695	
Neurology	OID21122	CD99L2	Q8TCZ2	PR2-PR1	9	-0.04652222222222222	0.08145555555555556	-0.12797777777777777	-3.1615285189699787	8	0.013364143471655154	0.9538300971022695	
Inflammation_II	OID30491	ADAM12	O43184	PR2-PR1	8	-0.006925000000000001	-0.37339999999999995	0.36647500000000005	3.0598636511184183	7	0.018326949793527447	0.9755049208306882	
Inflammation	OID20708	LY6D	Q14210	PR2-PR1	9	0.15322222222222223	-0.09208888888888889	0.2453111111111111	2.9440641796862175	8	0.01859369488309004	0.9755049208306882	
Inflammation	OID20654	C1QA	P02745	PR2-PR1	9	0.05915555555555555	0.1654111111111111	-0.10625555555555556	-2.9314709122045426	8	0.01895542314175014	0.9770356700081037	
Cardiometabolic_II	OID30189	VSIG10L	Q86VR7	PR2-PR1	8	1.113225	0.203175	0.91005	2.969297558370811	7	0.02082848433464779	0.9897761245338801	
Inflammation	OID20483	PRDX3	P30048	PR2-PR1	8	0.420325	1.25435	-0.834025	-2.882058567449491	7	0.023582140475620017	0.9897761245338801	
Neurology_II	OID30920	GNGT1	P63211	PR2-PR1	6	1.4357	0.7948166666666667	0.6408833333333334	3.2445716082477953	5	0.02283303242504542	0.9897761245338801	
Oncology_II	OID31206	CREBZF	Q9NS37	PR2-PR1	8	-0.36585	-0.9758625000000001	0.6100125000000001	2.9187244575812907	7	0.022380636452019376	0.9897761245338801	
Cardiometabolic	OID20095	GPR37	O15354	PR2-PR1	8	0.9626499999999998	0.39533750000000006	0.5673125000000001	2.942983363868772	7	0.021621368153356357	0.9897761245338801	
Inflammation_II	OID30548	PPM1B	O75688	PR2-PR1	8	0.3335625	-0.1550375	0.4886	2.918205965112167	7	0.022397168836504333	0.9897761245338801	
Oncology	OID21178	ATP6AP2	O75787	PR2-PR1	7	-1.1932285714285713	-1.6126571428571428	0.41942857142857143	3.0494619387676747	6	0.022527475655838236	0.9897761245338801	
Inflammation_II	OID30434	ESR1	P03372	PR2-PR1	8	0.0981125	-0.31848750000000003	0.41659999999999997	2.9797661670777753	7	0.020521662327619206	0.9897761245338801	
Inflammation_II	OID30520	NDUFA5	Q16718	PR2-PR1	8	-0.009437500000000008	0.396625	-0.40606250000000005	-2.9690288512709513	7	0.020836423474170918	0.9897761245338801	
Cardiometabolic_II	OID30118	ATP1B2	P14415	PR2-PR1	8	0.1665625	-0.2365875	0.40315	2.9224430693096215	7	0.022262443892005823	0.9897761245338801	
Inflammation_II	OID30437	PTPN9	P43378	PR2-PR1	8	-0.5367	-0.24182499999999996	-0.29487499999999994	-2.9861301536544977	7	0.020337484885907253	0.9897761245338801	
Inflammation_II	OID30748	ADIPOQ	Q15848	PR2-PR1	9	0.1663111111111111	-0.11033333333333334	0.27664444444444447	2.7942130351839483	8	0.023405744543985918	0.9897761245338801	
Oncology	OID21528	CEACAM1	P13688	PR2-PR1	8	0.26555	0.14528749999999999	0.12026250000000001	2.884020664198749	7	0.02351615087389658	0.9897761245338801	
Oncology	OID21271	FOXO3	O43524	PR2-PR1	7	-0.06060000000000001	0.6709428571428572	-0.7315428571428572	-2.987674661571142	6	0.024393398161042468	0.9905009224346435	
Cardiometabolic_II	OID30239	ECHS1	P30084	PR2-PR1	8	0.417325	1.0280375	-0.6107125	-2.8521996531255733	7	0.02461081257240605	0.9905009224346435	
Neurology	OID21090	CLEC14A	Q86T13	PR2-PR1	9	0.24472222222222217	0.39305555555555555	-0.14833333333333334	-2.7698265182859876	8	0.024303192097952175	0.9905009224346435	
Inflammation	OID20456	IL17F	Q96PD4	PR2-PR1	8	-0.15801250000000003	0.17758749999999995	-0.33559999999999995	-2.8416964296010123	7	0.02498380888096885	0.9919247363822498	
Neurology_II	OID30793	AGBL2	Q5U5Z8	PR2-PR1	7	-1.2817571428571426	-3.2857857142857148	2.0040285714285715	1.3512146990764087	6	0.22534932845753142	0.9935845785681763	
Oncology_II	OID31333	COL4A4	P53420	PR2-PR1	7	0.3460571428571429	-1.3994857142857142	1.7455428571428568	1.5946433004833842	6	0.16190237821501086	0.9935845785681763	
Inflammation_II	OID30601	RLN2	P04090	PR2-PR1	8	-1.8857875000000002	-3.5760500000000004	1.6902625	1.6067965061574885	7	0.15213426052241807	0.9935845785681763	
Cardiometabolic	OID20050	TNNI3	P19429	PR2-PR1	8	1.2216250000000002	-0.3788125	1.6004375	1.354097957589315	7	0.21779022644867174	0.9935845785681763	
Inflammation_II	OID30420	DAND5	Q8N907	PR2-PR1	8	-3.2593249999999996	-1.8122625	-1.4470625	-1.1319961348769718	7	0.29491884377129507	0.9935845785681763	
Oncology_II	OID31173	ANKRA2	Q9H9E1	PR2-PR1	8	-0.4433999999999999	0.8814000000000001	-1.3248000000000002	-1.0991484887182217	7	0.30806290348559373	0.9935845785681763	
Cardiometabolic	OID20220	GH1	P01241	PR2-PR1	8	0.03666250000000007	1.3607874999999998	-1.324125	-1.2535065952926683	7	0.25026433851161434	0.9935845785681763	
Cardiometabolic	OID20053	VIM	P08670	PR2-PR1	8	-1.0549375	0.229825	-1.2847625	-1.6355987412395203	7	0.14593805453722375	0.9935845785681763	
Inflammation	OID20427	IL1B	P01584	PR2-PR1	8	-1.2058	0.032824999999999965	-1.238625	-2.4591616428416683	7	0.04351876804043253	0.9935845785681763	
