pathway	collection	hits	set_size_universe	set_size_raw	foreground_size	universe_size	pvalue	fdr	hit_genes
GOBP_OSSIFICATION	go_bp	9	111	452	53	2920	1.303486e-04	5.304908e-01	AREG,CALCA,CRIM1,GDF2,KAZALD1,PTN,SMOC1,SPP1,TNC
GOBP_CELL_CELL_SIGNALING	go_bp	16	339	1319	53	2920	1.989465e-04	5.304908e-01	ADGRG1,AGER,AGRN,AREG,CCL13,CXCL13,DNM1,EDN1,FGFBP3,GDF15,PLAT,PTN,RGS10,SPP1,STXBP1,TNC
GOBP_OSTEOBLAST_DIFFERENTIATION	go_bp	6	62	261	53	2920	7.558386e-04	1.000000e+00	AREG,CRIM1,GDF2,SMOC1,SPP1,TNC
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	go_bp	10	175	1321	53	2920	9.451039e-04	1.000000e+00	ADGRG1,AGRN,AREG,CALCA,CALCB,CCL13,CELSR2,CXCL13,EDN1,RGS10
GOBP_BONE_REMODELING	go_bp	4	34	90	53	2920	2.998636e-03	1.000000e+00	CALCA,PTN,SPP1,TPP1
GOBP_NEURON_PROJECTION_REGENERATION	go_bp	4	34	61	53	2920	2.998636e-03	1.000000e+00	MATN2,PTN,SPP1,TNC
GOBP_CELL_MOTILITY	go_bp	18	519	1863	53	2920	3.186446e-03	1.000000e+00	ADAM9,ADGRG1,AGER,CALCA,CCL13,CELSR2,CXCL13,CXCL17,EDN1,GDF15,GDF2,ITGB5,LAMA4,MATN2,PLAT,PTN,SPOCK1,TNC
GOBP_GROWTH	go_bp	11	241	922	53	2920	3.235248e-03	1.000000e+00	AGRN,AREG,EDN1,FRZB,GDF15,GDF2,KAZALD1,PTN,SPOCK1,SPP1,TNC
GOBP_REGULATION_OF_GROWTH	go_bp	9	174	606	53	2920	3.494562e-03	1.000000e+00	AGRN,EDN1,FRZB,GDF15,GDF2,KAZALD1,SPOCK1,SPP1,TNC
GOBP_NEURON_MIGRATION	go_bp	4	36	184	53	2920	3.708018e-03	1.000000e+00	ADGRG1,CELSR2,MATN2,SPOCK1
GOBP_REPRODUCTIVE_PROCESS	go_bp	12	283	1549	53	2920	3.804868e-03	1.000000e+00	ADGRG1,AREG,CALCA,EDN1,FST,PLAT,PRL,PRND,PTN,SPP1,STXBP1,TNC
GOBP_NEURON_DEVELOPMENT	go_bp	12	285	1159	53	2920	4.033756e-03	1.000000e+00	AGER,AGRN,AREG,CELSR2,EDN1,HS6ST1,MATN2,PTN,SPOCK1,SPP1,STXBP1,TNC
GOBP_RESPONSE_TO_GROWTH_FACTOR	go_bp	11	250	785	53	2920	4.307702e-03	1.000000e+00	ADAM9,CALCA,CRIM1,CXCL13,EDN1,FGFBP3,FST,GDF15,GDF2,ITGB5,TNC
GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	go_bp	2	6	21	53	2920	4.628400e-03	1.000000e+00	AGRN,RGS10
GOBP_NEGATIVE_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	go_bp	2	6	14	53	2920	4.628400e-03	1.000000e+00	AGER,PTN
GOBP_REGULATION_OF_CELL_GROWTH	go_bp	7	123	404	53	2920	6.084055e-03	1.000000e+00	EDN1,FRZB,GDF2,KAZALD1,SPOCK1,SPP1,TNC
GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	go_bp	2	7	23	53	2920	6.404630e-03	1.000000e+00	ADAM9,GDF15
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	go_bp	16	468	1735	53	2920	6.773195e-03	1.000000e+00	ADAM9,AGER,AREG,CALCA,CRIM1,CXCL13,EDN1,FGFBP3,FST,GDF15,GDF2,ITGB5,PRL,SPP1,TIMP4,TNC
GOBP_RESPONSE_TO_AXON_INJURY	go_bp	4	44	86	53	2920	7.678131e-03	1.000000e+00	MATN2,PTN,SPP1,TNC
GOBP_BODY_FLUID_SECRETION	go_bp	3	23	95	53	2920	7.738222e-03	1.000000e+00	CELSR2,EDN1,PRL
GOBP_GENERATION_OF_NEURONS	go_bp	13	350	1510	53	2920	7.965763e-03	1.000000e+00	ADGRG1,AGER,AGRN,AREG,CELSR2,EDN1,HS6ST1,MATN2,PTN,SPOCK1,SPP1,STXBP1,TNC
GOBP_SYNAPTIC_SIGNALING	go_bp	8	163	794	53	2920	8.162546e-03	1.000000e+00	AGER,AGRN,DNM1,EDN1,PLAT,PTN,RGS10,STXBP1
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	go_bp	4	45	93	53	2920	8.315425e-03	1.000000e+00	CXCL13,CXCL17,EDN1,PTN
GOBP_LONG_TERM_SYNAPTIC_DEPRESSION	go_bp	2	8	32	53	2920	8.440617e-03	1.000000e+00	AGER,STXBP1
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	go_bp	5	71	216	53	2920	8.549803e-03	1.000000e+00	CALCA,EDN1,PRL,PTN,SPP1
GOBP_BONE_RESORPTION	go_bp	3	24	66	53	2920	8.731422e-03	1.000000e+00	CALCA,SPP1,TPP1
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	go_bp	7	132	504	53	2920	8.902716e-03	1.000000e+00	AREG,EDN1,FRZB,FST,GDF2,ITGB5,TNC
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	go_bp	13	359	1281	53	2920	9.833702e-03	1.000000e+00	ADAM9,ADGRG1,ANGPTL4,CLEC1B,CXCL13,CXCL17,EDN1,ESM1,GDF15,GDF2,HS6ST1,ITGB5,PRL
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	go_bp	6	103	374	53	2920	9.950563e-03	1.000000e+00	CRIM1,CXCL13,FGFBP3,FST,GDF15,GDF2
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	go_bp	5	74	142	53	2920	1.015319e-02	1.000000e+00	AGER,CXCL13,CXCL17,EDN1,PTN
GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION	go_bp	2	9	49	53	2920	1.072671e-02	1.000000e+00	AGRN,RGS10
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	go_bp	2	9	29	53	2920	1.072671e-02	1.000000e+00	ADAM9,GDF15
GOBP_RESPONSE_TO_PROSTAGLANDIN	go_bp	2	9	33	53	2920	1.072671e-02	1.000000e+00	EDN1,TNC
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	go_bp	5	75	150	53	2920	1.073080e-02	1.000000e+00	AGER,CXCL13,CXCL17,EDN1,PTN
GOBP_CELL_GROWTH	go_bp	7	139	484	53	2920	1.168851e-02	1.000000e+00	EDN1,FRZB,GDF2,KAZALD1,SPOCK1,SPP1,TNC
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	go_bp	4	50	262	53	2920	1.202382e-02	1.000000e+00	ADGRG1,CALCA,CALCB,EDN1
GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE	go_bp	4	50	158	53	2920	1.202382e-02	1.000000e+00	AREG,EDN1,GDF2,TNC
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	go_bp	8	175	1018	53	2920	1.232671e-02	1.000000e+00	ADGRG1,AREG,EDN1,FST,PTN,SPP1,STXBP1,TNC
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY	go_bp	12	329	1043	53	2920	1.262845e-02	1.000000e+00	ADAM9,AREG,CD8A,CRIM1,ESM1,FGFBP3,FST,GDF15,GDF2,ITGB5,PLAT,PTN
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	go_bp	6	109	232	53	2920	1.296890e-02	1.000000e+00	AGER,CXCL13,CXCL17,EDN1,GDF15,PTN
GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM	go_bp	2	10	20	53	2920	1.325350e-02	1.000000e+00	AREG,TNC
GOBP_DECIDUALIZATION	go_bp	2	10	25	53	2920	1.325350e-02	1.000000e+00	PTN,SPP1
GOBP_RESPONSE_TO_ACETYLCHOLINE	go_bp	2	10	47	53	2920	1.325350e-02	1.000000e+00	AGRN,RGS10
GOBP_RESPONSE_TO_TESTOSTERONE	go_bp	2	10	45	53	2920	1.325350e-02	1.000000e+00	EDN1,SPP1
GOBP_TUBE_MORPHOGENESIS	go_bp	11	295	966	53	2920	1.467035e-02	1.000000e+00	ADGRG1,ANGPTL4,AREG,CXCL13,CXCL17,EDN1,ESM1,GDF2,HS6ST1,PRL,TNC
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	go_bp	6	112	423	53	2920	1.469856e-02	1.000000e+00	ADAM9,CRIM1,FST,GDF15,GDF2,ITGB5
GOBP_ACROSOME_REACTION	go_bp	2	11	41	53	2920	1.601184e-02	1.000000e+00	PRND,STXBP1
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	go_bp	2	11	35	53	2920	1.601184e-02	1.000000e+00	PTN,SPP1
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	go_bp	6	115	498	53	2920	1.658424e-02	1.000000e+00	AGER,DNM1,EDN1,PLAT,PTN,STXBP1
GOBP_GLAND_DEVELOPMENT	go_bp	6	116	449	53	2920	1.724860e-02	1.000000e+00	AREG,EDN1,FRZB,PRL,PTN,TNC
GOBP_LEUKOCYTE_CHEMOTAXIS	go_bp	6	117	237	53	2920	1.793124e-02	1.000000e+00	CALCA,CCL13,CXCL13,CXCL17,EDN1,PTN
GOBP_LEUKOCYTE_MIGRATION	go_bp	8	188	399	53	2920	1.843293e-02	1.000000e+00	AGER,CALCA,CCL13,CXCL13,CXCL17,EDN1,GDF15,PTN
GOBP_AXIS_ELONGATION	go_bp	2	12	30	53	2920	1.899283e-02	1.000000e+00	AREG,TNC
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	go_bp	2	12	18	53	2920	1.899283e-02	1.000000e+00	ADAM9,CXCL13
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	go_bp	2	12	25	53	2920	1.899283e-02	1.000000e+00	AGER,SPON1
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	go_bp	2	12	22	53	2920	1.899283e-02	1.000000e+00	ADAM9,CXCL13
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION	go_bp	2	12	61	53	2920	1.899283e-02	1.000000e+00	CALCA,EDN1
GOBP_TISSUE_MORPHOGENESIS	go_bp	7	157	620	53	2920	2.170850e-02	1.000000e+00	AREG,EDN1,FRZB,FST,GDF2,ITGB5,TNC
GOBP_NEGATIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	go_bp	2	13	68	53	2920	2.218778e-02	1.000000e+00	AREG,CRIM1
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	go_bp	2	13	53	53	2920	2.218778e-02	1.000000e+00	AGRN,TNC
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	go_bp	2	13	47	53	2920	2.218778e-02	1.000000e+00	AGER,PTN
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	go_bp	4	60	207	53	2920	2.228908e-02	1.000000e+00	AREG,EDN1,GDF2,TNC
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	go_bp	4	60	123	53	2920	2.228908e-02	1.000000e+00	CXCL13,CXCL17,EDN1,PTN
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	go_bp	3	35	168	53	2920	2.454751e-02	1.000000e+00	CALCA,CXCL13,EDN1
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	go_bp	3	35	122	53	2920	2.454751e-02	1.000000e+00	CRIM1,FST,GDF2
GOBP_NEUROGENESIS	go_bp	13	404	1745	53	2920	2.495893e-02	1.000000e+00	ADGRG1,AGER,AGRN,AREG,CELSR2,EDN1,HS6ST1,MATN2,PTN,SPOCK1,SPP1,STXBP1,TNC
GOBP_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	go_bp	2	14	59	53	2920	2.558825e-02	1.000000e+00	CALCA,CALCB
GOBP_MYELOID_LEUKOCYTE_MIGRATION	go_bp	6	127	239	53	2920	2.581209e-02	1.000000e+00	AGER,CALCA,CCL13,CXCL13,CXCL17,EDN1
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	go_bp	5	94	300	53	2920	2.634201e-02	1.000000e+00	ADAM9,CXCL13,EDN1,GDF2,PTN
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	go_bp	3	36	171	53	2920	2.644201e-02	1.000000e+00	ADGRG1,CALCA,CALCB
GOBP_RESPONSE_TO_WOUNDING	go_bp	9	242	574	53	2920	2.780836e-02	1.000000e+00	AGER,EDN1,ITGB5,MATN2,PLAT,PTN,SPP1,STXBP1,TNC
GOBP_ODONTOGENESIS	go_bp	3	37	134	53	2920	2.841318e-02	1.000000e+00	EDN1,FST,TNC
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE	go_bp	3	37	98	53	2920	2.841318e-02	1.000000e+00	ADAM9,AREG,EDN1
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	go_bp	9	243	1007	53	2920	2.847466e-02	1.000000e+00	AREG,CRIM1,FRZB,FST,GDF15,GDF2,PRL,PTN,SPP1
GOBP_PATTERN_SPECIFICATION_PROCESS	go_bp	4	65	473	53	2920	2.896200e-02	1.000000e+00	ADGRG1,CELSR2,EDN1,FST
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	go_bp	2	15	68	53	2920	2.918603e-02	1.000000e+00	AGER,SPON1
GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS	go_bp	2	15	36	53	2920	2.918603e-02	1.000000e+00	EDN1,GDF2
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY	go_bp	2	15	71	53	2920	2.918603e-02	1.000000e+00	CELSR2,FRZB
GOBP_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	go_bp	2	15	55	53	2920	2.918603e-02	1.000000e+00	AGER,SPON1
GOBP_HOMEOSTATIC_PROCESS	go_bp	13	413	1744	53	2920	2.942053e-02	1.000000e+00	ADGRG1,AGER,ANGPTL4,CALCA,CALCB,CCL13,EDN1,GDF15,GDF2,LAMA4,PRND,SPP1,TPP1
GOBP_REGULATION_OF_LOCOMOTION	go_bp	12	370	1170	53	2920	2.975009e-02	1.000000e+00	ADAM9,ADGRG1,AGER,CCL13,CXCL13,CXCL17,EDN1,GDF15,GDF2,LAMA4,PTN,TNC
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	go_bp	4	66	209	53	2920	3.042509e-02	1.000000e+00	AGRN,CCL13,CXCL13,RGS10
GOBP_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	go_bp	3	38	156	53	2920	3.046084e-02	1.000000e+00	AREG,CRIM1,SMOC1
GOBP_BLOOD_VESSEL_MORPHOGENESIS	go_bp	9	246	723	53	2920	3.054208e-02	1.000000e+00	ADGRG1,ANGPTL4,CXCL13,CXCL17,EDN1,ESM1,GDF2,HS6ST1,PRL
GOBP_DEVELOPMENTAL_GROWTH	go_bp	7	170	659	53	2920	3.194065e-02	1.000000e+00	AGRN,AREG,EDN1,GDF15,PTN,SPP1,TNC
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	go_bp	12	374	1248	53	2920	3.205740e-02	1.000000e+00	AGER,CALCA,CXCL13,EDN1,FRZB,GDF15,GDF2,LAMA4,PLAT,PRL,PTN,SPP1
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	go_bp	2	16	55	53	2920	3.297312e-02	1.000000e+00	FRZB,FST
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	go_bp	2	16	54	53	2920	3.297312e-02	1.000000e+00	AGER,STXBP1
GOBP_REGULATION_OF_CHEMOTAXIS	go_bp	5	100	211	53	2920	3.330223e-02	1.000000e+00	AGER,CXCL13,CXCL17,EDN1,PTN
GOBP_GRANULOCYTE_CHEMOTAXIS	go_bp	4	68	127	53	2920	3.348151e-02	1.000000e+00	CCL13,CXCL13,CXCL17,EDN1
GOBP_NEGATIVE_REGULATION_OF_GROWTH	go_bp	4	68	230	53	2920	3.348151e-02	1.000000e+00	FRZB,GDF15,GDF2,SPP1
GOBP_TISSUE_REMODELING	go_bp	4	68	190	53	2920	3.348151e-02	1.000000e+00	CALCA,PTN,SPP1,TPP1
GOBP_INORGANIC_ION_HOMEOSTASIS	go_bp	6	135	537	53	2920	3.358818e-02	1.000000e+00	CALCA,CALCB,CCL13,EDN1,GDF2,PRND
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	go_bp	3	40	171	53	2920	3.478464e-02	1.000000e+00	FRZB,FST,GDF2
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS	go_bp	4	69	232	53	2920	3.507517e-02	1.000000e+00	AREG,EDN1,SPP1,TNC
GOBP_LOCOMOTION	go_bp	13	424	1355	53	2920	3.565387e-02	1.000000e+00	ADAM9,ADGRG1,AGER,CALCA,CCL13,CXCL13,CXCL17,EDN1,GDF15,GDF2,LAMA4,PTN,TNC
GOBP_GLIOGENESIS	go_bp	5	102	348	53	2920	3.585635e-02	1.000000e+00	ADGRG1,AGER,AREG,MATN2,PTN
GOBP_POSITIVE_REGULATION_OF_SECRETION	go_bp	5	102	313	53	2920	3.585635e-02	1.000000e+00	ADAM9,EDN1,PRL,SPP1,STXBP1
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	go_bp	4	70	236	53	2920	3.671262e-02	1.000000e+00	CXCL13,EDN1,GDF2,PTN
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	go_bp	2	17	52	53	2920	3.694174e-02	1.000000e+00	FST,GDF2
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT	go_bp	2	17	47	53	2920	3.694174e-02	1.000000e+00	EDN1,STXBP1
GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	go_bp	2	17	27	53	2920	3.694174e-02	1.000000e+00	ADAM9,TIMP4
GOBP_RESPONSE_TO_VITAMIN_D	go_bp	2	17	38	53	2920	3.694174e-02	1.000000e+00	SPP1,TNC
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	go_bp	2	17	65	53	2920	3.694174e-02	1.000000e+00	ADGRG1,CXCL17
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN	go_bp	3	41	89	53	2920	3.706009e-02	1.000000e+00	ADAM9,CXCL13,ITGB5
GOBP_SINGLE_FERTILIZATION	go_bp	3	41	170	53	2920	3.706009e-02	1.000000e+00	PLAT,PRND,STXBP1
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	go_bp	4	72	274	53	2920	4.011933e-02	1.000000e+00	AGER,CALCA,EDN1,FGFBP3
GOBP_GLIAL_CELL_MIGRATION	go_bp	2	18	61	53	2920	4.108432e-02	1.000000e+00	ADGRG1,MATN2
GOBP_OOGENESIS	go_bp	2	18	114	53	2920	4.108432e-02	1.000000e+00	EDN1,PTN
GOBP_TUBE_DEVELOPMENT	go_bp	11	346	1182	53	2920	4.253447e-02	1.000000e+00	ADGRG1,ANGPTL4,AREG,CXCL13,CXCL17,EDN1,ESM1,GDF2,HS6ST1,PRL,TNC
GOBP_CELL_CHEMOTAXIS	go_bp	6	143	324	53	2920	4.276556e-02	1.000000e+00	CALCA,CCL13,CXCL13,CXCL17,EDN1,PTN
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	go_bp	3	44	92	53	2920	4.433530e-02	1.000000e+00	AGER,CXCL13,CXCL17
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR	go_bp	3	44	124	53	2920	4.433530e-02	1.000000e+00	CXCL13,FGFBP3,TNC
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	go_bp	12	393	1392	53	2920	4.484233e-02	1.000000e+00	ADAM9,AGER,AGRN,ANGPTL4,EDN1,FRZB,FST,GDF15,GDF2,PRL,PTN,TNFSF13
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	go_bp	2	19	96	53	2920	4.539349e-02	1.000000e+00	AGER,SPON1
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	go_bp	2	19	78	53	2920	4.539349e-02	1.000000e+00	GDF2,PRL
GOBP_REGULATION_OF_BONE_RESORPTION	go_bp	2	19	43	53	2920	4.539349e-02	1.000000e+00	CALCA,SPP1
GOBP_REGULATION_OF_NEURON_PROJECTION_REGENERATION	go_bp	2	19	34	53	2920	4.539349e-02	1.000000e+00	PTN,SPP1
GOBP_GLAND_MORPHOGENESIS	go_bp	3	45	127	53	2920	4.690815e-02	1.000000e+00	AREG,PTN,TNC
GOBP_CELL_PROJECTION_ORGANIZATION	go_bp	11	354	1644	53	2920	4.903450e-02	1.000000e+00	AGER,AGRN,AREG,CELSR2,EDN1,MATN2,PTN,SPOCK1,SPP1,STXBP1,TNC
GOBP_MONOATOMIC_ION_HOMEOSTASIS	go_bp	6	148	618	53	2920	4.924233e-02	1.000000e+00	CALCA,CALCB,CCL13,EDN1,GDF2,PRND
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	go_bp	3	46	201	53	2920	4.955384e-02	1.000000e+00	CRIM1,FST,GDF15
GOBP_PLACENTA_DEVELOPMENT	go_bp	3	46	151	53	2920	4.955384e-02	1.000000e+00	HS6ST1,PTN,SPP1
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	go_bp	3	46	180	53	2920	4.955384e-02	1.000000e+00	AGER,PTN,STXBP1
GOBP_RESPONSE_TO_CHEMOKINE	go_bp	3	46	100	53	2920	4.955384e-02	1.000000e+00	CCL13,CXCL13,EDN1
GOBP_MATERNAL_PROCESS_INVOLVED_IN_FEMALE_PREGNANCY	go_bp	2	20	59	53	2920	4.986210e-02	1.000000e+00	PTN,SPP1
GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	go_bp	2	20	78	53	2920	4.986210e-02	1.000000e+00	GDF15,GDF2
GOBP_SMOOTH_MUSCLE_CONTRACTION	go_bp	2	20	109	53	2920	4.986210e-02	1.000000e+00	CALCA,EDN1
GOBP_REGENERATION	go_bp	4	79	203	53	2920	5.343017e-02	1.000000e+00	MATN2,PTN,SPP1,TNC
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	go_bp	4	79	323	53	2920	5.343017e-02	1.000000e+00	CRIM1,FST,GDF15,GDF2
GOBP_ACROSOMAL_VESICLE_EXOCYTOSIS	go_bp	1	3	9	53	2920	5.348768e-02	1.000000e+00	STXBP1
GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING	go_bp	1	3	5	53	2920	5.348768e-02	1.000000e+00	AREG
GOBP_B_CELL_CHEMOTAXIS	go_bp	1	3	8	53	2920	5.348768e-02	1.000000e+00	CXCL13
GOBP_CARBOHYDRATE_MEDIATED_SIGNALING	go_bp	1	3	11	53	2920	5.348768e-02	1.000000e+00	AGER
GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS	go_bp	1	3	10	53	2920	5.348768e-02	1.000000e+00	EDN1
GOBP_CELLULAR_RESPONSE_TO_GONADOTROPIN_STIMULUS	go_bp	1	3	18	53	2920	5.348768e-02	1.000000e+00	EDN1
GOBP_CLUSTERING_OF_VOLTAGE_GATED_SODIUM_CHANNELS	go_bp	1	3	6	53	2920	5.348768e-02	1.000000e+00	AGRN
GOBP_CONVERGENT_EXTENSION	go_bp	1	3	15	53	2920	5.348768e-02	1.000000e+00	FRZB
GOBP_DENDRITE_ARBORIZATION	go_bp	1	3	11	53	2920	5.348768e-02	1.000000e+00	PTN
GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS	go_bp	1	3	10	53	2920	5.348768e-02	1.000000e+00	STXBP1
GOBP_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS	go_bp	1	3	7	53	2920	5.348768e-02	1.000000e+00	AREG
GOBP_DICHOTOMOUS_SUBDIVISION_OF_AN_EPITHELIAL_TERMINAL_UNIT	go_bp	1	3	8	53	2920	5.348768e-02	1.000000e+00	AREG
GOBP_ENDOTHELIN_RECEPTOR_SIGNALING_PATHWAY	go_bp	1	3	12	53	2920	5.348768e-02	1.000000e+00	EDN1
GOBP_FOREBRAIN_REGIONALIZATION	go_bp	1	3	24	53	2920	5.348768e-02	1.000000e+00	ADGRG1
GOBP_GLOMERULAR_ENDOTHELIUM_DEVELOPMENT	go_bp	1	3	5	53	2920	5.348768e-02	1.000000e+00	EDN1
GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	go_bp	1	3	14	53	2920	5.348768e-02	1.000000e+00	ADAM9
GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING	go_bp	1	3	9	53	2920	5.348768e-02	1.000000e+00	TNC
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	go_bp	1	3	101	53	2920	5.348768e-02	1.000000e+00	NDUFB7
GOBP_MOTOR_NEURON_MIGRATION	go_bp	1	3	13	53	2920	5.348768e-02	1.000000e+00	CELSR2
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	go_bp	1	3	7	53	2920	5.348768e-02	1.000000e+00	CXCL13
GOBP_NEGATIVE_REGULATION_OF_FERTILIZATION	go_bp	1	3	7	53	2920	5.348768e-02	1.000000e+00	PLAT
GOBP_NEURAL_CREST_CELL_FATE_COMMITMENT	go_bp	1	3	6	53	2920	5.348768e-02	1.000000e+00	EDN1
GOBP_PARTURITION	go_bp	1	3	15	53	2920	5.348768e-02	1.000000e+00	EDN1
GOBP_POSITIVE_REGULATION_OF_CELL_SIZE	go_bp	1	3	11	53	2920	5.348768e-02	1.000000e+00	EDN1
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_OXIDATION	go_bp	1	3	15	53	2920	5.348768e-02	1.000000e+00	GDF15
GOBP_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION	go_bp	1	3	10	53	2920	5.348768e-02	1.000000e+00	PTN
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	go_bp	1	3	31	53	2920	5.348768e-02	1.000000e+00	TPP1
GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS	go_bp	1	3	6	53	2920	5.348768e-02	1.000000e+00	GDF15
GOBP_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	go_bp	1	3	10	53	2920	5.348768e-02	1.000000e+00	CXCL13
