pathway	collection	hits	set_size_universe	set_size_raw	foreground_size	universe_size	pvalue	fdr	hit_genes
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	go_bp	1	232	1037	6	2920	3.917450e-01	1.000000e+00	DNER
GOBP_RESPONSE_TO_BACTERIUM	go_bp	1	236	745	6	2920	3.971607e-01	1.000000e+00	MMP7
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	go_bp	1	237	637	6	2920	3.985084e-01	1.000000e+00	MMP7
GOBP_IMPORT_INTO_CELL	go_bp	1	253	926	6	2920	4.197314e-01	1.000000e+00	DNER
GOBP_SECRETION	go_bp	1	259	984	6	2920	4.275274e-01	1.000000e+00	MMP7
GOBP_EPITHELIUM_DEVELOPMENT	go_bp	1	277	1236	6	2920	4.503936e-01	1.000000e+00	KLK14
GOBP_REPRODUCTIVE_PROCESS	go_bp	1	283	1549	6	2920	4.578444e-01	1.000000e+00	KLK14
GOBP_NITROGEN_COMPOUND_TRANSPORT	go_bp	1	347	1903	6	2920	5.322214e-01	1.000000e+00	MMP7
GOBP_GENERATION_OF_NEURONS	go_bp	1	350	1510	6	2920	5.354875e-01	1.000000e+00	DNER
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	go_bp	1	353	1520	6	2920	5.387346e-01	1.000000e+00	KLK14
GOBP_REGULATION_OF_LOCOMOTION	go_bp	1	370	1170	6	2920	5.567795e-01	1.000000e+00	MMP7
GOBP_VESICLE_MEDIATED_TRANSPORT	go_bp	1	379	1561	6	2920	5.660920e-01	1.000000e+00	DNER
GOBP_DEFENSE_RESPONSE_TO_OTHER_ORGANISM	go_bp	1	396	1268	6	2920	5.832376e-01	1.000000e+00	MMP7
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	go_bp	1	396	1836	6	2920	5.832376e-01	1.000000e+00	CA6
GOBP_NEUROGENESIS	go_bp	1	404	1745	6	2920	5.911086e-01	1.000000e+00	DNER
GOBP_LOCOMOTION	go_bp	1	424	1355	6	2920	6.102457e-01	1.000000e+00	MMP7
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_STIMULUS	go_bp	1	456	1789	6	2920	6.393104e-01	1.000000e+00	KLK14
GOBP_POSITIVE_REGULATION_OF_SIGNALING	go_bp	1	516	1828	6	2920	6.889500e-01	1.000000e+00	KLK14
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	go_bp	1	542	1799	6	2920	7.086166e-01	1.000000e+00	MMP7
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS	go_bp	1	553	1780	6	2920	7.166192e-01	1.000000e+00	MMP7
GOBP_CELL_ADHESION	go_bp	1	584	1542	6	2920	7.381929e-01	1.000000e+00	SIGLEC8
GOBP_DEFENSE_RESPONSE	go_bp	1	593	1902	6	2920	7.441933e-01	1.000000e+00	MMP7
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	go_bp	0	272	846	6	2920	1.000000e+00	1.000000e+00	
GOBP_VASCULATURE_DEVELOPMENT	go_bp	0	273	848	6	2920	1.000000e+00	1.000000e+00	
GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	go_bp	0	122	861	6	2920	1.000000e+00	1.000000e+00	
GOBP_ORGANELLE_LOCALIZATION	go_bp	0	122	605	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	go_bp	0	122	294	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	go_bp	0	122	482	6	2920	1.000000e+00	1.000000e+00	
GOBP_RESPONSE_TO_PEPTIDE_HORMONE	go_bp	0	122	444	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELLULAR_RESPONSE_TO_INORGANIC_SUBSTANCE	go_bp	0	53	216	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION	go_bp	0	53	266	6	2920	1.000000e+00	1.000000e+00	
GOBP_HEART_PROCESS	go_bp	0	53	263	6	2920	1.000000e+00	1.000000e+00	
GOBP_JNK_CASCADE	go_bp	0	53	173	6	2920	1.000000e+00	1.000000e+00	
GOBP_MITOTIC_NUCLEAR_DIVISION	go_bp	0	53	283	6	2920	1.000000e+00	1.000000e+00	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	go_bp	0	53	99	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	go_bp	0	53	224	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_BINDING	go_bp	0	53	229	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	go_bp	0	53	252	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION	go_bp	0	53	203	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY	go_bp	0	53	247	6	2920	1.000000e+00	1.000000e+00	
GOBP_SENSORY_ORGAN_MORPHOGENESIS	go_bp	0	53	279	6	2920	1.000000e+00	1.000000e+00	
GOBP_T_CELL_MEDIATED_IMMUNITY	go_bp	0	53	133	6	2920	1.000000e+00	1.000000e+00	
GOBP_MYELOID_LEUKOCYTE_MIGRATION	go_bp	0	127	239	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELL_DIVISION	go_bp	0	123	644	6	2920	1.000000e+00	1.000000e+00	
GOBP_EMBRYONIC_MORPHOGENESIS	go_bp	0	123	619	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_CELL_GROWTH	go_bp	0	123	404	6	2920	1.000000e+00	1.000000e+00	
GOBP_RESPONSE_TO_OXIDATIVE_STRESS	go_bp	0	123	404	6	2920	1.000000e+00	1.000000e+00	
GOBP_INORGANIC_ION_HOMEOSTASIS	go_bp	0	135	537	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	go_bp	0	135	375	6	2920	1.000000e+00	1.000000e+00	
GOBP_PEPTIDYL_AMINO_ACID_MODIFICATION	go_bp	0	219	847	6	2920	1.000000e+00	1.000000e+00	
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	go_bp	0	222	1029	6	2920	1.000000e+00	1.000000e+00	
GOBP_INTRACELLULAR_TRANSPORT	go_bp	0	222	1368	6	2920	1.000000e+00	1.000000e+00	
GOBP_LYMPHOCYTE_ACTIVATION	go_bp	0	274	807	6	2920	1.000000e+00	1.000000e+00	
GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	go_bp	0	126	730	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION	go_bp	0	126	526	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE	go_bp	0	126	458	6	2920	1.000000e+00	1.000000e+00	
GOBP_SKELETAL_SYSTEM_DEVELOPMENT	go_bp	0	126	531	6	2920	1.000000e+00	1.000000e+00	
GOBP_CARBOHYDRATE_METABOLIC_PROCESS	go_bp	0	124	571	6	2920	1.000000e+00	1.000000e+00	
GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	go_bp	0	124	682	6	2920	1.000000e+00	1.000000e+00	
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	go_bp	0	124	639	6	2920	1.000000e+00	1.000000e+00	
GOBP_HEART_MORPHOGENESIS	go_bp	0	56	271	6	2920	1.000000e+00	1.000000e+00	
GOBP_NUCLEAR_TRANSPORT	go_bp	0	56	333	6	2920	1.000000e+00	1.000000e+00	
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	go_bp	0	56	269	6	2920	1.000000e+00	1.000000e+00	
GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	go_bp	0	56	249	6	2920	1.000000e+00	1.000000e+00	
GOBP_RNA_SPLICING	go_bp	0	56	478	6	2920	1.000000e+00	1.000000e+00	
GOBP_AMINOGLYCAN_METABOLIC_PROCESS	go_bp	0	39	122	6	2920	1.000000e+00	1.000000e+00	
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS	go_bp	0	39	172	6	2920	1.000000e+00	1.000000e+00	
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	go_bp	0	39	122	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON	go_bp	0	39	96	6	2920	1.000000e+00	1.000000e+00	
GOBP_CIRCADIAN_RHYTHM	go_bp	0	39	207	6	2920	1.000000e+00	1.000000e+00	
GOBP_ERBB_SIGNALING_PATHWAY	go_bp	0	39	133	6	2920	1.000000e+00	1.000000e+00	
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT	go_bp	0	39	147	6	2920	1.000000e+00	1.000000e+00	
GOBP_IMMUNOGLOBULIN_PRODUCTION	go_bp	0	39	195	6	2920	1.000000e+00	1.000000e+00	
GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS	go_bp	0	39	81	6	2920	1.000000e+00	1.000000e+00	
GOBP_MAMMARY_GLAND_DEVELOPMENT	go_bp	0	39	137	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	go_bp	0	39	150	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	go_bp	0	39	106	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	go_bp	0	39	144	6	2920	1.000000e+00	1.000000e+00	
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	go_bp	0	39	258	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_CELL_SHAPE	go_bp	0	39	139	6	2920	1.000000e+00	1.000000e+00	
GOBP_RESPONSE_TO_VITAMIN	go_bp	0	39	92	6	2920	1.000000e+00	1.000000e+00	
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	go_bp	0	39	119	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_TRANSFERASE_ACTIVITY	go_bp	0	134	366	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	go_bp	0	134	533	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY	go_bp	0	250	716	6	2920	1.000000e+00	1.000000e+00	
GOBP_RESPONSE_TO_GROWTH_FACTOR	go_bp	0	250	785	6	2920	1.000000e+00	1.000000e+00	
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	go_bp	0	55	196	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELLULAR_KETONE_METABOLIC_PROCESS	go_bp	0	55	225	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	go_bp	0	55	414	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS	go_bp	0	55	242	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	go_bp	0	55	154	6	2920	1.000000e+00	1.000000e+00	
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	go_bp	0	55	217	6	2920	1.000000e+00	1.000000e+00	
GOBP_ENDOSOMAL_TRANSPORT	go_bp	0	55	295	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	go_bp	0	55	165	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_BLOOD_CIRCULATION	go_bp	0	55	265	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	go_bp	0	55	183	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	go_bp	0	55	195	6	2920	1.000000e+00	1.000000e+00	
GOBP_TYPE_II_INTERFERON_PRODUCTION	go_bp	0	55	120	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	go_bp	0	252	753	6	2920	1.000000e+00	1.000000e+00	
GOBP_TISSUE_MIGRATION	go_bp	0	121	386	6	2920	1.000000e+00	1.000000e+00	
GOBP_MAPK_CASCADE	go_bp	0	248	773	6	2920	1.000000e+00	1.000000e+00	
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	go_bp	0	54	150	6	2920	1.000000e+00	1.000000e+00	
GOBP_NEUTROPHIL_MIGRATION	go_bp	0	54	107	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	go_bp	0	54	269	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	go_bp	0	54	124	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	go_bp	0	54	137	6	2920	1.000000e+00	1.000000e+00	
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	go_bp	0	54	209	6	2920	1.000000e+00	1.000000e+00	
GOBP_PROTEIN_STABILIZATION	go_bp	0	54	220	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_EXOCYTOSIS	go_bp	0	54	175	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	go_bp	0	54	157	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	go_bp	0	54	189	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	go_bp	0	54	221	6	2920	1.000000e+00	1.000000e+00	
GOBP_STEM_CELL_DIFFERENTIATION	go_bp	0	54	249	6	2920	1.000000e+00	1.000000e+00	
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	go_bp	0	52	344	6	2920	1.000000e+00	1.000000e+00	
GOBP_MACROPHAGE_ACTIVATION	go_bp	0	52	112	6	2920	1.000000e+00	1.000000e+00	
GOBP_ORGAN_GROWTH	go_bp	0	52	180	6	2920	1.000000e+00	1.000000e+00	
GOBP_PROTEIN_AUTOPHOSPHORYLATION	go_bp	0	52	190	6	2920	1.000000e+00	1.000000e+00	
GOBP_REGULATION_OF_LIPID_TRANSPORT	go_bp	0	52	153	6	2920	1.000000e+00	1.000000e+00	
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	go_bp	0	52	175	6	2920	1.000000e+00	1.000000e+00	
GOBP_ADAPTIVE_IMMUNE_MEMORY_RESPONSE	go_bp	0	5	6	6	2920	1.000000e+00	1.000000e+00	
GOBP_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	go_bp	0	5	24	6	2920	1.000000e+00	1.000000e+00	
GOBP_ALDEHYDE_CATABOLIC_PROCESS	go_bp	0	5	14	6	2920	1.000000e+00	1.000000e+00	
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	go_bp	0	5	51	6	2920	1.000000e+00	1.000000e+00	
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	go_bp	0	5	105	6	2920	1.000000e+00	1.000000e+00	
GOBP_AMYLOID_BETA_CLEARANCE_BY_CELLULAR_CATABOLIC_PROCESS	go_bp	0	5	8	6	2920	1.000000e+00	1.000000e+00	
GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	go_bp	0	5	5	6	2920	1.000000e+00	1.000000e+00	
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY	go_bp	0	5	20	6	2920	1.000000e+00	1.000000e+00	
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	go_bp	0	5	59	6	2920	1.000000e+00	1.000000e+00	
GOBP_APOPTOTIC_DNA_FRAGMENTATION	go_bp	0	5	20	6	2920	1.000000e+00	1.000000e+00	
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS	go_bp	0	5	58	6	2920	1.000000e+00	1.000000e+00	
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	go_bp	0	5	21	6	2920	1.000000e+00	1.000000e+00	
GOBP_ATRIAL_SEPTUM_DEVELOPMENT	go_bp	0	5	23	6	2920	1.000000e+00	1.000000e+00	
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	go_bp	0	5	30	6	2920	1.000000e+00	1.000000e+00	
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	go_bp	0	5	53	6	2920	1.000000e+00	1.000000e+00	
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	go_bp	0	5	11	6	2920	1.000000e+00	1.000000e+00	
GOBP_BICARBONATE_TRANSPORT	go_bp	0	5	37	6	2920	1.000000e+00	1.000000e+00	
GOBP_BLASTOCYST_FORMATION	go_bp	0	5	45	6	2920	1.000000e+00	1.000000e+00	
GOBP_BLASTODERM_SEGMENTATION	go_bp	0	5	25	6	2920	1.000000e+00	1.000000e+00	
GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY	go_bp	0	5	8	6	2920	1.000000e+00	1.000000e+00	
GOBP_BONE_TRABECULA_FORMATION	go_bp	0	5	11	6	2920	1.000000e+00	1.000000e+00	
GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS	go_bp	0	5	22	6	2920	1.000000e+00	1.000000e+00	
GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS	go_bp	0	5	12	6	2920	1.000000e+00	1.000000e+00	
