pathway	collection	hits	set_size_universe	set_size_raw	foreground_size	universe_size	pvalue	fdr	hit_genes
GOBP_INSEMINATION	go_bp	1	3	13	6	2920	6.153829e-03	1.000000e+00	KLK14
GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	go_bp	1	3	14	6	2920	6.153829e-03	1.000000e+00	MMP7
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE	go_bp	1	5	48	6	2920	1.023882e-02	1.000000e+00	CA6
GOBP_MYOTUBE_CELL_DEVELOPMENT	go_bp	1	5	43	6	2920	1.023882e-02	1.000000e+00	DNER
GOBP_SENSORY_PERCEPTION_OF_BITTER_TASTE	go_bp	1	5	46	6	2920	1.023882e-02	1.000000e+00	CA6
GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION	go_bp	1	6	10	6	2920	1.227607e-02	1.000000e+00	MMP7
GOBP_COPULATION	go_bp	1	6	19	6	2920	1.227607e-02	1.000000e+00	KLK14
GOBP_SENSORY_PERCEPTION_OF_TASTE	go_bp	1	6	68	6	2920	1.227607e-02	1.000000e+00	CA6
GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	go_bp	1	8	12	6	2920	1.634007e-02	1.000000e+00	MMP7
GOBP_MATING_BEHAVIOR	go_bp	1	8	36	6	2920	1.634007e-02	1.000000e+00	KLK14
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	go_bp	1	9	27	6	2920	1.836685e-02	1.000000e+00	MMP7
GOBP_REPRODUCTIVE_BEHAVIOR	go_bp	1	10	45	6	2920	2.039014e-02	1.000000e+00	KLK14
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	go_bp	1	10	535	6	2920	2.039014e-02	1.000000e+00	CA6
GOBP_EPIDERMIS_MORPHOGENESIS	go_bp	1	13	37	6	2920	2.643917e-02	1.000000e+00	KLK14
GOBP_POSITIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	go_bp	1	13	33	6	2920	2.643917e-02	1.000000e+00	KLK14
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	go_bp	1	15	552	6	2920	3.045454e-02	1.000000e+00	CA6
GOBP_ONE_CARBON_METABOLIC_PROCESS	go_bp	1	16	40	6	2920	3.245704e-02	1.000000e+00	CA6
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	go_bp	1	17	66	6	2920	3.445610e-02	1.000000e+00	KLK14
GOBP_ANTIBACTERIAL_HUMORAL_RESPONSE	go_bp	1	21	72	6	2920	4.241794e-02	1.000000e+00	MMP7
GOBP_COLLAGEN_CATABOLIC_PROCESS	go_bp	1	22	45	6	2920	4.439983e-02	1.000000e+00	MMP7
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS	go_bp	1	22	50	6	2920	4.439983e-02	1.000000e+00	MMP7
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS	go_bp	1	26	62	6	2920	5.229323e-02	1.000000e+00	MMP7
GOBP_PEPTIDE_METABOLIC_PROCESS	go_bp	1	26	78	6	2920	5.229323e-02	1.000000e+00	MMP7
GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM	go_bp	1	28	99	6	2920	5.621951e-02	1.000000e+00	MMP7
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT	go_bp	1	29	186	6	2920	5.817756e-02	1.000000e+00	DNER
GOBP_MYOTUBE_DIFFERENTIATION	go_bp	1	30	135	6	2920	6.013222e-02	1.000000e+00	DNER
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	go_bp	1	35	66	6	2920	6.985491e-02	1.000000e+00	MMP7
GOBP_NEURON_MIGRATION	go_bp	1	36	184	6	2920	7.178936e-02	1.000000e+00	DNER
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	go_bp	1	37	155	6	2920	7.372045e-02	1.000000e+00	KLK14
GOBP_COLLAGEN_METABOLIC_PROCESS	go_bp	1	41	107	6	2920	8.141136e-02	1.000000e+00	MMP7
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	go_bp	1	44	122	6	2920	8.714456e-02	1.000000e+00	MMP7
GOBP_NOTCH_SIGNALING_PATHWAY	go_bp	1	45	184	6	2920	8.904899e-02	1.000000e+00	DNER
GOBP_MUSCLE_CELL_DEVELOPMENT	go_bp	1	46	204	6	2920	9.095011e-02	1.000000e+00	DNER
GOBP_DETECTION_OF_STIMULUS	go_bp	1	47	676	6	2920	9.284791e-02	1.000000e+00	CA6
GOBP_FERTILIZATION	go_bp	1	49	211	6	2920	9.663362e-02	1.000000e+00	KLK14
GOBP_SYNAPSE_ASSEMBLY	go_bp	1	59	216	6	2920	1.153653e-01	1.000000e+00	DNER
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	go_bp	1	60	110	6	2920	1.172205e-01	1.000000e+00	MMP7
GOBP_MUSCLE_ORGAN_DEVELOPMENT	go_bp	1	65	361	6	2920	1.264481e-01	1.000000e+00	DNER
GOBP_PEPTIDE_TRANSPORT	go_bp	1	68	261	6	2920	1.319460e-01	1.000000e+00	MMP7
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	go_bp	1	71	216	6	2920	1.374150e-01	1.000000e+00	KLK14
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	go_bp	1	71	314	6	2920	1.374150e-01	1.000000e+00	DNER
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	go_bp	1	75	161	6	2920	1.446623e-01	1.000000e+00	MMP7
GOBP_GLIAL_CELL_DIFFERENTIATION	go_bp	1	76	262	6	2920	1.464661e-01	1.000000e+00	DNER
GOBP_SENSORY_PERCEPTION	go_bp	1	77	989	6	2920	1.482669e-01	1.000000e+00	CA6
GOBP_AMIDE_TRANSPORT	go_bp	1	79	320	6	2920	1.518588e-01	1.000000e+00	MMP7
GOBP_EPIDERMIS_DEVELOPMENT	go_bp	1	79	388	6	2920	1.518588e-01	1.000000e+00	KLK14
GOBP_MUSCLE_TISSUE_DEVELOPMENT	go_bp	1	82	444	6	2920	1.572230e-01	1.000000e+00	DNER
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	go_bp	1	86	315	6	2920	1.643312e-01	1.000000e+00	MMP7
GOBP_MUSCLE_CELL_DIFFERENTIATION	go_bp	1	101	431	6	2920	1.905439e-01	1.000000e+00	DNER
GOBP_GLIOGENESIS	go_bp	1	102	348	6	2920	1.922667e-01	1.000000e+00	DNER
GOBP_PROTEOLYSIS	go_bp	2	408	1631	6	2920	1.995261e-01	1.000000e+00	KLK14,MMP7
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	go_bp	1	110	338	6	2920	2.059399e-01	1.000000e+00	MMP7
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	go_bp	1	110	449	6	2920	2.059399e-01	1.000000e+00	MMP7
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	go_bp	1	113	546	6	2920	2.110174e-01	1.000000e+00	MMP7
GOBP_CELL_JUNCTION_ASSEMBLY	go_bp	1	123	462	6	2920	2.277473e-01	1.000000e+00	DNER
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	go_bp	1	127	338	6	2920	2.343559e-01	1.000000e+00	MMP7
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	go_bp	1	132	504	6	2920	2.425504e-01	1.000000e+00	KLK14
GOBP_HUMORAL_IMMUNE_RESPONSE	go_bp	1	138	287	6	2920	2.522872e-01	1.000000e+00	MMP7
GOBP_SYNAPSE_ORGANIZATION	go_bp	1	139	499	6	2920	2.538998e-01	1.000000e+00	DNER
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	go_bp	1	149	715	6	2920	2.698671e-01	1.000000e+00	DNER
GOBP_BEHAVIOR	go_bp	1	155	657	6	2920	2.793100e-01	1.000000e+00	KLK14
GOBP_TISSUE_MORPHOGENESIS	go_bp	1	157	620	6	2920	2.824350e-01	1.000000e+00	KLK14
GOBP_CELL_MOTILITY	go_bp	2	519	1863	6	2920	2.900337e-01	1.000000e+00	DNER,MMP7
GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	go_bp	1	163	980	6	2920	2.917421e-01	1.000000e+00	KLK14
GOBP_SEXUAL_REPRODUCTION	go_bp	1	163	1099	6	2920	2.917421e-01	1.000000e+00	KLK14
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	go_bp	1	175	1321	6	2920	3.100548e-01	1.000000e+00	KLK14
GOBP_NERVOUS_SYSTEM_PROCESS	go_bp	1	194	1522	6	2920	3.382423e-01	1.000000e+00	CA6
GOBP_CELL_JUNCTION_ORGANIZATION	go_bp	1	213	773	6	2920	3.654634e-01	1.000000e+00	DNER
GOBP_ENDOCYTOSIS	go_bp	1	231	703	6	2920	3.903848e-01	1.000000e+00	DNER
