pathway	collection	hits	set_size_universe	set_size_raw	foreground_size	universe_size	pvalue	fdr	hit_genes
HALLMARK_INFLAMMATORY_RESPONSE	hallmark	0	90	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_KRAS_SIGNALING_DN	hallmark	0	57	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_MITOTIC_SPINDLE	hallmark	0	45	199	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_MTORC1_SIGNALING	hallmark	0	47	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_MYC_TARGETS_V1	hallmark	0	28	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_MYC_TARGETS_V2	hallmark	0	9	58	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	hallmark	0	33	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_P53_PATHWAY	hallmark	0	62	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_PANCREAS_BETA_CELLS	hallmark	0	10	40	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_PEROXISOME	hallmark	0	23	104	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	hallmark	0	29	105	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_PROTEIN_SECRETION	hallmark	0	31	96	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	hallmark	0	21	49	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_SPERMATOGENESIS	hallmark	0	30	135	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_TGF_BETA_SIGNALING	hallmark	0	15	54	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	hallmark	0	74	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	hallmark	0	32	113	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	hallmark	0	9	42	9	2920	1.000000e+00	1.000000e+00	
