pathway	collection	hits	set_size_universe	set_size_raw	foreground_size	universe_size	pvalue	fdr	hit_genes
HALLMARK_IL2_STAT5_SIGNALING	hallmark	2	83	199	9	2920	2.524389e-02	1.000000e+00	FLT3LG,TNFSF11
HALLMARK_MYOGENESIS	hallmark	1	68	200	9	2920	1.913285e-01	1.000000e+00	MB
HALLMARK_COAGULATION	hallmark	1	82	138	9	2920	2.264100e-01	1.000000e+00	MMP3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	hallmark	1	105	200	9	2920	2.811143e-01	1.000000e+00	MMP3
HALLMARK_UV_RESPONSE_UP	hallmark	0	54	158	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_XENOBIOTIC_METABOLISM	hallmark	0	71	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_INTERFERON_ALPHA_RESPONSE	hallmark	0	39	97	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_UV_RESPONSE_DN	hallmark	0	39	144	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_GLYCOLYSIS	hallmark	0	55	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_HEME_METABOLISM	hallmark	0	51	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_APOPTOSIS	hallmark	0	72	161	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_NOTCH_SIGNALING	hallmark	0	5	32	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_INTERFERON_GAMMA_RESPONSE	hallmark	0	80	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_KRAS_SIGNALING_UP	hallmark	0	80	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_ADIPOGENESIS	hallmark	0	58	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_ALLOGRAFT_REJECTION	hallmark	0	108	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_ANDROGEN_RESPONSE	hallmark	0	25	101	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_ANGIOGENESIS	hallmark	0	25	36	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_APICAL_JUNCTION	hallmark	0	79	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_APICAL_SURFACE	hallmark	0	19	44	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_BILE_ACID_METABOLISM	hallmark	0	18	112	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	hallmark	0	23	74	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_COMPLEMENT	hallmark	0	102	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_DNA_REPAIR	hallmark	0	33	150	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_E2F_TARGETS	hallmark	0	36	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	0	47	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	0	58	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_FATTY_ACID_METABOLISM	hallmark	0	47	158	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_G2M_CHECKPOINT	hallmark	0	31	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_HEDGEHOG_SIGNALING	hallmark	0	15	36	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_HYPOXIA	hallmark	0	65	200	9	2920	1.000000e+00	1.000000e+00	
HALLMARK_IL6_JAK_STAT3_SIGNALING	hallmark	0	56	87	9	2920	1.000000e+00	1.000000e+00	
