pathway	collection	hits	set_size_universe	set_size_raw	foreground_size	universe_size	pvalue	fdr	hit_genes
HALLMARK_ADIPOGENESIS	hallmark	0	58	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_ESTROGEN_RESPONSE_LATE	hallmark	0	58	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	hallmark	0	21	49	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_APICAL_SURFACE	hallmark	0	19	44	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	hallmark	0	105	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_ALLOGRAFT_REJECTION	hallmark	0	108	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_ANDROGEN_RESPONSE	hallmark	0	25	101	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_ANGIOGENESIS	hallmark	0	25	36	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_COMPLEMENT	hallmark	0	102	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_E2F_TARGETS	hallmark	0	36	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_ESTROGEN_RESPONSE_EARLY	hallmark	0	47	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_G2M_CHECKPOINT	hallmark	0	31	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_HYPOXIA	hallmark	0	65	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_INFLAMMATORY_RESPONSE	hallmark	0	90	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_MITOTIC_SPINDLE	hallmark	0	45	199	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_MTORC1_SIGNALING	hallmark	0	47	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_MYC_TARGETS_V1	hallmark	0	28	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_MYC_TARGETS_V2	hallmark	0	9	58	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	hallmark	0	33	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_P53_PATHWAY	hallmark	0	62	200	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_PANCREAS_BETA_CELLS	hallmark	0	10	40	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	hallmark	0	29	105	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_PROTEIN_SECRETION	hallmark	0	31	96	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_SPERMATOGENESIS	hallmark	0	30	135	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	hallmark	0	32	113	7	2920	1.000000e+00	1.000000e+00	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	hallmark	0	9	42	7	2920	1.000000e+00	1.000000e+00	
