panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
Neurology	OID21096	CA6	P23280	PR2-PR1	9	1.3533666666666668	0.8258222222222221	0.5275444444444445	8.022725687384966	8	0.000042785369618325575	0.0569404500202233	
Oncology	OID21407	KLK14	Q9P0G3	PR2-PR1	9	0.6699333333333333	0.16237777777777782	0.5075555555555555	8.08255963383242	8	0.00004055423527993263	0.0569404500202233	
Oncology	OID21192	FEN1	P39748	PR2-PR1	7	-0.19784285714285707	-0.5557428571428572	0.3579	9.993286562461948	6	0.000058142052437260006	0.0569404500202233	
Cardiometabolic	OID20087	MMP7	P09237	PR2-PR1	8	3.6356374999999996	3.0996624999999995	0.5359749999999999	6.930697692235017	7	0.0002250458023711488	0.1652961418416088	
Inflammation	OID20712	DNER	Q8NFT8	PR2-PR1	9	0.12327777777777779	-0.38406666666666667	0.5073444444444445	5.811907825384063	8	0.00039970412948364675	0.19572178873715904	
Oncology	OID21531	MIA	Q16674	PR2-PR1	9	0.7056444444444444	0.4024555555555556	0.30318888888888895	5.835304414155302	8	0.00038921249233347943	0.19572178873715904	
Oncology	OID21456	CRISP2	P16562	PR2-PR1	9	-0.020855555555555554	-0.37945555555555555	0.3585999999999999	5.651360671691224	8	0.0004806648512987177	0.20174190473080467	
Oncology_II	OID31177	MAPRE3	Q9UPY8	PR2-PR1	8	-0.2464625	-0.7478125	0.50135	5.591535809336818	7	0.0008232134144996461	0.24186010117999604	
Oncology_II	OID31490	NCR3LG1	Q68D85	PR2-PR1	9	0.43443333333333334	0.1297222222222222	0.30471111111111104	5.199833917884764	8	0.0008225687132721315	0.24186010117999604	
Cardiometabolic	OID20367	C1QTNF1	Q9BXJ1	PR2-PR1	9	0.3840222222222222	0.572288888888889	-0.18826666666666667	-5.225652765261145	8	0.0007970803059282883	0.24186010117999604	
Cardiometabolic_II	OID30247	DNAJC6	O75061	PR2-PR1	8	0.34735	1.2399625	-0.8926124999999999	-4.978255844551751	7	0.0016041409414757624	0.39274717383798247	
Oncology	OID21171	CEACAM5	P06731	PR2-PR1	7	0.5873999999999999	-0.25802857142857144	0.8454285714285713	5.516586976266708	6	0.0014916500057406967	0.39274717383798247	
Cardiometabolic_II	OID30235	RNF149	Q8NC42	PR2-PR1	8	-0.1168625	-0.3196125000000001	0.20275	4.685290136341956	7	0.0022468599926825927	0.47151961846438983	
Oncology	OID21419	CLMP	Q9H6B4	PR2-PR1	9	-0.10894444444444445	-0.20353333333333337	0.09458888888888889	4.465032878279183	8	0.0020970058354037313	0.47151961846438983	
Oncology	OID21530	LYPD3	O95274	PR2-PR1	9	0.7193	0.3655777777777778	0.35372222222222227	4.316763596519198	8	0.0025572086421170592	0.5008719327026614	
Neurology_II	OID30915	CADPS	Q9ULU8	PR2-PR1	6	0.5172833333333333	-0.06951666666666667	0.5868	5.4628756166101065	5	0.0027969383030630457	0.5135877958999517	
Cardiometabolic_II	OID30257	RBPMS2	Q6ZRY4	PR2-PR1	8	2.7111	3.6722875000000004	-0.9611875000000001	-4.426547830821306	7	0.0030569790628180993	0.5283179109740928	
Cardiometabolic_II	OID30252	NIT1	Q86X76	PR2-PR1	8	1.7326625	2.6283624999999997	-0.8956999999999999	-4.245713134231754	7	0.003813276781140962	0.5668846778887249	
Cardiometabolic_II	OID30136	EDEM2	Q9BV94	PR2-PR1	8	-0.367875	-1.136075	0.7682	4.283946114976632	7	0.0036376722577209364	0.5668846778887249	
Cardiometabolic_II	OID30249	CALCOCO2	Q13137	PR2-PR1	8	0.6239125000000001	1.1261375	-0.502225	-4.236078511312865	7	0.0038589835118361115	0.5668846778887249	
Cardiometabolic_II	OID30237	GADD45GIP1	Q8TAE8	PR2-PR1	8	0.016912499999999997	0.3847125	-0.36779999999999996	-4.188465331507792	7	0.004093869101456038	0.5727517819084685	
Cardiometabolic_II	OID30412	TNN	Q9UQP3	PR2-PR1	9	0.03052222222222222	-0.2226666666666667	0.2531888888888889	3.918587719991132	8	0.00442718797661712	0.5912308306955044	
Cardiometabolic_II	OID30240	CEP170	Q5SW79	PR2-PR1	8	1.6514875	2.4491375	-0.7976500000000001	-4.078235803729322	7	0.004700129712967183	0.6003904824651123	
Inflammation	OID20428	IL33	O95760	PR2-PR1	8	-1.2747375	-0.12680000000000002	-1.1479374999999998	-3.95255476835894	7	0.005513946810972614	0.6159762645992479	
Cardiometabolic_II	OID30362	CEACAM6	P40199	PR2-PR1	9	0.29084444444444446	-0.18842222222222219	0.47926666666666673	3.8115959793398355	8	0.0051509228174189126	0.6159762645992479	
Neurology	OID21033	PRL	P01236	PR2-PR1	9	-0.6795333333333333	-0.2514111111111111	-0.4281222222222223	-3.7201145995075184	8	0.005870434107821287	0.6159762645992479	
Neurology_II	OID31096	PALM2	Q8IXS6	PR2-PR1	9	-0.3355666666666666	-0.7371	0.40153333333333335	3.7656940973605155	8	0.005499378634726604	0.6159762645992479	
Cardiometabolic_II	OID30222	COMMD1	Q8N668	PR2-PR1	8	-0.1446	0.11375	-0.25835	-3.912651778023652	7	0.0058036043713147745	0.6159762645992479	
Oncology	OID21266	HPGDS	O60760	PR2-PR1	7	-0.5796285714285715	-0.24448571428571428	-0.3351428571428571	-4.042069730332343	6	0.006786786276174128	0.6875716579103306	
Cardiometabolic	OID20101	IL6	P05231	PR2-PR1	8	-1.379125	-0.40403749999999994	-0.9750875	-3.623755671138586	7	0.008467810308415702	0.691067407947926	
Cardiometabolic_II	OID30268	NFE2	Q16621	PR2-PR1	8	1.381175	2.2870375000000003	-0.9058625000000002	-3.6532035512243723	7	0.0081432873280467	0.691067407947926	
Cardiometabolic_II	OID30285	CNP	P09543	PR2-PR1	8	0.8693125	1.7535	-0.8841875	-3.630981062540306	7	0.008386907414906775	0.691067407947926	
Neurology_II	OID30832	HDAC9	Q9UKV0	PR2-PR1	8	0.11992499999999999	-0.48506250000000006	0.6049875	3.690959114272946	7	0.007746793905455851	0.691067407947926	
Oncology_II	OID31473	PSAPL1	Q6NUJ1	PR2-PR1	9	-0.16588888888888886	-0.5460333333333334	0.3801444444444445	3.584450282682138	8	0.007141886709101097	0.691067407947926	
Cardiometabolic	OID20059	DUOX2	Q9NRD8	PR2-PR1	8	0.10600000000000001	-0.25892499999999996	0.36492499999999994	3.669048152265885	7	0.007974275686658316	0.691067407947926	
Oncology_II	OID31422	TADA3	O75528	PR2-PR1	9	-0.20547777777777776	-0.5364333333333333	0.3309555555555555	3.487625889745251	8	0.008227026101825796	0.691067407947926	
Neurology	OID21111	FCRL5	Q96RD9	PR2-PR1	9	-0.6769444444444445	-0.39236666666666664	-0.28457777777777776	-3.4368911260883204	8	0.008864326081546636	0.7038754061509194	
Cardiometabolic_II	OID30272	CRYZL1	O95825	PR2-PR1	8	1.7523749999999998	2.7867375	-1.0343624999999999	-3.501856906566555	7	0.009968074591740983	0.7112955420818449	
Cardiometabolic_II	OID30104	SCGB2A2	Q13296	PR2-PR1	8	0.21939999999999998	-0.678975	0.8983749999999999	3.4526870229610167	7	0.01065248599441837	0.7112955420818449	
Oncology_II	OID31206	CREBZF	Q9NS37	PR2-PR1	8	-0.3883375	-1.068025	0.6796875	3.5089273133964953	7	0.009873626923669665	0.7112955420818449	
Oncology	OID21181	MAGED1	Q9Y5V3	PR2-PR1	7	-0.6849285714285714	-0.33788571428571423	-0.34704285714285715	-3.6599943296890496	6	0.01057952410300933	0.7112955420818449	
Oncology_II	OID31493	PSCA	O43653	PR2-PR1	9	-0.17044444444444443	-0.4945555555555555	0.32411111111111107	3.333122914287545	8	0.01033628814566434	0.7112955420818449	
Neurology	OID20869	XRCC4	Q13426	PR2-PR1	8	0.1943125	-0.1175375	0.31185	3.5591025579330764	7	0.009230521260683577	0.7112955420818449	
Oncology_II	OID31439	SH3BP1	Q9Y3L3	PR2-PR1	9	-0.17373333333333335	-0.46247777777777777	0.28874444444444447	3.3755812639394795	8	0.0097049743738864	0.7112955420818449	
Oncology	OID21161	SCP2	P22307	PR2-PR1	7	0.2638714285714286	-0.15159999999999998	0.4154714285714286	3.6179252698665763	6	0.011124779980409949	0.7167629672531896	
Cardiometabolic_II	OID30231	ENTR1	Q96C92	PR2-PR1	8	0.5519875000000001	0.9217749999999999	-0.36978750000000005	-3.4142816447340274	7	0.011222292884154772	0.7167629672531896	
Inflammation	OID20765	CCL22	O00626	PR2-PR1	9	-0.3179777777777778	-0.17049999999999998	-0.14747777777777774	-3.2216207313002214	8	0.012209468422691439	0.7632216643801584	
Cardiometabolic_II	OID30189	VSIG10L	Q86VR7	PR2-PR1	8	1.181825	0.23928749999999996	0.9425375	3.0947844408436205	7	0.017449460344202805	0.7672269760845853	
Oncology_II	OID31204	DNAJA1	P31689	PR2-PR1	8	0.1543	-0.608775	0.7630750000000001	3.254796011727941	7	0.013964416431845317	0.7672269760845853	
Oncology	OID21271	FOXO3	O43524	PR2-PR1	7	0.12988571428571424	0.7533	-0.6234142857142857	-3.4663303402466674	6	0.013363539172072336	0.7672269760845853	
Neurology_II	OID30920	GNGT1	P63211	PR2-PR1	6	1.24	0.7105333333333334	0.5294666666666666	3.770826489909845	5	0.013011866863056554	0.7672269760845853	
Oncology_II	OID31252	EPN1	Q9Y6I3	PR2-PR1	7	-0.1609142857142858	-0.6017142857142856	0.4407999999999999	3.460736333785164	6	0.013455173417115107	0.7672269760845853	
Oncology	OID21260	ENTPD2	Q9Y5L3	PR2-PR1	7	0.012257142857142895	-0.39657142857142863	0.4088285714285714	3.2900664904435173	6	0.016612430015979562	0.7672269760845853	
Oncology	OID21163	RABEPK	Q7Z6M1	PR2-PR1	7	0.20008571428571428	-0.19962857142857143	0.39971428571428574	3.387598080283579	6	0.014719164090770231	0.7672269760845853	
Oncology_II	OID31509	SPINT3	P49223	PR2-PR1	9	-1.7248666666666663	-2.0535555555555556	0.32868888888888903	2.936780666945306	8	0.018802022558914278	0.7672269760845853	
Neurology_II	OID30810	TSPAN7	P41732	PR2-PR1	8	-0.1068875	-0.4349625	0.328075	3.1148329686617275	7	0.016965982909249	0.7672269760845853	
Cardiometabolic_II	OID30248	FAM172A	Q8WUF8	PR2-PR1	8	0.410625	0.7326875	-0.3220625	-3.0552191105102384	7	0.018447148269104874	0.7672269760845853	
Cardiometabolic_II	OID30171	UHRF2	Q96PU4	PR2-PR1	8	-0.296075	-0.6145875	0.3185125	3.274229608865626	7	0.013594784022910256	0.7672269760845853	
Inflammation	OID20591	NTF3	P20783	PR2-PR1	7	0.5337142857142857	0.8387857142857144	-0.30507142857142855	-3.3567187796723537	6	0.015291604158275796	0.7672269760845853	
Inflammation_II	OID30748	ADIPOQ	Q15848	PR2-PR1	9	0.2440111111111111	-0.04284444444444445	0.28685555555555553	2.9397629231960813	8	0.0187164304156604	0.7672269760845853	
Oncology_II	OID31352	S100A3	P33764	PR2-PR1	9	0.28709999999999997	0.008311111111111122	0.2787888888888889	2.9974314070807684	8	0.017138649540673567	0.7672269760845853	
