gene_symbol	n_subjects	point_mean	boot_mean	boot_sd	ci_lo_95	ci_hi_95	p_pos	p_sign_stable	contrast	n_boot
HO-1	23	-0.2542843478260871	-0.25114989260869586	0.09246701230257277	-0.42789167391304356	-0.06347583695652229	0.007	0.993	late-early	1000
PCSK9	23	-0.22625173913043473	-0.22246388652173893	0.09224837447192455	-0.4080955	-0.040291945652173956	0.008	0.992	late-early	1000
IL8	23	-0.4148078260869566	-0.4147980047826091	0.16396274693459648	-0.7275038369565221	-0.08018247826086965	0.009	0.991	late-early	1000
CTRC	23	0.3341565217391306	0.3313737969565221	0.1448356790235835	0.05028619565217419	0.6308642173913046	0.99	0.99	late-early	1000
HGF	23	-0.6930621739130435	-0.7082376843478266	0.31102390851260625	-1.3219929782608701	-0.09774809782608711	0.01	0.99	late-early	1000
DCN	23	-0.09438782608695648	-0.09344590086956496	0.04371835887642401	-0.18016716304347818	-0.01371618478260861	0.011	0.989	late-early	1000
VASN	23	0.1026147826086956	0.10111398999999993	0.04795931899231961	0.014964239130434641	0.19681978260869568	0.989	0.989	late-early	1000
ITGB2	23	0.1989004347826087	0.20034069347826108	0.09590463816116322	0.01758379347826074	0.39327146739130425	0.989	0.989	late-early	1000
MET	23	-0.14304000000000006	-0.1449351795652173	0.06192293041597546	-0.26393567391304346	-0.017893500000000073	0.011	0.989	late-early	1000
LIF-R	23	-0.1946108695652175	-0.19108144521739168	0.08358988346925637	-0.3496178913043479	-0.018321728260869738	0.011	0.989	late-early	1000
TRIM5	23	-0.38932	-0.3863407195652176	0.16747639083041177	-0.715058347826087	-0.052699054347826124	0.012	0.988	late-early	1000
CDCP1	23	0.16634043478260874	0.16876208782608706	0.07738595561306383	0.02269827173913058	0.32461153260869563	0.988	0.988	late-early	1000
MMP-1	23	0.4365347826086956	0.4366446547826082	0.2059436709389559	0.04051032608695626	0.8271411630434782	0.988	0.988	late-early	1000
ICAM3	23	-0.11484956521739129	-0.11484437999999982	0.051779684435429116	-0.21691304347826085	-0.012027934782608702	0.013	0.987	late-early	1000
SPRY2	23	-0.3860608695652174	-0.3852138460869564	0.17175862427794217	-0.729601195652174	-0.05189955434782614	0.013	0.987	late-early	1000
