perm	module	n	mean_diff	p_value	bh_q
20	13	23	-0.012114972826086872	0.777155948281889	0.8242825118437774
20	14	23	0.05476964673913044	0.38201803608957974	0.8242825118437774
20	15	23	0.027147233201581123	0.6418112899948127	0.8242825118437774
21	1	23	0.12176822134387351	0.5614316468207803	0.892578086448331
21	2	23	-0.030682368177613346	0.7587146507273126	0.892578086448331
21	3	23	0.03491408317580334	0.8542711479390082	0.892578086448331
21	4	23	0.0400424441833137	0.5854101481373637	0.892578086448331
21	5	23	-0.013205590062111847	0.7328447645367704	0.892578086448331
21	6	23	-0.15936315076228122	0.27562148376709183	0.8268644513012756
21	7	23	0.0594754515050167	0.41650849532400525	0.892578086448331
21	8	23	0.03504260869565221	0.5867286974365213	0.892578086448331
21	9	23	0.10705775362318858	0.2725390976442721	0.8268644513012756
21	10	23	0.07662872909698987	0.23489043184564862	0.8268644513012756
21	11	23	0.11062198369565213	0.2080436107384911	0.8268644513012756
21	12	23	0.013576636155606274	0.892578086448331	0.892578086448331
21	13	23	0.0675280193236717	0.21808449366182625	0.8268644513012756
21	14	23	0.023766749482401688	0.6598811321239872	0.892578086448331
21	15	23	0.01619729370008873	0.777372224608075	0.892578086448331
22	1	23	-0.05550080745341613	0.4041523002643883	0.6062284503965825
22	2	23	-0.20483339130434763	0.07968803654873935	0.24289510415926696
22	3	23	-0.0907852587991718	0.14164706713343067	0.30352942957163714
22	4	23	-0.11083553043478274	0.09715804166370678	0.24289510415926696
22	5	23	-0.17368032608695658	0.09235758574489839	0.24289510415926696
22	6	23	-0.2268690118577074	0.04007622698733049	0.24289510415926696
22	7	23	-0.1118048393194707	0.05240093833324311	0.24289510415926696
22	8	23	-0.12661809983896938	0.01572634743314061	0.23589521149710913
22	9	23	0.027674768583450145	0.6868677786813713	0.7925397446323514
22	10	23	-0.07080774102079408	0.23669200119577427	0.3944866686596238
22	11	23	0.03859698650674674	0.7801392393533897	0.8358634707357747
22	12	23	-0.04212046035805628	0.594993741778538	0.7437421772231726
22	13	23	0.11429102301790282	0.4660863998870368	0.6355723634823229
22	14	23	-0.20668678929765882	0.21259240429541615	0.3944866686596238
22	15	23	0.005900328738070038	0.9350204254640413	0.9350204254640413
23	1	23	0.0788652860411899	0.3484455338933703	0.7066604722473719
23	2	23	0.023848029453015306	0.8637942974495489	0.863794297449549
23	3	23	-0.01338258519388968	0.8079954908649651	0.863794297449549
23	4	23	0.032078742236024874	0.6525176298658177	0.863794297449549
23	5	23	-0.0925470652173912	0.2531994070546464	0.7066604722473719
23	6	23	-0.13082692219679615	0.21360495976879657	0.7066604722473719
23	7	23	-0.0652269565217392	0.5325751287137692	0.863794297449549
23	8	23	0.15435462915601023	0.3218738950018838	0.7066604722473719
23	9	23	-0.1291029192546583	0.15072376879047233	0.7066604722473719
23	10	23	0.04564137123745814	0.3768855851985984	0.7066604722473719
23	11	23	-0.05775139130434793	0.20429516530280467	0.7066604722473719
23	12	23	0.017835856777493567	0.7440502284126698	0.863794297449549
23	13	23	-0.03575550000000007	0.5961914340217205	0.863794297449549
23	14	23	-0.42359231121281465	0.02129660138347056	0.3194490207520584
23	15	23	-0.01029291560102319	0.8620463254298691	0.863794297449549
24	1	23	-0.3535901785714286	0.03230314122444833	0.4845471183667249
24	2	23	0.1677943222506395	0.2497131326655202	0.9012250956801235
24	3	23	-0.010582739130434659	0.8283377292722989	0.9012250956801235
24	4	23	-0.03248556064073223	0.6711608048984203	0.9012250956801235
24	5	23	0.013723822193381028	0.9012250956801235	0.9012250956801235
24	6	23	-0.005539879227053182	0.8941697548207999	0.9012250956801235
24	7	23	0.07258454968944088	0.6389661528156436	0.9012250956801235
24	8	23	-0.010370683229813585	0.8491662175612036	0.9012250956801235
24	9	23	-0.06442344720496884	0.5026870286454987	0.9012250956801235
24	10	23	-0.05175789130434778	0.41712848881670483	0.9012250956801235
24	11	23	-0.09432890645586292	0.3059960846543113	0.9012250956801235
24	12	23	0.008743333333333441	0.8847910735679485	0.9012250956801235
24	13	23	-0.09989349466776033	0.2154167976483452	0.9012250956801235
24	14	23	-0.029294852173913078	0.6412530719219496	0.9012250956801235
24	15	23	-0.10381807780320364	0.13156561642418163	0.9012250956801235
25	1	23	-0.042876918714555796	0.4895239344722724	0.7939111051644654
25	2	23	-0.034760235507246474	0.5377998202285776	0.7939111051644654
25	3	23	-0.10692323671497592	0.4622321804586009	0.7939111051644654
25	4	23	0.03834100395256917	0.6880562911425367	0.7939111051644654
25	5	23	-0.06090135869565224	0.48270314796538183	0.7939111051644654
25	6	23	0.3767146376811594	0.018765901018219733	0.27601168321934155
25	7	23	-0.13569985507246377	0.39041333132521316	0.7939111051644654
25	8	23	-0.048695695652174076	0.5178793173042417	0.7939111051644654
25	9	23	0.03232641739130435	0.6440009751812887	0.7939111051644654
25	10	23	-0.045501281464530856	0.24571153119258016	0.7939111051644654
25	11	23	-0.008605441795231396	0.8783364944310303	0.9380515184333521
25	12	23	0.189511964017991	0.036801557762578874	0.27601168321934155
25	13	23	-0.006333902173912899	0.938051518433352	0.9380515184333521
25	14	23	0.05517101086956525	0.5857406463774399	0.7939111051644654
25	15	23	-0.13500557971014485	0.19517063954052705	0.7939111051644654
26	1	23	-0.026670737240075827	0.6344727545903042	0.8331172034345489
26	2	23	-0.17656861739130442	0.2175247901236268	0.8157179629636004
26	3	23	-0.33223961636828653	0.027748465296199232	0.4162269794429885
26	4	23	0.016372732919254517	0.8068410338516809	0.8331172034345489
26	5	23	0.030774478260869556	0.6722856169759175	0.8331172034345489
26	6	23	-0.08054714975845403	0.6076314898062753	0.8331172034345489
26	7	23	-0.15240578392621854	0.13961699312461828	0.8157179629636004
26	8	23	-0.007339391304347826	0.8331172034345489	0.8331172034345489
26	9	23	-0.0538785990338163	0.44058085976886296	0.8260891120666181
26	10	23	0.13772684310018887	0.1895281090930374	0.8157179629636004
26	11	23	0.07781857219538402	0.27686220454028776	0.8260891120666181
26	12	23	-0.012428632411067205	0.8305812514703748	0.8331172034345489
26	13	23	0.0561519693094628	0.43524643492506154	0.8260891120666181
26	14	23	0.10394078260869577	0.33945171883465153	0.8260891120666181
26	15	23	-0.03296801932367161	0.6279728566905383	0.8331172034345489
27	1	23	0.022623897515527958	0.8409526597633397	0.9859175579967103
27	2	23	0.007068489130434732	0.9474731340210936	0.9859175579967103
27	3	23	-0.05827813179347827	0.6259502901815801	0.9859175579967103
27	4	23	0.016212864450127703	0.7635465804359325	0.9859175579967103
27	5	23	0.1948745096056623	0.2954787275392068	0.9859175579967103
27	6	23	0.001576989966555227	0.9859175579967103	0.9859175579967103
27	7	23	0.13265065217391292	0.343942751121209	0.9859175579967103
27	8	23	0.085699375696767	0.38001838514209996	0.9859175579967103
27	9	23	0.031694018445322915	0.6305039724861525	0.9859175579967103
27	10	23	0.02939516683518708	0.5871958761580287	0.9859175579967103
27	11	23	-0.0043214645308925345	0.9427658570853417	0.9859175579967103
