comparison	panel	n_tests	n_skipped	n_q_lt_05	n_q_lt_10	min_q	max_abs_effect
late-early	CM	90	0	17	28	0.000017560107685499204	0.8260477272727272
late-early	CVD2	87	0	15	27	0.00003637726619591201	0.8371986363636363
late-early	CVD3	87	0	25	31	0.00001697935808516367	1.5314427272727273
late-early	IR	87	0	28	34	0.00001697935808516367	1.7397181818181815
late-early	In	85	0	19	25	0.00001697935808516367	2.5522681818181816
