comparison	panel	n_tests	n_skipped	n_q_lt_05	n_q_lt_10	min_q	max_abs_effect
late-early	CM	90	0	19	29	0.000005479488395021548	0.8340056521739132
late-early	CVD2	87	0	22	30	0.000011723523109482178	0.8550043478260869
late-early	CVD3	87	0	27	34	0.000005479488395021548	1.5961521739130435
late-early	IR	87	0	30	37	0.000005479488395021548	1.7105791304347822
late-early	In	85	0	22	27	0.000005479488395021548	2.5412513043478255
