panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
Oncology	OID21192	FEN1	P39748	PR2-PR1	7	-0.09701428571428572	-0.42350000000000004	0.3264857142857143	13.662555105035919	6	0.000009550600277519194	0.028059663615351393	
Oncology	OID21163	RABEPK	Q7Z6M1	PR2-PR1	7	0.2509571428571429	-0.2675142857142857	0.5184714285714286	9.226996656408678	6	0.00009146133380055765	0.0895711329020128	
Oncology	OID21407	KLK14	Q9P0G3	PR2-PR1	9	0.6157444444444444	0.12204444444444446	0.49369999999999997	7.5678925963364865	8	0.00006497872805777405	0.0895711329020128	
Neurology	OID21096	CA6	P23280	PR2-PR1	9	1.218711111111111	0.7259888888888889	0.49272222222222223	6.308605039278858	8	0.0002306396417104395	0.14129167237602386	
Cardiometabolic	OID20087	MMP7	P09237	PR2-PR1	8	3.6312124999999997	3.1610375000000004	0.4701749999999999	6.857041809025194	7	0.00024045553501705896	0.14129167237602386	
Inflammation	OID20712	DNER	Q8NFT8	PR2-PR1	9	0.08202222222222223	-0.41042222222222224	0.49244444444444446	5.856073374856431	8	0.00038015259198220797	0.18614805254062117	
Oncology_II	OID31177	MAPRE3	Q9UPY8	PR2-PR1	8	-0.2615375	-0.7771	0.5155625	5.871112310594345	7	0.0006172450731738444	0.2590665749978221	
Oncology_II	OID31490	NCR3LG1	Q68D85	PR2-PR1	9	0.3940222222222223	0.07852222222222222	0.31550000000000006	5.212851915740884	8	0.0008096076192045665	0.29732839815287704	
Inflammation	OID20428	IL33	O95760	PR2-PR1	8	-1.329075	-0.11510000000000001	-1.213975	-5.095585038262344	7	0.001406398916951268	0.41123907061574744	
Oncology	OID21171	CEACAM5	P06731	PR2-PR1	7	0.41802857142857136	-0.4194428571428571	0.8374714285714286	5.433338727846628	6	0.001612424903613574	0.41123907061574744	
Oncology_II	OID31473	PSAPL1	Q6NUJ1	PR2-PR1	9	0.00006666666666668399	-0.4818111111111111	0.4818777777777778	4.525894179738794	8	0.001934810469514936	0.41123907061574744	
Oncology_II	OID31515	PALM	O75781	PR2-PR1	9	-0.24759999999999996	-0.5641	0.31650000000000006	4.46410612925078	8	0.0020995868138993234	0.41123907061574744	
Oncology	OID21531	MIA	Q16674	PR2-PR1	8	0.7068875	0.41336249999999997	0.2935249999999999	5.0707028888348455	7	0.0014459587487640757	0.41123907061574744	
Cardiometabolic_II	OID30235	RNF149	Q8NC42	PR2-PR1	8	-0.018349999999999998	-0.22521249999999998	0.20686250000000003	4.744081754461837	7	0.002097893131464579	0.41123907061574744	
Cardiometabolic	OID20367	C1QTNF1	Q9BXJ1	PR2-PR1	9	0.44971111111111106	0.6282	-0.17848888888888884	-4.523731000586961	8	0.0019403361706886724	0.41123907061574744	
Inflammation	OID20765	CCL22	O00626	PR2-PR1	9	-0.33015555555555554	-0.14574444444444443	-0.1844111111111111	-4.406141538724329	8	0.0022680641859558204	0.41647328614613754	
Cardiometabolic_II	OID30362	CEACAM6	P40199	PR2-PR1	9	0.3193111111111111	-0.1785	0.4978111111111112	4.293891788289844	8	0.002637446940128463	0.431789363202363	
Neurology_II	OID31096	PALM2	Q8IXS6	PR2-PR1	9	-0.279711111111111	-0.7209888888888889	0.4412777777777779	4.291663637755245	8	0.0026454079433773092	0.431789363202363	
Oncology_II	OID31170	MUCL3	Q3MIW9	PR2-PR1	8	-0.13965000000000002	0.13654999999999998	-0.27619999999999995	-4.403162244469235	7	0.003144770205279146	0.4862807822689542	
Neurology_II	OID30915	CADPS	Q9ULU8	PR2-PR1	6	0.40853333333333336	-0.14905	0.5575833333333333	5.087476384455082	5	0.0038102628914298275	0.5137643853475926	
Oncology_II	OID31252	EPN1	Q9Y6I3	PR2-PR1	7	-0.13998571428571432	-0.6371142857142856	0.4971285714285714	4.56093572704129	6	0.0038471124838825865	0.5137643853475926	
Cardiometabolic_II	OID30412	TNN	Q9UQP3	PR2-PR1	9	0.1331	-0.1237111111111111	0.2568111111111111	4.087149228939964	8	0.003499359937015445	0.5137643853475926	
Inflammation	OID20452	AOC1	P19801	PR2-PR1	8	0.084275	-0.249125	0.33340000000000003	4.107867644455507	7	0.004528028039978649	0.5784063644111856	
Neurology	OID21084	WARS	P23381	PR2-PR1	9	0.6210888888888889	0.8572777777777778	-0.2361888888888889	-3.8237630105493476	8	0.005062573699260886	0.6197433970178535	
Oncology_II	OID31439	SH3BP1	Q9Y3L3	PR2-PR1	9	-0.16616666666666668	-0.4817777777777778	0.3156111111111112	3.7199737331722202	8	0.0058716214944303236	0.6679207885084011	
Oncology_II	OID31493	PSCA	O43653	PR2-PR1	9	0.4164555555555556	0.12089999999999998	0.29555555555555557	3.715342344195235	8	0.005910803438127443	0.6679207885084011	
Inflammation_II	OID30520	NDUFA5	Q16718	PR2-PR1	8	-0.045275000000000024	0.39559999999999995	-0.440875	-3.8372623601975024	7	0.006397217255015297	0.6712508676869622	
Oncology_II	OID31405	PXDNL	A1KZ92	PR2-PR1	9	0.3807666666666666	0.013722222222222228	0.36704444444444445	3.6663915479632387	8	0.006342420222019474	0.6712508676869622	
Oncology	OID21530	LYPD3	O95274	PR2-PR1	8	0.6947625	0.3424125	0.35235000000000005	3.7927906122264634	7	0.00677818474135683	0.6848316064796636	
Inflammation	OID20768	LTBR	P36941	PR2-PR1	9	0.1726777777777778	0.01866666666666666	0.15401111111111113	3.5989617622232584	8	0.006992834647511881	0.6848316064796636	
Oncology_II	OID31422	TADA3	O75528	PR2-PR1	9	-0.13526666666666667	-0.49468888888888884	0.3594222222222222	3.565179780769527	8	0.007345065545748319	0.6961226636583407	
Inflammation_II	OID30667	CSH1	P0DML2	PR2-PR1	8	-0.7850375	-0.04135	-0.7436875000000001	-3.5349425643178916	7	0.009534344687075036	0.7278354499172816	
Neurology_II	OID30832	HDAC9	Q9UKV0	PR2-PR1	7	0.12424285714285714	-0.5418285714285714	0.6660714285714285	3.792385012814471	6	0.009048077727637382	0.7278354499172816	
Cardiometabolic_II	OID30136	EDEM2	Q9BV94	PR2-PR1	8	-0.393775	-1.03795	0.6441749999999999	3.5556884572627085	7	0.00927281268270086	0.7278354499172816	
Inflammation_II	OID30435	TNFSF9	P41273	PR2-PR1	8	-0.09375	-0.6383375	0.5445875	3.57949079171567	7	0.008982269950823296	0.7278354499172816	
Oncology_II	OID31291	RNF43	Q68DV7	PR2-PR1	7	-0.35454285714285716	-0.7269428571428572	0.37239999999999995	3.883539052597539	6	0.008137303438748411	0.7278354499172816	
Oncology_II	OID31516	PCDH9	Q9HC56	PR2-PR1	9	0.25839999999999996	-0.10156666666666668	0.35996666666666666	3.378609491300248	8	0.009661532521025862	0.7278354499172816	
Inflammation_II	OID30748	ADIPOQ	Q15848	PR2-PR1	9	0.22342222222222224	-0.08369999999999998	0.3071222222222222	3.393255877701973	8	0.009454303933939645	0.7278354499172816	
Oncology	OID21456	CRISP2	P16562	PR2-PR1	9	0.11367777777777777	-0.19146666666666665	0.30514444444444444	3.479163471792087	8	0.008329855362912975	0.7278354499172816	
Oncology_II	OID31509	SPINT3	P49223	PR2-PR1	9	-1.8678555555555556	-2.2291000000000003	0.3612444444444446	3.3178825704475505	8	0.010573352465638397	0.7576709644889174	
Cardiometabolic	OID20059	DUOX2	Q9NRD8	PR2-PR1	8	0.04516250000000001	-0.31065	0.35581250000000003	3.4700365929597714	7	0.010405373072810642	0.7576709644889174	
Neurology	OID21111	FCRL5	Q96RD9	PR2-PR1	9	-0.6903444444444444	-0.41344444444444445	-0.27690000000000003	-3.277453532600116	8	0.011230443100949117	0.785596234061631	
Oncology_II	OID31517	GLIPR1	P48060	PR2-PR1	9	-0.04981111111111111	-0.5132888888888889	0.4634777777777777	3.225416467947037	8	0.012140146112096906	0.8106306653941071	
Neurology	OID21122	CD99L2	Q8TCZ2	PR2-PR1	9	-0.0037111111111111095	0.12654444444444446	-0.13025555555555554	-3.2328124365762703	8	0.012006258428232108	0.8106306653941071	
Cardiometabolic_II	OID30104	SCGB2A2	Q13296	PR2-PR1	8	0.16413749999999996	-0.69	0.8541375	3.2984710952022	7	0.013148339942765652	0.8164186840604349	
Oncology_II	OID31206	CREBZF	Q9NS37	PR2-PR1	8	-0.45105	-1.104625	0.653575	3.2163494906406322	7	0.01472777067910247	0.8164186840604349	
Inflammation_II	OID30434	ESR1	P03372	PR2-PR1	8	0.1348625	-0.3235625	0.458425	3.24178948082879	7	0.014217809123407088	0.8164186840604349	
Oncology_II	OID31352	S100A3	P33764	PR2-PR1	9	0.17372222222222222	-0.12014444444444446	0.29386666666666666	3.1061842800547232	8	0.014529132037517822	0.8164186840604349	
Cardiometabolic_II	OID30320	LECT2	O14960	PR2-PR1	9	-3.852688888888889	-4.109355555555556	0.2566666666666666	3.1507072097100197	8	0.013583978667397023	0.8164186840604349	
Neurology	OID21106	NOMO1	Q15155	PR2-PR1	9	-0.2896666666666667	-0.1261666666666667	-0.1635	-3.153805144506444	8	0.013520659206944785	0.8164186840604349	
Inflammation	OID20665	FASLG	P48023	PR2-PR1	9	-0.03348888888888889	0.1282111111111111	-0.16169999999999998	-3.132046905750975	8	0.013972016222118633	0.8164186840604349	
Neurology	OID21105	PLA2G7	Q13093	PR2-PR1	9	0.08745555555555555	0.22908888888888887	-0.14163333333333336	-3.1697937180398963	8	0.013198751281004784	0.8164186840604349	
Inflammation	OID20654	C1QA	P02745	PR2-PR1	9	0.04005555555555555	0.15973333333333334	-0.1196777777777778	-3.125056920065288	8	0.01412034738910517	0.8164186840604349	
Inflammation	OID20464	CXCL12	P48061	PR2-PR1	8	0.1678625	0.6916749999999999	-0.5238124999999999	-3.098679744727003	7	0.01735438763090147	0.8972731567660587	
Neurology	OID21133	FCER2	P06734	PR2-PR1	9	0.1405888888888889	0.37606666666666666	-0.23547777777777779	-2.987206649698924	8	0.01740795436884457	0.8972731567660587	
Neurology	OID20980	OBP2B	Q9NPH6	PR2-PR1	8	0.214825	-0.008674999999999978	0.22349999999999998	3.1025890761371766	7	0.01725952689910537	0.8972731567660587	
Cardiometabolic	OID20292	COL6A3	P12111	PR2-PR1	9	-0.001511111111111105	-0.1351	0.13358888888888887	2.9936542759565583	8	0.01723762444609922	0.8972731567660587	
Oncology	OID21462	WFDC12	Q8WWY7	PR2-PR1	9	0.11891111111111106	-0.2823333333333333	0.40124444444444446	2.947625347929783	8	0.018492710768274856	0.9208743091049412	
Cardiometabolic_II	OID30394	CD248	Q9HCU0	PR2-PR1	9	-0.3484222222222222	-0.6995333333333335	0.3511111111111111	2.955643200175816	8	0.01826742997866737	0.9208743091049412	
Cardiometabolic_II	OID30189	VSIG10L	Q86VR7	PR2-PR1	8	1.0268	0.21752499999999994	0.809275	2.855416646218986	7	0.02449774552445594	0.9266397158589951	
Oncology	OID21271	FOXO3	O43524	PR2-PR1	7	0.02657142857142858	0.7858142857142856	-0.759242857142857	-3.048967798552349	6	0.022541768301229004	0.9266397158589951	
Inflammation_II	OID30569	AFAP1	Q8N556	PR2-PR1	8	0.5151374999999999	1.1221875	-0.6070500000000001	-2.9171119594989685	7	0.022432094082955878	0.9266397158589951	
Neurology_II	OID30882	DTX2	Q86UW9	PR2-PR1	6	-0.20504999999999998	-0.7747833333333335	0.5697333333333333	3.1913255922442096	5	0.024229025399517212	0.9266397158589951	
Neurology_II	OID30863	SH3BGRL2	Q9UJC5	PR2-PR1	7	-0.4197714285714286	0.06758571428571429	-0.4873571428571429	-3.116734724181484	6	0.020670690401930036	0.9266397158589951	
Cardiometabolic_II	OID30130	ABRAXAS2	Q15018	PR2-PR1	8	0.22221249999999998	-0.26217500000000005	0.4843875	2.9573065366733298	7	0.021185905170109987	0.9266397158589951	
Inflammation_II	OID30472	IL36A	Q9UHA7	PR2-PR1	8	-0.4022625	-0.85965	0.4573875	2.9280304764338294	7	0.022086091919088613	0.9266397158589951	
Neurology_II	OID30941	PRKAG3	Q9UGI9	PR2-PR1	6	-0.1052166666666667	-0.5186666666666667	0.41344999999999993	3.3457428538508744	5	0.02042371260757303	0.9266397158589951	
