panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
Oncology	OID21407	KLK14	Q9P0G3	PR2-PR1	9	0.6378	0.13934444444444447	0.4984555555555555	7.688924356357821	8	0.000058030454791024866	0.09645521745964758	
Oncology	OID21192	FEN1	P39748	PR2-PR1	7	-0.17352857142857145	-0.5139285714285714	0.3404000000000001	9.782191947662804	6	0.00006566046117062463	0.09645521745964758	
Neurology	OID21096	CA6	P23280	PR2-PR1	9	1.3319555555555556	0.8325999999999999	0.49935555555555566	6.449078362084255	8	0.0001985046085573039	0.19440217998045295	
Cardiometabolic	OID20087	MMP7	P09237	PR2-PR1	8	3.6857749999999996	3.1726125	0.5131625	6.223957116280104	7	0.0004349997177541809	0.23810179628957728	
Inflammation	OID20712	DNER	Q8NFT8	PR2-PR1	9	0.11935555555555556	-0.3894666666666667	0.5088222222222223	5.819608301880378	8	0.0003962170876461446	0.23810179628957728	
Oncology_II	OID31490	NCR3LG1	Q68D85	PR2-PR1	9	0.43495555555555554	0.1451444444444444	0.2898111111111111	5.64139701197839	8	0.00048625281747360916	0.23810179628957728	
Oncology_II	OID31177	MAPRE3	Q9UPY8	PR2-PR1	8	-0.2315375	-0.7351249999999998	0.5035875	5.622511476573658	7	0.0007969806265528678	0.3322944888827884	
Oncology	OID21531	MIA	Q16674	PR2-PR1	8	0.7404375	0.425175	0.3152625	5.501792511099864	7	0.0009048182134316907	0.3322944888827884	
Oncology	OID21171	CEACAM5	P06731	PR2-PR1	7	0.39992857142857147	-0.4668	0.8667285714285714	5.853033053556903	6	0.0010981334150066413	0.35847955258772357	
Neurology_II	OID30915	CADPS	Q9ULU8	PR2-PR1	6	0.4892	-0.12319999999999999	0.6124	6.39919153725934	5	0.0013812407482893807	0.40580853184742	
Cardiometabolic_II	OID30136	EDEM2	Q9BV94	PR2-PR1	8	-0.26678749999999996	-1.0597875	0.7929999999999999	4.801443821600987	7	0.0019630128337402297	0.4806109754607329	
Oncology_II	OID31352	S100A3	P33764	PR2-PR1	9	0.2955777777777778	-0.04911111111111112	0.3446888888888889	4.536019714693195	8	0.0019091714473005172	0.4806109754607329	
Cardiometabolic_II	OID30235	RNF149	Q8NC42	PR2-PR1	8	-0.004749999999999998	-0.20115	0.1964	4.704479355410765	7	0.002196989922888859	0.4965197225728822	
Cardiometabolic	OID20367	C1QTNF1	Q9BXJ1	PR2-PR1	9	0.4590666666666666	0.6285888888888889	-0.16952222222222219	-4.259359869366913	8	0.0027637911313453944	0.5800013102780549	
Inflammation_II	OID30509	NAGA	P17050	PR2-PR1	8	-0.042100000000000026	-0.6796500000000001	0.63755	3.7440266152495107	7	0.007224506008561171	0.9163797069816954	
Neurology_II	OID30832	HDAC9	Q9UKV0	PR2-PR1	8	0.119925	-0.48506250000000006	0.6049875000000001	3.6909591142729474	7	0.007746793905455851	0.9163797069816954	
Cardiometabolic	OID20095	GPR37	O15354	PR2-PR1	8	1.0147249999999999	0.41501249999999995	0.5997125	3.463091960040223	7	0.010503536624151266	0.9163797069816954	
Oncology_II	OID31189	CDC25A	P30304	PR2-PR1	8	-0.6245125	-0.026875000000000003	-0.5976374999999999	-3.3855875485471763	7	0.01166941804311894	0.9163797069816954	
Inflammation_II	OID30434	ESR1	P03372	PR2-PR1	8	0.0923875	-0.38048750000000003	0.47287500000000005	3.42096010224449	7	0.011120894409796689	0.9163797069816954	
Cardiometabolic_II	OID30362	CEACAM6	P40199	PR2-PR1	9	0.30014444444444455	-0.14173333333333332	0.4418777777777778	3.295991673094371	8	0.010923953954264043	0.9163797069816954	
Oncology_II	OID31252	EPN1	Q9Y6I3	PR2-PR1	8	-0.15777500000000005	-0.597825	0.44004999999999994	3.989222703892849	7	0.005261648653300588	0.9163797069816954	
Oncology_II	OID31473	PSAPL1	Q6NUJ1	PR2-PR1	9	-0.011966666666666657	-0.4511444444444444	0.43917777777777783	3.6535033570227564	8	0.006461567036214033	0.9163797069816954	
Oncology	OID21462	WFDC12	Q8WWY7	PR2-PR1	9	0.06965555555555555	-0.35342222222222225	0.4230777777777777	3.3198521734195796	8	0.010542394981176928	0.9163797069816954	
Cardiometabolic_II	OID30052	SNU13	P55769	PR2-PR1	8	-0.560575	-0.9781624999999999	0.4175875	3.740906810397458	7	0.007254128588781272	0.9163797069816954	
Inflammation_II	OID30569	AFAP1	Q8N556	PR2-PR1	8	0.2755	0.6904125	-0.41491249999999996	-3.4323337012595236	7	0.010950474191832038	0.9163797069816954	
Neurology_II	OID31096	PALM2	Q8IXS6	PR2-PR1	9	-0.3056444444444444	-0.7163	0.4106555555555556	3.8234097817781425	8	0.005065115629020678	0.9163797069816954	
Cardiometabolic_II	OID30050	DENND2B	P78524	PR2-PR1	8	-0.41648750000000007	-0.8030875	0.38660000000000005	3.464452824492121	7	0.010484222174820701	0.9163797069816954	
Oncology_II	OID31422	TADA3	O75528	PR2-PR1	9	-0.23390000000000002	-0.6100777777777777	0.3761777777777778	3.781028804843009	8	0.005380243299372145	0.9163797069816954	
Oncology_II	OID31493	PSCA	O43653	PR2-PR1	9	-0.10932222222222227	-0.4677111111111111	0.35838888888888887	3.494644843735026	8	0.008142758568106645	0.9163797069816954	
Oncology	OID21530	LYPD3	O95274	PR2-PR1	8	0.6577124999999999	0.33085	0.32686250000000006	3.7236753698348144	7	0.0074201368864657	0.9163797069816954	
Oncology	OID21456	CRISP2	P16562	PR2-PR1	9	0.2081777777777777	-0.10048888888888884	0.30866666666666664	3.5242996815843037	8	0.007796712791574345	0.9163797069816954	
Inflammation_II	OID30748	ADIPOQ	Q15848	PR2-PR1	9	0.2839666666666667	-0.017622222222222237	0.30158888888888896	3.2414180005654205	8	0.011852426434753038	0.9163797069816954	
Oncology_II	OID31439	SH3BP1	Q9Y3L3	PR2-PR1	9	-0.1233888888888889	-0.40433333333333327	0.28094444444444444	3.3547135776568426	8	0.010010005180630888	0.9163797069816954	
Inflammation	OID20708	LY6D	Q14210	PR2-PR1	9	0.20097777777777778	-0.07375555555555556	0.27473333333333333	3.3776078235438787	8	0.009675879284100297	0.9163797069816954	
Cardiometabolic_II	OID30412	TNN	Q9UQP3	PR2-PR1	9	0.10053333333333335	-0.13060000000000002	0.2311333333333333	3.31992492558363	8	0.01054125332307776	0.9163797069816954	
Inflammation	OID20765	CCL22	O00626	PR2-PR1	9	-0.3683444444444445	-0.21116666666666664	-0.15717777777777775	-3.252402510758174	8	0.011659076176339322	0.9163797069816954	
Neurology	OID21122	CD99L2	Q8TCZ2	PR2-PR1	9	-0.0006333333333333315	0.1300888888888889	-0.13072222222222224	-3.2491133922420294	8	0.011716620864530292	0.9163797069816954	
Inflammation	OID20654	C1QA	P02745	PR2-PR1	9	0.045922222222222225	0.1713111111111111	-0.12538888888888888	-3.3571364291754047	8	0.009974075341457223	0.9163797069816954	
Cardiometabolic	OID20242	EPHB4	P54760	PR2-PR1	9	0.21267777777777783	0.08448888888888889	0.12818888888888888	3.2228509856547034	8	0.012186954555860163	0.9180839098747989	
Cardiometabolic_II	OID30189	VSIG10L	Q86VR7	PR2-PR1	8	1.1570624999999999	0.2000625	0.9570000000000001	3.1662223982364766	7	0.015790743220771786	0.9369732959063627	
Cardiometabolic_II	OID30104	SCGB2A2	Q13296	PR2-PR1	8	0.24443749999999997	-0.5840124999999999	0.82845	3.2653178389491835	7	0.013762969965052774	0.9369732959063627	
Oncology	OID21271	FOXO3	O43524	PR2-PR1	7	0.1017714285714286	0.9215714285714286	-0.8198	-3.364317209793189	6	0.015148508114178227	0.9369732959063627	
Oncology_II	OID31206	CREBZF	Q9NS37	PR2-PR1	8	-0.342525	-0.9859500000000001	0.643425	3.1290118052554963	7	0.016632682047219793	0.9369732959063627	
Neurology	OID20888	KLB	Q86Z14	PR2-PR1	7	-0.04474285714285716	0.5610714285714286	-0.6058142857142857	-3.488506967052292	6	0.013006983175326559	0.9369732959063627	
