panel	assay_id	gene_symbol	uniprot	comparison	n_pairs	mean_a	mean_b	mean_diff	t	df	p_value	bh_q	skip_reason
In	OID_gisby_00323	CXCL10	P02778	late-early	22	10.957860454545454	12.848492272727272	-1.890631818181818	-8.209715795020898	21	0.000000054253694203865166	0.000017039980703792423	
CM	OID_gisby_00054	TCN2	P20062	late-early	22	5.015093636363636	5.846279545454546	-0.8311859090909092	-7.696430405162022	21	0.00000015225094363024994	0.000017039980703792423	
IR	OID_gisby_00432	LAG3	P18627	late-early	22	3.670156363636363	4.388275454545454	-0.7181190909090911	-7.683504745061185	21	0.0000001563300981999305	0.000017039980703792423	
CVD3	OID_gisby_00204	TNFRSF10C	O14798	late-early	22	5.018797727272727	4.4562327272727265	0.5625649999999998	7.697806380267245	21	0.00000015182322377071955	0.000017039980703792423	
CM	OID_gisby_00040	NID1	P14543	late-early	22	4.480160454545454	5.142730454545454	-0.6625699999999999	-7.298386255399647	21	0.0000003472459821907137	0.00002819856698797553	
CVD3	OID_gisby_00190	GRN	P28799	late-early	22	5.75411590909091	6.358663636363636	-0.6045477272727272	-7.172614041002395	21	0.00000045258544001391954	0.00002819856698797553	
CVD2	OID_gisby_00096	BOC	Q9BWV1	late-early	22	4.336464545454546	3.9434695454545463	0.39299500000000004	7.172463786232634	21	0.0000004527292865041943	0.00002819856698797553	
IR	OID_gisby_00427	DDX58	O95786	late-early	22	3.2633909090909086	5.039675000000002	-1.7762840909090911	-6.913816025100113	21	0.0000007858612760536232	0.000042829439544922465	
In	OID_gisby_00337	MCP-2	P80075	late-early	22	9.516706818181815	10.984385454545457	-1.467678636363636	-6.831392561470136	21	0.0000009385954631291327	0.00004546973576936687	
CVD3	OID_gisby_00202	CCL24	O00175	late-early	22	5.702089545454546	4.133577727272728	1.5685118181818185	6.709243195292997	21	0.0000012232036592507711	0.00005333167954333362	
CVD2	OID_gisby_00143	PTX3	P26022	late-early	22	3.584679090909091	4.275240454545455	-0.6905613636363636	-6.438156969446046	21	0.0000022169672562188936	0.00008787252033740342	
IR	OID_gisby_00376	TRIM21	P19474	late-early	22	3.1816313636363636	4.241969999999999	-1.0603386363636362	-6.0552186921713025	21	0.000005216750707193185	0.00018954194236135238	
CM	OID_gisby_00027	VCAM1	P19320	late-early	22	5.906243181818183	6.346534545454546	-0.44029136363636356	-5.7762942872610346	21	0.000009836801021290142	0.0003299111727140386	
CVD3	OID_gisby_00263	CCL16	O15467	late-early	22	7.275256818181819	6.01353590909091	1.2617209090909092	5.728098549824483	21	0.000010985846782940456	0.00034213065695443134	
IR	OID_gisby_00358	IRF9	Q00978	late-early	22	1.618900909090909	2.4703904545454547	-0.8514895454545457	-5.644163048767102	21	0.000013324512091461571	0.0003837864834718152	
CM	OID_gisby_00046	ST6GAL1	P15907	late-early	22	3.7959081818181817	4.329695909090909	-0.5337877272727273	-5.620116907710288	21	0.000014083907650341843	0.0003837864834718152	
CM	OID_gisby_00089	LILRB5	O75023	late-early	22	4.977087272727274	4.61675	0.36033727272727273	5.345258639615468	21	0.000026647796306678018	0.0006834375993948009	
IR	OID_gisby_00377	LILRB4	Q8NHJ6	late-early	22	6.561805454545453	7.126716818181819	-0.564911363636364	-5.320348967161592	21	0.000028243195234978202	0.0006841129512472498	
In	OID_gisby_00341	TNFRSF9	Q07011	late-early	22	10.453574090909092	9.875389545454546	0.5781845454545453	5.253365119580016	21	0.00003303229969264798	0.0007580043508418168	
CVD3	OID_gisby_00227	TNFSF13B	Q9Y275	late-early	22	6.9785163636363645	7.860159999999999	-0.8816436363636364	-5.131505502522246	21	0.00004396616494162231	0.0009128213292641584	
In	OID_gisby_00338	CASP-8	Q14790	late-early	22	3.1951418181818187	3.8982081818181813	-0.7030663636363635	-5.142321201552196	21	0.000042862312897185006	0.0009128213292641584	
CVD2	OID_gisby_00175	PARP-1	P09874	late-early	22	4.820012272727273	5.701551818181819	-0.8815395454545455	-4.883666130415705	21	0.0000789222841544035	0.0013234659958199972	
CVD2	OID_gisby_00129	SERPINA12	Q8IW75	late-early	22	4.2348431818181815	3.5618759090909085	0.6729672727272727	4.912293182244765	21	0.0000737492113669358	0.0013234659958199972	
IR	OID_gisby_00426	CLEC6A	Q6EIG7	late-early	22	3.261537272727274	3.8510290909090914	-0.5894918181818181	-4.906624395595615	21	0.00007474562699072429	0.0013234659958199972	
IR	OID_gisby_00364	PRDX1	Q06830	late-early	22	2.204210909090909	2.7885686363636366	-0.5843577272727273	-4.897056448563315	21	0.00007645839669967458	0.0013234659958199972	
CVD3	OID_gisby_00185	ALCAM	Q13740	late-early	22	7.3535036363636355	7.084108636363637	0.2693949999999999	4.946585230648985	21	0.00006800161401354643	0.0013234659958199972	
CM	OID_gisby_00083	GAS6	Q14393	late-early	22	5.52697	5.761817272727272	-0.23484727272727282	-4.845219718136603	21	0.00008645216842140258	0.001396042423397464	
CM	OID_gisby_00060	NRP1	O14786	late-early	22	1.4335236363636366	1.2302000000000002	0.20332363636363635	4.821123393606297	21	0.00009153771186976023	0.0014253729419719807	
