PlateID;Strain;Sample;Timepoint;Gender;Plate.ID;QC.Warning;Clmp;Matn2;Cpe;Gcg;Gdnf;Yes1;Il17a;Foxo1;Tnfrsf11b;Tgfb1;Pla2g4a;Il6;Prdx5;Tgfa;Ccl5;Epo;Axin1;Fst;Rgma;Nadk;Tnni3;Notch3;Snap29;Cntn1;Clstn2;S100a4;Ca13;Mia;Cant1;Kitlg;Gfra1;Ppp1r2;Adam23;Itgb6;Cyr61;Dlk1;Ahr;Ccl2;Eno2;Plin1;Wfikkn2;Flrt2;Qdpr;Fas;Erbb4;Riox2;Plxna4;Epcam;Ccl3;Crim1;Vsig2;Hgf;Sez6l2;Il1a;Il23r;Dll1;Ddah1;Il10;Tnfrsf12a;Acvrl1;Lgmn;Csf2;Cxcl9;Map2k6;Itgb1bp2;Il17f;Il1b;Casp3;Apbb1ip;Wisp1;Cdh6;Pdgfb;Igsf3;Tgfbr3;Cxcl1;Pak4;Cntn4;Ghrl;Lpl;Fstl3;Dctn2;Il5;Eda2r;Ntf3;Tnfsf12;Ccl20;Fli1;Tpp1;Tnr;Vegfd;Parp1;Tnf
S.001;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;7.04298;4.92525;6.78943;2.60508;1.13929;2.07641;2.02699;0.91599;5.768;5.59404;6.94886;1.78467;5.02237;4.93517;1.58573;2.65156;1.47592;8.30541;2.7488;5.44829;1.77912;5.47125;4.27898;6.44975;2.00302;6.2212;2.59854;4.00419;1.64687;-0.61012;4.20138;0.88363;0.95195;1.73374;6.25322;3.20438;3.03786;10.92857;3.21203;4.48797;5.45421;4.64617;5.46456;3.60773;4.71143;3.41123;4.51701;3.12231;4.47616;3.21407;2.81548;8.54157;5.33938;7.3231;5.61024;4.43061;0.29754;1.05308;3.96735;3.91049;5.47068;0.7987;6.09056;6.15103;-1.63834;1.4933;1.20551;7.9766;2.98745;5.28311;4.19748;11.13452;4.80832;3.78995;9.45306;-0.48393;4.64298;3.47862;2.76444;6.04365;1.43359;0.57891;6.77246;1.80051;5.32188;7.96426;0.0224;6.53924;4.2571;3.80282;3.49584;-1.2599
S.002;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;6.97736;5.07397;6.81274;1.35552;0.70853;2.07678;2.90065;0.98372;5.58513;5.72519;7.2118;1.59129;5.12129;4.82955;1.64933;2.4958;1.57983;8.44275;2.83097;5.58105;2.6579;5.5214;4.47098;6.51257;1.93219;6.6139;2.9692;3.89837;1.75533;-0.39145;3.91223;0.93609;0.97828;2.01088;6.23925;3.21582;3.38907;10.37701;3.53096;4.36103;5.06917;4.68109;4.55279;3.47301;4.38387;2.95661;4.8745;3.0577;4.54377;3.30597;3.03324;8.5737;5.34277;8.91558;5.73547;4.26299;-0.06683;0.935;4.38753;3.97217;5.21254;0.33841;5.82359;6.36088;-0.49532;1.67876;1.37387;8.01239;3.03674;5.31551;4.04039;11.19881;4.91446;3.92682;9.1394;-0.83083;4.55277;3.24534;3.10338;5.92394;1.66546;1.01345;6.78951;1.50438;5.13436;7.54812;0.60187;6.87804;4.43777;3.95674;3.10443;-1.24164
S.003;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;6.94654;4.85675;6.81803;1.07319;1.06855;1.43458;3.09499;1.03171;5.55711;5.58453;7.01194;1.11983;5.10993;4.55364;1.74959;2.44918;1.41159;8.71417;2.71323;5.50132;1.90992;5.59342;4.0435;6.424;1.93565;6.49567;2.70981;3.62879;1.67281;-0.14251;3.94193;0.66597;0.89445;1.95743;6.279;3.04195;3.07356;10.18422;2.96077;3.41474;5.24321;4.51813;4.7442;3.2665;4.4149;2.95044;5.20679;3.21919;4.79247;3.25832;2.73969;8.5832;5.16154;8.40548;5.57932;4.2837;0.01975;0.53985;3.56268;3.80303;5.20134;0.68568;5.4469;6.47381;-0.23809;1.61449;1.64835;8.19066;2.86644;5.07678;4.18927;11.11156;4.6631;3.60825;9.30634;-0.33626;4.71321;2.72642;3.13748;5.70693;1.38492;0.93276;6.47345;1.587;5.26543;8.60747;0.25183;6.63185;4.44144;3.7015;2.96754;-1.18447
S.029;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;6.78715;4.90782;6.68036;1.96797;1.41253;1.09844;4.00345;1.4563;5.84396;6.26154;6.51063;1.50188;5.37984;4.69257;1.88371;4.78113;1.95642;7.82807;2.71723;5.75277;1.60487;5.10067;5.47688;6.55207;2.02227;6.7212;3.42964;2.33211;1.80286;-0.18259;3.60155;2.27939;0.68712;2.13652;6.2684;3.28817;3.68187;11.56497;3.30243;3.02715;4.37345;3.93674;4.73287;3.21917;3.99898;3.23557;3.82693;2.85522;4.94951;2.77864;2.41739;8.9352;4.9899;9.02621;6.24441;4.39633;1.0751;1.3788;4.67264;3.9588;5.38424;0.44837;5.73063;5.62639;-0.51011;2.75573;1.76732;7.80599;2.95151;4.91022;3.69124;11.37379;4.81441;3.47625;9.7203;-0.76218;3.61288;2.17696;2.37176;6.33778;1.91786;0.29289;6.54613;0.87748;4.79144;8.35657;0.5536;6.71165;4.56999;3.14897;3.86554;-1.10467
S.004;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;6.61821;4.75074;6.66884;1.46631;0.62935;1.04791;2.912;0.84608;5.3664;5.45218;6.51741;1.15471;4.75072;4.38772;1.81479;1.5242;0.98328;8.38421;2.36008;4.43642;0.66953;5.41054;3.67327;6.3377;2.04673;6.31435;2.08818;3.24697;1.49275;-0.49491;3.80951;0.68241;0.78197;1.59317;6.10055;2.97734;2.63384;10.12499;3.09358;3.15026;5.04429;4.30565;3.9861;3.12899;4.25858;2.30005;3.99251;2.87628;4.79335;3.12261;2.38655;8.31351;5.21821;7.09828;5.38806;4.12606;-0.08722;0.84205;3.8102;3.47151;5.02758;0.31806;5.18832;6.10718;-1.3542;1.12459;0.96567;7.43288;2.39582;4.8614;3.7821;10.79606;4.6306;3.7577;9.0406;-0.73503;4.57666;3.04964;2.19335;5.66431;0.84943;0.6346;6.28119;1.17786;4.88268;6.87605;-0.98827;6.32627;4.27114;3.75059;2.50188;-1.05627
S.005;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;6.76512;4.63633;6.65305;1.07407;1.42076;1.22525;2.37411;1.04464;5.20367;5.54841;6.64359;1.60176;5.00367;4.62899;1.83494;2.00622;1.24468;8.5704;2.68001;4.93637;0.88109;5.47438;3.86876;6.37575;2.04316;6.07384;2.33739;3.77705;1.63783;-0.41393;4.20494;0.64219;0.68009;1.56401;6.13991;2.9862;2.92693;10.37307;2.97036;3.3872;5.27735;4.29115;4.40668;3.37913;4.51267;3.07868;4.75365;3.09763;4.34599;3.09928;2.70011;8.59767;5.17482;7.52983;5.48061;4.21917;-0.19912;0.36851;3.82254;3.88542;5.14776;0.48571;5.93715;6.46925;-1.01711;2.07852;1.49746;7.80613;2.48115;4.84752;4.02281;11.30307;4.63587;3.5348;9.44855;-0.97845;4.39881;3.54072;2.46709;5.66924;1.00968;0.43517;6.53823;1.64643;5.24879;7.39264;-0.18867;6.28388;4.48351;3.81452;2.86755;-0.81236
S.006;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;6.8628;4.6619;6.85654;0.69693;1.18449;1.53385;2.56783;1.00539;5.73098;5.73178;6.92098;1.80818;4.89413;4.91077;2.07067;2.28991;1.29831;8.73215;2.63335;5.16105;0.79668;5.55345;4.54966;6.4552;2.31623;6.20134;2.69775;4.29253;1.66709;-0.52197;3.94998;0.96548;1.2144;1.91675;6.27991;3.40901;3.2564;10.7751;3.03309;4.09461;6.39542;4.56844;4.11784;3.57204;4.47567;2.7975;4.36822;3.2748;4.33866;3.11632;2.79429;8.53211;5.34231;7.34105;5.82763;4.54879;-0.03166;1.21984;4.16999;4.06835;5.5133;0.72102;6.24043;6.24155;-1.47325;1.46252;1.35947;7.72317;2.87937;5.26081;4.19423;11.15777;4.87125;3.92103;9.8912;0.00479000000000007;5.01181;3.43402;2.64596;6.10792;1.30379;0.23511;7.03729;1.75156;5.22108;8.93633;0.16238;6.70422;4.22871;3.85362;3.03395;-1.0365
S.015;Hgf/Cdk4;Serum;d70;Male;023Mus-2.csv;Pass;7.15476;4.79686;6.94567;2.93366;1.09497;2.37855;4.75776;1.14993;5.62658;5.20852;6.23984;1.91879;5.10254;4.92306;1.93519;2.49849;1.95482;8.56582;2.4605;5.809;2.39378;5.80819;5.21295;6.74159;2.01039;6.78124;4.10228;4.05855;1.98998;-0.17274;3.82618;1.39;1.02315;2.35347;6.63848;3.06339;4.2066;10.46594;3.18114;2.67794;4.81934;4.50455;5.6207;3.70725;4.50327;3.42394;5.33357;3.51886;4.77738;3.15129;3.1964;9.0502;5.21399;8.61424;5.94901;4.38037;0.42358;0.94081;4.34956;4.00298;5.45916;0.99319;5.58319;6.84557;-0.90781;3.55179;1.74764;7.93406;2.96419;4.81421;3.45828;11.39936;5.14634;3.69868;9.10879;-0.54158;3.71973;3.54067;3.46844;6.0893;1.76069;0.07841;6.77901;1.68288;4.91581;8.89516;0.16355;7.01491;4.78526;3.53922;2.43971;-0.88038
S.016;Hgf/Cdk4;Serum;d70;Male;023Mus-2.csv;Pass;7.36291;4.98132;7.03786;2.42681;1.30064;2.23502;4.17665;1.21843;5.9186;5.54987;6.74378;2.10652;4.91981;4.79935;2.38817;2.58735;1.85028;8.86074;2.40092;5.21487;1.14206;5.45208;4.86042;6.89789;1.99925;6.74355;3.56771;4.15183;2.03749;-0.49471;3.85375;0.75445;1.19148;2.19846;6.63514;3.19644;4.04065;10.47824;3.35035;2.35995;4.95393;4.54022;4.44146;3.54459;4.2745;3.12708;5.32269;3.47978;4.79451;3.13842;2.99645;9.19673;5.33191;7.8423;5.7223;4.51334;0.08206;0.94271;4.36003;3.89827;5.16451;0.83509;5.37126;6.76769;-0.60548;2.87761;1.81298;7.79236;3.27336;4.82737;3.60306;11.45504;5.32861;3.8045;9.01119;-1.34423;3.67505;3.90168;3.5362;6.10303;1.70127;0.18552;6.58406;1.97065;4.89292;8.21285;0.4618;6.96854;4.46059;3.5555;2.48889;-0.96995
S.017;Hgf/Cdk4;Serum;d70;Male;023Mus-2.csv;Pass;7.05665;5.62964;7.02708;4.13242;2.20667;3.35387;4.17759;0.91031;5.86659;5.48406;6.09874;1.67995;4.69984;5.22905;2.24996;3.53781;2.28247;9.61041;2.6426;7.82342;1.65145;5.41326;5.86909;6.87682;3.26057;6.31295;3.33729;4.16997;1.57309;-0.46366;5.11195;1.87495;1.06442;1.78873;6.26888;2.77959;3.89015;10.56366;3.13988;2.79154;5.18549;4.65512;6.9258;4.01971;4.14511;4.5408;4.15025;2.90111;4.30925;3.01387;3.71952;8.929;6.13937;7.1101;6.01235;4.35028;2.10285;0.65383;4.04719;3.82999;5.5462;0.54572;6.75537;6.36876;-1.09366;3.68682;1.59843;8.31237;3.341;4.90121;3.64848;11.18353;5.7623;3.80395;9.13832;-0.24783;3.98199;2.88;3.4782;6.0959;2.24462;0.12674;6.45813;2.27136;5.24587;10.40253;0.33442;6.9472;4.58525;3.87752;3.13848;-1.13918
S.087;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;7.09617;5.39773;6.96291;3.47053;1.91162;1.95409;4.13462;1.22852;5.97939;5.08471;6.03692;2.62451;4.00203;5.07844;2.0764;3.43692;1.46211;9.33104;2.65141;5.56747;2.72687;5.30756;3.99867;7.03897;2.914;6.22755;2.7159;3.94436;1.62083;-0.59294;3.82852;1.07304;1.21552;2.1981;6.32291;3.03553;3.10281;10.82546;3.41787;2.75495;5.3701;4.46237;4.12214;3.38852;3.5365;3.45463;3.4434;2.93223;4.15616;2.65362;2.67805;9.10925;5.91653;7.204;6.23009;4.52038;-0.54353;0.52356;3.96072;3.78588;5.52643;0.85926;6.8461;5.42894;-0.49387;3.63383;1.303;6.89832;2.78987;5.02458;4.08317;10.97838;5.64383;4.12106;9.18993;-0.80543;4.05307;3.43746;3.49907;6.06556;1.45925;0.2029;6.65766;1.87497;5.22916;8.79772;0.00475999999999993;6.84671;4.35532;3.60651;2.30426;-0.77925
S.030;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;7.1513;5.13995;6.96178;1.49007;1.79492;1.24725;6.17764;0.95953;5.81086;6.00357;6.28141;1.71591;5.65579;4.73713;1.76105;4.2731;1.55522;8.9529;2.97177;5.86405;1.96989;5.38148;4.59893;7.10157;2.0313;6.63788;3.98233;2.55158;1.76763;-0.18793;3.7672;2.19297;0.64369;1.93288;6.17804;3.29317;3.85988;11.02051;3.95466;2.40605;5.08786;4.69493;5.00286;3.3914;4.20262;3.31093;4.03035;2.98054;5.71567;3.05907;2.46067;9.28501;5.25702;9.83516;6.30426;4.36656;0.99431;0.26879;4.16333;3.98149;5.59391;0.20153;5.13965;5.47315;-1.10766;3.53242;1.48894;7.50443;3.43343;4.99376;3.97777;11.3318;5.69519;3.64796;9.38119;-1.22951;3.87668;1.52437;2.86205;6.11663;1.5282;0.14734;6.80336;0.98116;5.19937;9.15684;0.1507;6.52471;4.64418;3.78748;2.89966;-0.77324
S.088;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;7.00786;5.13439;6.85572;3.74066;1.37659;2.32873;5.34519;1.22565;6.0751;5.28859;6.8385;3.3947;4.72266;5.11325;1.79588;3.64288;2.0101;8.50814;2.45807;5.86695;2.0868;5.3764;5.46013;6.8387;2.42268;6.46831;3.469;4.03537;1.48365;-0.13553;3.69898;1.20993;1.01132;1.64312;6.05713;2.65144;3.94411;11.19311;3.49786;3.44761;6.09304;4.62599;4.7985;3.57137;3.46158;3.38059;4.22164;3.04069;4.0425;2.81941;2.94361;8.80484;5.09001;7.64695;6.10176;4.44298;0.09225;1.28261;4.67225;4.02577;5.4595;1.51438;6.46814;5.93103;-0.09237;5.28759;1.9278;7.24609;3.24294;4.99998;3.98342;11.02819;5.41207;3.56555;9.82281;-1.21307;3.94966;3.79357;3.1923;6.01647;1.77805;0.44424;6.93898;1.7295;4.912;7.84139;0.49052;6.88914;3.90425;3.611;2.82709;-0.93765
S.031;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;6.63165;4.49067;6.43809;1.75551;1.63699;0.29512;3.3169;0.99227;5.35372;5.81919;5.78391;1.12421;4.98153;4.21969;1.33419;2.4757;1.34721;8.64476;2.48075;4.44305;1.63852;5.12341;3.63284;6.77471;1.75425;6.50928;2.60739;2.07869;1.47136;-0.2905;3.52482;1.10376;0.30262;1.87546;6.14022;3.08419;2.67513;10.26724;3.15951;1.99391;4.64115;4.16742;4.57633;3.05877;4.07482;2.27823;4.62689;2.98757;4.89998;2.74696;2.51128;8.97006;5.1657;8.24024;5.98595;4.18317;0.98273;-0.1496;3.69191;3.582;5.07333;0.27953;5.03126;4.71174;-0.35712;3.31794;1.26849;7.58656;2.46703;4.66802;3.93363;11.24898;5.06334;3.45038;9.64878;-0.70118;3.73154;1.31235;2.8618;5.88612;1.22484;1.13506;6.4197;0.97397;5.05405;10.17172;-0.05459;6.10023;4.56802;3.46277;3.00785;-1.21021
S.007;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;7.1711;5.0826;7.16732;1.49916;1.24735;2.37383;3.11278;1.15072;5.85886;5.64461;7.00503;2.55596;4.97216;5.35457;1.85121;4.61632;1.92655;8.79922;2.90535;5.55787;2.47706;5.76724;4.95145;6.55153;2.5346;6.55586;3.00778;3.86842;2.1203;0.11301;4.06591;1.25617;1.09736;2.37176;6.65897;3.44132;3.40614;11.474;3.51661;5.31018;5.52469;4.97769;4.38794;3.62651;4.91435;2.96891;4.26071;3.63905;4.83723;3.13358;2.64039;8.82736;5.44133;7.5873;6.00286;4.66564;0.03201;1.22959;4.3371;4.13958;5.49992;1.75114;6.12275;6.52557;-0.24178;1.88921;2.29605;7.63664;3.43473;5.17332;4.52757;11.27321;5.17154;4.11739;9.90528;-0.0713499999999999;5.11556;4.29869;3.4415;6.2225;1.81329;2.13481;6.38866;1.689;5.52327;8.06638;-0.21789;6.88024;5.02373;3.63887;2.95477;-0.78462
S.008;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;6.72019;4.77186;6.79828;3.18803;1.12641;1.57054;2.32032;1.24937;5.57717;5.36337;6.64023;2.43655;4.08999;4.7608;1.54231;4.09363;1.53582;8.44985;2.85587;5.01837;4.82917;5.53052;3.84829;6.31924;2.01757;5.95317;1.73736;3.62204;1.75503;0.34208;3.82349;0.71996;0.79444;4.92755;6.42227;3.17278;2.37891;10.9652;3.339;5.02825;5.14103;4.48586;4.1487;3.50462;4.82967;2.78892;4.83099;3.33797;3.88013;2.91864;2.90448;8.61434;5.27544;7.20264;5.68647;4.33864;-0.16834;0.79822;4.34933;3.90642;5.26293;1.36973;6.28769;6.55122;-0.48192;1.70632;1.48375;7.43592;2.73313;4.76004;4.32503;11.24772;4.67531;4.10329;8.89764;-0.16692;4.58827;3.63048;2.86076;6.14278;1.35686;1.23283;6.11478;1.27504;5.10073;8.5009;-0.25817;6.46032;4.81333;3.52491;2.11694;-0.81699
S.009;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;6.85744;5.29543;6.81563;2.1342;1.31474;1.89284;2.314;0.83993;5.46449;5.20017;6.46316;2.59553;4.19256;5.25176;1.45523;3.60411;1.33172;8.65827;2.72886;5.67279;3.92766;5.50359;4.36586;6.36829;2.76886;6.13111;2.54815;3.53674;1.28891;-0.59852;3.38805;1.45881;0.71617;1.74912;6.43633;3.05745;3.12842;10.55389;3.22167;4.43875;5.49188;4.60174;4.02836;3.28601;4.41408;3.30056;4.28337;3.09309;3.57126;2.61441;2.91969;8.13408;5.53878;7.38187;5.66128;4.3029;0.42728;0.67648;3.65602;3.77253;5.29454;2.23257;6.07706;5.62884;-0.4655;1.6987;1.76702;7.1111;3.11817;4.71396;3.95991;10.64742;5.1148;3.66617;8.95322;-0.34095;4.56413;3.85141;3.45264;6.01067;1.25324;1.25979;5.87169;1.79973;5.27179;9.43846;-0.0229200000000001;6.73934;4.75149;3.72182;2.33906;-1.16599
S.010;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;7.01284;5.24352;6.89648;1.73003;1.47481;2.48984;3.63319;1.34826;6.08892;5.89844;7.17964;3.07013;5.19681;5.11864;1.91058;3.9191;1.61708;8.90145;2.69044;5.25363;1.41897;5.58088;4.26853;6.40231;2.31876;6.47954;3.25212;3.92427;2.04351;-0.10069;4.18885;0.87113;0.97197;3.38561;6.38257;3.04564;3.50256;11.29782;3.46074;5.64911;5.19926;4.63307;4.92389;3.93173;4.81862;3.57136;4.95793;3.6693;4.3783;3.12975;2.53844;8.72072;5.30119;7.18144;5.78161;4.29882;0.45994;1.10426;4.66554;4.19397;5.52381;1.61558;6.79846;6.74595;-0.36581;1.79844;2.32244;7.89469;3.26266;5.05863;4.15522;11.42247;4.74236;3.83286;9.80591;0.02046;4.57734;3.61669;3.10559;6.22424;2.10099;1.87976;6.67013;1.83544;5.31229;7.80269;0.16545;6.96842;4.93491;3.82055;2.80197;-0.66461
S.011;C57Bl/6;Serum;d70;Female;023Mus-2.csv;Pass;5.9819;4.73703;6.36764;0.80558;0.15949;1.68393;2.57955;0.94218;4.89671;4.87846;6.26091;1.7802;3.9345;4.24169;0.91968;3.74306;1.3361;7.72106;2.32628;4.88242;3.1401;5.14519;4.13751;5.83641;1.66948;5.98637;2.26883;3.24315;1.22274;-0.22926;3.15575;0.62103;0.31068;1.47334;5.73598;2.39862;2.61429;10.0369;3.03064;4.58451;4.35808;3.90351;4.33929;3.11229;4.17909;1.98363;4.13865;2.88005;3.45396;2.31221;1.62797;7.83233;4.7717;6.34701;5.18945;3.71263;-0.18701;0.57507;3.59664;3.22369;4.93608;0.705;5.14691;5.63558;-1.02863;1.13551;1.67519;7.05697;2.58508;4.20417;3.56223;10.84246;4.1374;3.56173;8.44734;-0.70893;3.92687;3.38346;2.51255;5.54232;1.00017;0.74505;5.53973;1.70226;4.20248;6.91866;-0.03762;6.45952;4.11265;3.24769;1.95804;-1.17551
S.033;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;6.95678;5.29295;7.23553;3.2705;1.77832;2.97031;3.12026;1.27976;5.77981;6.0127;6.81313;2.08314;5.83358;5.70217;1.89491;3.57321;2.05195;8.56827;2.50992;5.88853;2.3861;5.5467;5.5306;7.21496;2.67368;6.52421;4.3792;4.13823;1.84032;-0.19631;4.05954;1.31516;1.17304;2.3553;6.52513;3.05109;4.67422;11.05452;3.64988;3.81791;4.96071;4.7867;5.66062;3.96217;4.26989;3.88076;4.89354;3.37938;5.62408;3.53029;3.01865;9.38574;5.67977;8.87731;6.03577;4.55349;0.95087;1.24369;4.79751;4.55313;5.49123;1.05416;6.58585;6.98614;-0.20056;2.86939;2.02079;8.7689;3.58916;5.1302;4.02359;11.31961;5.84037;4.03954;9.8422;0.18577;4.35071;2.22632;3.17863;6.28292;2.23238;0.74885;6.64937;1.89864;5.47914;9.87784;1.19794;6.99033;4.52081;3.72869;3.32025;-0.5714
S.018;Hgf/Cdk4;Serum;d70;Male;023Mus-2.csv;Pass;7.2458;4.98416;6.80615;2.99594;1.177;2.18174;3.76253;1.42181;5.57096;5.96152;7.16576;1.63565;6.09758;5.07753;2.17657;2.7843;2.20028;8.68273;2.45317;6.09256;3.60552;5.51112;5.02692;6.81946;1.85304;6.78521;4.32226;3.72702;1.9237;0.03276;4.11375;2.01172;1.0197;2.20357;6.69407;3.15962;4.13009;10.17692;3.89098;3.18737;4.96878;4.44239;5.5982;3.52888;4.71199;3.8649;4.67623;3.22376;6.45205;3.44977;2.5854;9.19767;5.62514;9.52253;5.92896;4.54141;0.56598;0.54171;4.06053;3.75533;5.53164;0.5672;4.79508;7.09908;0.72967;2.72142;2.43411;8.92874;3.17222;4.6743;3.53432;11.42187;5.23632;3.78259;8.79676;-1.50018;4.14814;2.20546;2.98473;6.26875;2.02581;-1.10237;6.09797;1.80714;5.19783;8.27701;1.08136;6.77951;4.76943;3.39109;3.61854;-0.95526
S.034;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;6.73711;5.52281;6.78079;3.63227;1.40452;1.34452;3.05429;1.50277;5.76629;4.8784;5.45167;0.77877;2.59755;5.33478;1.81677;2.75885;2.41058;8.81819;2.04978;6.53128;1.67298;5.20678;5.5764;6.889;2.2231;6.08649;3.26179;3.71744;1.64089;-0.01058;3.91869;2.81624;1.48758;1.68638;6.21901;2.56821;3.39263;9.89294;2.96767;2.37376;4.87383;3.79542;4.52786;2.94313;4.13985;4.09356;3.38732;3.33351;3.31821;2.35975;2.16462;8.99884;5.03341;8.48906;5.96396;3.80239;-0.39409;0.13202;4.61953;3.62769;5.14088;0.9021;5.90179;5.2807;-0.6984;1.97875;1.65248;7.25937;2.81039;4.55378;3.74044;10.65565;5.20174;3.63954;7.86612;-0.03716;4.13325;3.82957;4.27575;5.97382;0.87642;1.14994;5.96742;1.56488;4.33514;8.04513;0.57069;6.43825;4.18992;3.27914;2.64638;-1.52128
S.035;Hgf/Cdk4;Serum;d70;Female;023Mus-2.csv;Pass;6.87519;5.59328;7.00373;3.64967;1.63785;1.1179;3.94675;1.20751;5.47221;4.72529;4.92332;0.2978;2.20721;5.08842;1.99613;2.95933;2.70766;8.37598;2.58283;5.96014;1.60059;5.44847;5.72413;6.76447;3.13135;5.97522;2.19407;4.29511;1.28318;-0.12536;3.6935;2.45438;1.39164;1.85763;6.16883;3.19323;2.78456;10.4879;3.02784;1.40336;5.11368;4.28734;4.54395;3.19017;3.72983;3.48686;2.69307;2.83736;3.87107;2.1054;3.11455;8.27593;5.70183;7.87658;5.72103;4.33678;-0.15857;0.8638;4.2497;3.82875;5.1204;0.71823;6.3331;5.22902;-1.03185;3.26395;1.26797;7.97652;3.39766;5.41434;3.90195;10.27578;5.47338;3.80746;7.89231;0.3765;4.63255;4.40996;3.07151;6.2503;0.77297;1.67312;5.71326;1.97504;4.85443;9.62426;0.76941;6.444;3.79899;3.6655;1.94876;-1.26724
S.019;Hgf/Cdk4;Serum;d70;Male;023Mus-2.csv;Pass;6.60929;5.21505;6.70788;3.75783;1.05671;1.35935;4.29477;1.50928;5.3398;4.6824;5.16217;0.79765;2.81173;5.11653;2.20021;3.20754;2.1628;8.2849;2.16681;6.17935;1.03869;5.09466;5.29332;6.55885;1.66719;6.5112;3.3785;3.60349;1.44408;-0.46636;3.43068;3.09247;1.19226;2.0178;6.34579;2.78544;3.72229;10.38373;2.86724;2.11555;4.19079;3.90907;4.22398;2.99598;4.22656;3.22538;3.26295;2.63637;4.06431;2.31964;2.72744;8.77518;4.90068;9.00495;5.79487;4.12698;-0.05364;0.56577;4.17872;3.59054;5.14834;0.83314;5.30362;5.67822;-0.85277;3.46321;1.47544;7.15859;2.49746;4.43906;3.37269;10.99957;4.96565;3.66204;8.14673;-0.0723299999999999;3.45155;3.51769;4.161;6.12184;1.06748;0.5953;5.83087;1.48931;4.51666;7.83;0.6251;6.52272;4.23171;2.99135;2.0589;-1.0692
S.020;Hgf/Cdk4;Serum;d70;Male;023Mus-2.csv;Pass;6.72306;5.33885;6.724;5.44085;1.88105;0.91051;4.42265;1.25977;5.67494;4.4143;4.82031;0.9015;2.30369;5.26387;1.92473;3.43871;2.14766;8.95491;2.16678;6.18426;2.29467;5.23601;5.05524;6.57351;2.65936;5.98627;1.95713;3.52361;1.18067;-0.08397;3.06795;2.23212;1.05362;1.77118;6.70315;2.45698;2.57685;10.09788;2.86421;1.88335;4.72985;4.02543;4.45786;2.98218;4.32776;3.38146;3.02975;3.12226;3.82396;1.80622;2.62745;8.48552;5.85341;7.73343;5.86865;4.00398;-0.16452;0.18627;3.65368;3.76741;5.19388;0.54939;6.52495;4.93615;-1.03746;3.6096;1.76024;7.56656;3.03041;4.33013;3.33541;10.7212;5.13659;3.76448;8.07983;-0.82959;3.76618;3.89048;4.29509;6.0713;0.50662;0.3121;5.53103;2.29162;4.98361;9.22512;0.54634;6.4747;4.3862;3.27506;1.85425;-1.03935
S.021;Hgf/Cdk4;Serum;d70;Male;023Mus-2.csv;Pass;6.91981;5.80561;6.76397;5.29035;2.23478;1.35247;4.54676;1.3179;5.97458;4.97212;5.30397;1.1643;2.31119;5.58209;2.56367;4.26237;2.16865;9.66379;4.94743;6.57112;1.74807;5.83301;5.32851;6.74269;2.90032;6.18791;3.02847;3.92694;1.51876;0.0155799999999999;3.62;2.64709;1.45792;2.2084;6.93227;3.12556;3.11963;10.65826;3.29114;1.76859;4.946;4.27659;4.47735;3.39099;4.51834;4.22875;3.21851;3.36403;4.49978;2.49936;3.23068;8.72433;6.11926;8.36101;6.29859;4.67494;-0.28734;0.60223;3.98583;4.05283;5.65692;1.11992;7.67177;5.46376;-0.71703;3.5583;1.66973;7.67945;3.25668;4.67788;3.46756;10.79736;5.5925;3.9953;8.33118;-0.56295;4.10144;4.05057;3.54585;6.25943;0.81502;-0.25954;5.67226;2.327;5.14752;11.71761;0.56725;6.61628;4.64039;3.91358;2.54319;-1.03945
